feature,converged,duplicated,mean_clr,sd_clr,cv,donor_mean_sd,donor_mean_cv,specificity,frac_signal_top_cluster,frac_donor,frac_rep,frac_concentration
Hu.CD337,True,False,0.2519568391741941,0.5423392965613278,2.152508732602307,0.02317700439678233,0.0914591713363503,4.689114582325258,0.0601168536195546,0.0004188966437041,0.0140774689363784,0.0060767021593664
Hu.CD338,True,False,0.3675829643747192,0.5487149927701094,1.4927650243626134,0.018782475441140437,0.051318248018356244,1.8477903852805662,0.023689620324109824,0.3433963290933265,0.2066883944371746,0.0090649591133352
Hu.CD34,True,False,-0.7800016797374213,0.15218593727884278,0.19510975582780082,0.01311319484358882,0.016785953146646524,,,0.0023502862735916,0.3933250670395158,0.0107910754882121
Hu.CD340,True,False,1.4057801816054467,0.3957568712904417,0.2815211627457107,0.02083776553663834,0.01480380942773126,1.522509422221913,0.0195193515669476,0.3003094233680852,0.1662352501184353,0.1103166790586453
Hu.CD35,True,False,-0.7849634566845289,0.14204842671203824,0.18096183395850293,0.013559426052674968,0.017247956941772773,,,4.186021121325696e-05,0.4719174152970106,0.0108982356697904
Hu.CD352,True,False,-0.77981279054092,0.15319096132389737,0.19644581774253267,0.013561096167884399,0.01736279841346164,,,0.0014240567151405,0.4114243106030021,0.0082801411120232
Hu.CD354,True,False,-0.061802218119357655,0.5481265261102364,8.869042937126435,0.01678303095892255,0.26545599093339356,,,0.0010386224358549,0.0010571108581371,0.0005760992976645
Hu.CD357,True,False,1.3695675083884176,0.4161203259918125,0.30383338056950915,0.015100472322287716,0.011038081476304808,1.2743797524198164,0.016338201954100212,0.0009545043124362,0.0558321987359195,0.0013742318730903
Hu.CD36,True,False,-0.30430961693839853,0.5554601050209146,1.8253123598566934,0.019260461874858793,0.06366048559195166,15.37682473624794,0.19713877866984542,0.0828956142557724,0.0039962223579036,0.000126423797105
Hu.CD365,True,False,0.04988106975917228,0.5198195306713864,10.42117847875146,0.01752797482323052,0.34093733893710537,19.258494165541478,0.24690377135309588,0.3458834175341996,0.212399737002618,0.0032152700562948
Hu.CD366,True,False,0.5156809532523252,0.5403602962140065,1.047857774862601,0.043043662404122836,0.08286977538591549,2.30288189427167,0.02952412684963679,3.5857546163192084e-08,0.0167763927280203,0.0227333283140431
Hu.CD37,True,False,0.5685314233053861,0.5263168298421821,0.9257480031309924,0.01875284206746613,0.03289687714184802,1.9389960147754137,0.02485892326635146,7.547943415571981e-05,0.0183600470267449,0.0069407856281347
Hu.CD370,True,False,-0.21528000469809555,0.4959847077587181,2.303905132547156,0.00805070471253962,0.03726202043034365,,,0.2731538651413079,3.40642444372847e-05,0.0007327940900315
Hu.CD38_HIT2,True,False,0.007138753464057574,0.7075896333620885,99.11949431013181,0.11564272128810243,6.5234442981990055,6.047540150380193,0.0775325660305153,0.1773953190302789,0.000162163735976,0.0467722092529723
Hu.CD39,True,False,-0.7861460102618831,0.13938893408736364,0.17730667365586453,0.013812633635764602,0.01754312395600886,,,0.2379666693585619,0.2908904494679469,0.1063986829084561
Hu.CD3_UCHT1,True,False,-0.7804496179510464,0.15190782461510458,0.19464142350907393,0.013073843085734393,0.016726927838749392,,,0.0005724623114264,0.4137930222739905,0.0071249442538012
Hu.CD40,True,False,-0.26670740374572527,0.5024624388517442,1.883946346426829,0.024033965654399105,0.089450117883801,,,0.3449189849731025,0.2123860320407505,0.0029350616833854
Hu.CD41,True,False,-0.7844103700744369,0.1428026874810357,0.18205099387898757,0.013706009145662607,0.017446655488886513,,,0.0088455159348589,0.4918066739628051,0.0103197990460263
Hu.CD42b,True,False,-0.5114141210823833,0.3988183412707549,0.7798344332508362,0.004858897682585109,0.009494797303412223,,,0.0060357494195688,0.0163062123592645,0.0014450303787704
Hu.CD43,True,False,-0.7836577259084818,0.14494509430720928,0.18495969543230978,0.012604671781544148,0.016061572278792697,,,0.2324200754040625,0.3874858667548387,0.0136344835250024
Hu.CD45RA,True,False,0.3309800282264799,0.8175269246327636,2.47001889815948,0.15436814456230816,0.4529787885910948,,,0.0053477686006199,0.0017763269934123,0.086527645597107
Hu.CD45RB,True,False,-0.6813078179262144,0.2975793559225523,0.4367766640757675,0.010616861450313533,0.01559452759659912,,,0.3234747856608633,0.2009267590382339,0.0305007183747348
Hu.CD45RO,True,False,0.2272397047375114,0.5722509481325199,2.5182700742968183,0.03617509927691991,0.15882845372747698,3.6042799197317597,0.04620871691963794,0.0007257636974368,0.0064199177708364,0.0029479356925038
Hu.CD45_2D1,True,False,-0.7794715660890845,0.15398096087964183,0.19754532118756415,0.011895471962680012,0.015240507809053979,,,0.0003592205707119,0.4466089486781983,0.0059082473532693
Hu.CD46,True,False,-0.786202264680613,0.1391854468985565,0.1770351640428042,0.013664839505715556,0.017354264213383954,,,0.2127863690145104,0.4195694742315184,0.0171491182478391
Hu.CD47,True,False,-0.7771594054347372,0.15981916030639287,0.20564527584529615,0.012764559946954733,0.016399576100893917,,,0.0314004474754403,0.3698735216738851,0.0047611854833864
Hu.CD48,True,False,-0.7693138915240392,0.17386115324479484,0.22599507842029148,0.011541374313004883,0.014982404812344688,,,0.0005421186762623,0.2954586825274298,0.0046966204846047
Hu.CD49a,True,False,-0.7862800369543568,0.140851803281827,0.17913694442429726,0.013644307286316512,0.017326296720525464,,,2.374229052559804e-07,0.4799856199310058,0.0113356220817185
Hu.CD49b,True,False,-0.4404668607661471,0.4369677210651069,0.992055838900221,0.011239144500635942,0.025468416328278985,,,0.3350306515534063,0.187541583719215,0.029208658742427
Hu.CD49d,True,False,-0.7859066262862745,0.13984061186781307,0.17793540249000867,0.013448084168555922,0.01708562589372534,,,0.007174701527576,0.5332646756328775,0.0096124268076182
Hu.CD4_RPA.T4,True,False,-0.7855674635327344,0.14079038104702465,0.17922124780204565,0.013612782588586093,0.0173025900961157,,,1.5663185822677045e-05,0.4784483300815836,0.0110414955354625
Hu.CD5,True,False,-0.7725913438294892,0.17117611246066322,0.22156100223980993,0.011713200224781232,0.015140722884881202,,,0.0001495419012085,0.3216242042465424,0.0020251125340777
Hu.CD52,True,False,0.21963382011742566,0.6468407346963653,2.945087119782083,0.07581012266357406,0.33906606704641457,,,0.013628724846016,0.0019494315694677,0.1017088822010911
Hu.CD54,True,False,-0.09425959285158127,0.5319694713423789,5.643664005423877,0.007424673162830313,0.07834026058404685,,,0.2612343460071294,4.518666234635288e-06,0.0007437097618027
Hu.CD55,True,False,-0.7793536876349605,0.15496799882577517,0.19884168290271853,0.013027444366943277,0.01669109056165197,,,0.0007637116849957,0.4303173271291566,0.0078932225144291
Hu.CD56,True,False,-0.5473305976563284,0.39463598254554966,0.721019406251692,0.015990747521562713,0.02917152094378154,,,0.33635565479498,0.2204744124539291,3.505357110483359e-05
Hu.CD57,True,False,-0.5539855446915253,0.39376678683795374,0.7107889196950331,0.020314451613589978,0.03651851883287173,,,1.095857446480374e-06,0.0245708479336233,0.0005003361362267
Hu.CD58,True,False,0.6071868072076497,0.5082214766152299,0.8370100775944972,0.03646688844016479,0.059729572421498095,1.7137590863007568,0.02197127033718919,1.718876503354309e-09,0.026574669121028,0.0027399608690319
Hu.CD59,True,False,0.11985841568419407,0.5258778750486878,4.387492292858966,0.013147639610630838,0.10865641073702716,5.5360570507368685,0.07097509039406241,0.3466265383568342,0.2142822429437605,0.0013063541299282
Hu.CD61,True,False,-0.7811706523391063,0.1518767679062906,0.19442200939259155,0.014115391504824661,0.01804062462270853,,,0.0006015434960812,0.4858146602267905,0.0088534800264291
Hu.CD62E,True,False,0.5071880662380621,0.5006926739904871,0.9871933259476058,0.005579462310301356,0.010988916520005538,1.532588463113031,0.019648570039910655,0.0012160648653161,0.0113141697565097,0.0004439093318001
Hu.CD62L,True,False,-0.43930684728002606,0.48175193051695847,1.0966183056324563,0.06471635250975762,0.14927727467664156,,,0.0096351264931358,0.0135544562653697,0.0173535688688233
Hu.CD62P,True,False,-0.7854988690755632,0.14062425157275035,0.1790254029751157,0.013896317743396589,0.017663317454598336,,,4.0219738983720885e-08,0.4757209165794358,0.0113045395221818
Hu.CD63,True,False,-0.3775101978433442,0.47217464005317544,1.2507599602623563,0.0249864764034,0.06655300018524346,,,9.77029449231389e-06,0.0076486904456554,0.0050221443147823
Hu.CD64,True,False,-0.7865504595542256,0.13815690078843967,0.17564912601632646,0.013950191072378467,0.017708598501472068,,,0.0068126093100288,0.5484739078023321,0.0104450782907693
Hu.CD66b,False,False,-0.34222784988185173,0.4735494505823259,1.383725639937868,0.01446065127604496,0.042059179738993396,,,0.2216298994380887,0.0281800641379133,0.0012437051839232
Hu.CD69,True,False,-0.19656534739216922,0.5404558247632141,2.74949695830642,0.0533598171182004,0.2784311325024864,,,6.065206190990461e-05,0.0004037316906595,0.0258239514269736
Hu.CD7,True,False,-0.7804094015102137,0.15157508709769707,0.1942250910924134,0.012321106702188393,0.015764929369297898,,,0.2659163687508881,0.3659717799096383,0.0058709923165912
Hu.CD70,True,False,0.03312189474246673,0.529574769128505,15.988661676698065,0.016640266878947544,0.5304925851618114,,,0.3469687383759803,0.2177665797575274,0.0003782375207068
Hu.CD71,True,False,-0.7676144152529303,0.17807298687234824,0.2319823381816936,0.01240271929077164,0.01613517167305683,,,0.2388107500725001,0.2424022591010056,0.0026409408219074
Hu.CD72,True,False,-0.7822139907398705,0.14817449674376923,0.18942961708421482,0.013693162077705545,0.017479052202912383,,,0.0001221047499263,0.4240871591519987,0.0071039983020487
Hu.CD73,True,False,-0.46187290961281263,0.430944934834492,0.93303791122054,0.006040143063546241,0.013059200472652506,,,0.3406958269881545,0.1987681947702131,0.0135637621659157
Hu.CD74,True,False,1.0673237117459133,0.44590903620409383,0.41778237595291684,0.00898730797454461,0.008417334251823628,1.544364644240703,0.019799546721034657,0.3369727199198515,0.2080358140773088,0.0155127073990071
Hu.CD79b,True,False,-0.5293334346920863,0.38891183890740394,0.7347199580046069,0.005502379953418126,0.010390915061709043,,,0.345268637338364,0.2202486913323025,0.000655481154536
Hu.CD8,True,False,0.03336023034365382,0.919082883247323,27.550255911891867,0.11690013805252662,3.0657343649293125,,,0.0021252172524508,0.0004174868258496,0.0298793765991343
Hu.CD80,True,False,-0.139365035680191,0.5079249670696352,3.6445652569213984,0.010000549475176932,0.07145409037124759,,,0.2748370809236191,0.0004117249912265,0.0001679009899719
Hu.CD81,True,False,-0.7819046470442786,0.15049949016779493,0.1924780607670084,0.012659067311159681,0.01616751838066759,,,0.0003379557572211,0.4135799491978044,0.0077311361079386
Hu.CD82,True,False,0.6094226182959285,0.5341605618299992,0.8765026859745089,0.008807754142326929,0.014442350153051233,2.285401535961167,0.029300019691809828,0.1751654884914588,0.0244957563566452,3.647587379409992e-05
Hu.CD83,True,False,0.3672589929089311,0.5063592488966062,1.3787524844140921,0.01637157408521468,0.04439637243358572,1.884785538395519,0.02416391715891691,0.2729745048823195,0.2547731836843144,0.1881710279685905
Hu.CD84,True,False,-0.21202795925610954,0.49711855953145506,2.3445896535323594,0.019172358700885333,0.09117526666676908,,,0.2623474015960473,0.0029909223666518,0.0012992857886796
Hu.CD85g,True,False,-0.07951839405775804,0.5213866067994276,6.556805038350239,0.02570770478463411,0.3315637965505846,,,0.2513202275917959,0.0066390142832424,0.0109457865099257
Hu.CD85j,True,False,-0.4328371888279638,0.4380760778098674,1.012103601809469,0.013750960887575684,0.03171350345231056,,,0.3465690128623868,0.2204082785877971,6.0335138167236486e-05
Hu.CD86,True,False,-0.782326535013378,0.1482414041733667,0.18948788969663638,0.014001960083275622,0.017869717633907663,,,0.002879257702027,0.4970900953536285,0.0083144332206304
Hu.CD9,False,False,-0.7820830276411788,0.14830164934140752,0.18962391983968307,0.014231463644685834,0.018167067068546407,,,0.2382038516488916,0.3668158657797291,0.0228589197747204
Hu.CD90,False,False,-0.5174712022423018,0.3981351508110971,0.7693861012668942,0.004832287645762088,0.009328349368547052,,,0.3062522846102127,0.144450085129562,0.1163548762090855
Hu.CD93,False,False,-0.279449809146481,0.4780205424408169,1.7105774518180108,0.0107438746191063,0.0386046894156911,,,0.3467556415553376,0.2198940156193431,0.0004028898374827
Hu.CD94,True,False,-0.7791381629732956,0.15477307246050465,0.19864650432456019,0.013732049018597,0.017596755426155523,,,0.008746423630069,0.4220530792733055,0.0089749672190169
Hu.CD95,True,False,0.6781178899393576,0.49997252827025196,0.7372944080784585,0.015585925031929928,0.022964351434765076,1.747860995946281,0.022408474307003604,2.8565739708248893e-05,0.020768380967019,0.0005478997022446
Hu.CD96,False,False,0.6561329756650811,0.5093288767193149,0.7762586177032788,0.021058306757487672,0.03217723131370893,1.3982129120886988,0.01792580656523973,0.3417953589066055,0.2108454050719297,0.00726929036869
Hu.CD98,True,False,0.13909641671170808,0.5866678520526141,4.217706436453677,0.08796418983664098,0.6016686500557867,4.090541464341935,0.052442839286435054,0.2299202031045605,0.0080108427737147,0.0692219441260745
Hu.CD99,True,False,-0.783692218147611,0.14466255670745207,0.18459103377265434,0.013074376728144849,0.016658089988200602,,,2.301321834942747e-05,0.4518381863556923,0.010176386395256
Hu.CLEC12A,True,False,-0.7850940297621336,0.14209291466605267,0.18098840301855784,0.012829496595092688,0.01631764206872875,,,2.109656082584875e-07,0.4573075185353332,0.0098274598897229
Hu.CLEC1B,True,False,-0.6098867466824777,0.3449825226497732,0.5656501383680334,0.01243862070468759,0.020353200675290856,,,0.2699607039593927,0.254600183087146,0.1939808176278756
Hu.CX3CR1,True,False,0.3149997686801112,0.5490260847518609,1.7429412315201038,0.015054476334111262,0.0480134209894355,2.5952002635178606,0.03327179825022898,0.3459621688856864,0.2186833791907466,0.0005028969485015
Hu.Cadherin.11,True,False,0.9818093312556809,0.43624071076043397,0.4443232477761295,0.007806212391757848,0.007949122943081047,1.4920196085704558,0.01912845652013405,0.3312655080481199,0.1998556517783786,0.032264915871239
Hu.EGFR,True,False,0.11363782919645085,0.5219549028263518,4.593143907422103,0.009887751084919532,0.08621311392333876,7.443699987300794,0.09543205111924095,0.3341270766593098,0.1804473520851442,0.0381999110199057
Hu.FR.b,True,False,0.24740992686735666,0.5528589627530563,2.2345868241958593,0.018117998040595558,0.07362935000243317,10.886859886851825,0.13957512675451056,0.3446937691064598,0.2116160468344906,0.0052440614007185
Hu.FceRIa,True,False,-0.08855879363097717,0.5298220057687061,5.98271480499683,0.017538088349648047,0.194493447330248,,,0.2659626696693422,0.0024576982170388,0.0008431037301227
Hu.GARP,True,False,-0.4211192531513234,0.45875784043774137,1.089377502939513,0.019606964462176614,0.046381828183252975,,,0.3467231403562602,0.2173495665612491,0.0005375342412387
Hu.GP130,True,False,-0.3610251107776559,0.478103769756997,1.3242950572805063,0.00824063765700361,0.022776283564272474,,,0.0004148037183276,0.0043035082404188,0.0006484458392861
Hu.GPR56,True,True,-0.6705797514586836,0.3072317583082054,0.45815841835351756,0.007924061615165541,0.011816021588878727,,,0.3061619923105341,0.1728960853543846,0.0763333886502617
Hu.Galectin.9,False,True,-0.06292895874926847,0.5321116715433334,8.455752043561645,0.012040693702907454,0.188145228839524,,,0.3457047819628655,0.206361964592863,0.0055649481928624
Hu.HLA.A2,True,True,-0.7865504595542256,0.13839988125745945,0.17595804512770488,0.013824315791741008,0.017549060557313968,,,1.214983436048179e-05,0.4938237746190073,0.0119032514725233
Hu.HLA.ABC,True,True,-0.3166980049332971,0.536270917001659,1.6933195304296542,0.07415521546791917,0.23698290178377449,,,0.0063278276943174,0.0080538163099357,0.1790536583043089
Hu.HLA.DR,True,True,-0.7843631477757794,0.14352950607347398,0.18298858950790964,0.013256731796562818,0.016877115291940196,,,0.008479613463602,0.45252083706761,0.0098127355120014
Hu.HLA.DR.DP.DQ,True,False,-0.38829657082174834,0.7542871237774007,1.9425541723974282,0.09851047330344194,0.2556659733535732,8.932616277466732,0.11452072150598375,0.0222075240828913,0.0056181674412267,0.0126970611442328
Hu.HLA.E,True,False,0.21848358889719308,0.5420791567339749,2.481097822816564,0.012174704340475856,0.05567774652681209,6.9986029224328234,0.08972567849272851,0.3448507803028294,0.2085282130404766,0.0055332858484605
Hu.Ig.LightChain.k,True,False,0.3789428443791226,0.5889553537557405,1.5542062938824244,0.02177444047870422,0.0577557061784471,3.5884107738272704,0.04600526633111885,0.2686360434015283,0.2459419844074547,0.1654671723536638
Hu.Ig.LightChain.l,True,False,-0.04941360007927431,0.5535486811451829,11.202354822500768,0.014818489367081963,0.2962546092097771,,,0.3420240159401935,0.2140075129461164,2.381922381557804e-06
Hu.IgD,True,False,-0.7862240268602139,0.1392141031612748,0.1770667117834422,0.013744081205114196,0.017454275649903504,,,0.2399571348004751,0.2924774194439826,0.1092261551059073
Hu.IgE,True,False,0.20991099019996906,0.5270809767834904,2.510973705004075,0.004565168494420083,0.021706555818599437,3.376999663729522,0.04329486748371182,0.2692727580117665,0.2539708346055416,0.1983118367065886
Hu.IgM,True,False,-0.43090375913776957,0.5019363702899785,1.16484565206473,0.016053475496693795,0.03738352505799896,,,0.002274552410344,0.0088324171578162,0.0007922855270969
Hu.KLRG1,False,False,-0.37175308771985605,0.48483045517014534,1.304173310688146,0.051257316613917026,0.13906528011461003,,,0.3384382989943783,0.2114465824719658,0.0016656951779237
Hu.LOX.1,True,True,0.4778609484326993,0.5259354310788983,1.1006034973225474,0.017642327872675254,0.03705674266176713,1.763352268035853,0.022607080359434015,0.2067369232524666,0.0594205522837142,0.3970045873963709
Hu.LT.bR,True,True,0.9380950199808604,0.4680206464225194,0.49890537360710885,0.006004650419666994,0.006403281166973445,1.2853701182100579,0.016479104079616124,0.0099783440087406,0.0324306774034309,0.0010005400801894
Hu.MERTK,True,True,1.422799058622045,0.40534411147463334,0.2848920295654411,0.009485994370731232,0.006671037590217807,1.1942498544805693,0.01531089557026371,0.0003340878183045,0.0500297552801637,0.0018489731304392
Hu.MICA.MICB,True,False,0.36451245408945787,0.5341030405545989,1.4652532020854367,0.010993979913975993,0.03023391613375931,2.4769861736415772,0.03175623299540484,0.0039729677562288,0.0159222572007927,6.320227910391332e-05
Hu.NKp80,True,False,0.23542832851167572,0.5228888330825023,2.2210106846023434,0.010183052943843572,0.043124653358610245,2.1416518186949838,0.02745707459865364,6.101453857828759e-08,0.0109671293193278,0.0006280685186678
Hu.Notch.1,True,False,1.3680399054600165,0.38041593990377454,0.27807371582180274,0.022922566682961255,0.016728068446000333,1.3218269876095454,0.01694649984114802,0.3204554608441259,0.1983765304553305,0.0496425149980789
Hu.Notch.3,True,False,-0.10070132575984136,0.5139115540476816,5.1033246103759256,0.011569578322985283,0.11364417391087807,,,0.0066205980611808,0.002058984890573,0.0005461406550393
Hu.Podoplanin,True,False,0.1955662703508298,0.5241582518073864,2.680207843955349,0.005416923416022016,0.027638679624026233,2.036662304563625,0.026111055186713143,0.2694384613521354,0.2539280894351041,0.1977934620681517
Hu.TCR.AB,True,False,-0.2641871815446703,0.5019141272454465,1.8998428474493565,0.029179683170229568,0.11111392546437035,,,0.3411490928196827,0.2064494975790244,0.0031902561094358
Hu.TCR.GD,True,False,1.2988192748697915,0.3985321123667248,0.3068418525022877,0.016013427940153965,0.012315888589744098,1.4260662490471683,0.01828290062880985,0.3321406487651405,0.2155405722426025,0.0180734180435968
Hu.TCR.Va7.2,True,False,-0.6998517000019945,0.27872950229239607,0.3982693794865423,0.007321523058813713,0.010450766628806877,,,0.3326985454269158,0.2298544286383909,0.0087789771873546
Hu.TCR.Vb13.1,True,False,0.8774463005223824,0.47622587391480553,0.5427407621768846,0.007566880792295025,0.008622167127453405,1.5462782610070362,0.019824080269320976,0.0012867425560947,0.0272777734380085,0.0010255729165559
Hu.TCR.Vd2,True,False,-0.5039153657962376,0.4431586547247959,0.8794307234996893,0.013549267484996023,0.026894690246483458,,,0.342623611508108,0.2130700277306165,0.0035589604439775
Hu.TCR.Vg9,False,False,-0.06746404459146475,0.5205392008231978,7.715801861204362,0.004591659517507451,0.06755928821850352,,,0.2268868489313628,0.0690844964245373,0.3446447507362583
Hu.TIGIT,True,False,0.04814149735921826,0.5586487595442776,11.604307929514496,0.00990002999502174,0.20762815481979283,39.71619688570804,0.5091820113552312,0.3235064961030952,0.1624204017266302,0.0714447510625339
Hu.TIM.4,True,False,0.7497114471241835,0.5160662771678431,0.6883532046194848,0.07263400408077882,0.09606693672834418,1.74791950450017,0.022409224416668847,0.3210592957385494,0.1533370195279003,0.0540609473207701
Hu.TNF.a,True,False,0.06517093327777254,0.5423321857129885,8.321688188834921,0.02825503797338909,0.45336977225424974,13.252172079603893,0.16989964204620375,0.3398006570992191,0.1893300608498741,0.024064495371083
Hu.TSLPR,True,False,0.4318578553571326,0.5158992994386389,1.1946044121670698,0.005339745317540299,0.01237716114941831,2.263941775701157,0.029024894560271245,0.0012919408405923,0.0198465496744323,0.0008604289947819
Hu.TSPAN33,True,False,0.7105905974558027,0.4982735762497883,0.7012104832709666,0.05438271887540741,0.07707559546198502,1.6505690306490515,0.021161141418577587,0.3437530569012942,0.2131597129555737,0.0059701951970369
Hu.VEGFR.3,True,False,0.6054296890092227,0.503346221485493,0.8313867499778747,0.00567309576974293,0.009364316148373207,2.0126491243201414,0.025803193901540275,0.3083483421472618,0.1491424559178908,0.1080856648201086
Hu.XCR1,True,False,1.8988888077043722,0.32050185368050227,0.16878389739311134,0.009467552931133317,0.00498700202095842,1.1983797615781333,0.015363843097155555,0.0121348074793742,0.095315686140628,0.001349703869111
Hu.mast_cell_tryptase,True,False,-0.3131506168305891,0.48043022472028774,1.5341825910571174,0.01598122110335577,0.05079496002364962,,,0.0003419731282659,0.0020805515982908,0.0002836567545333
HuMs.CD44,True,False,-0.7865939839134272,0.13820406856073947,0.17569937145101566,0.013692795217893843,0.01738111189471018,,,6.095576167714374e-10,0.4938331019388722,0.0113757612775287
HuMs.CD45R_B220,True,False,-0.36937218125846294,0.46301946415460954,1.253530957791914,0.013113967120558102,0.03540272578806067,,,3.2384590667171933e-09,0.0034374383468596,0.0013963550904215
HuMs.CD49f,True,False,-0.3361115913312647,0.4861486297602164,1.4463905509318726,0.03566901249742304,0.1068098457823282,,,7.680149162726273e-09,0.004857484674733,0.0001384718273868
HuMs.Mac.2,True,False,0.3701185617715327,0.5459051773835079,1.4749467704904922,0.009691780166961685,0.02625007717274529,2.171246568812102,0.027836494471950024,1.9672385858995222e-09,0.0101731018641014,0.000167944786498
HuMs.integrin.b7,True,False,-0.37427750357508954,0.46744044029937015,1.248914069999908,0.016645338470408833,0.044303938110452995,,,7.535129285074758e-09,0.0054436878254805,0.0002825256074631
HuMsRt.CD278,True,False,-0.2725599077164852,0.48726889259174905,1.7877496975769545,0.014698362387123541,0.053994383087340954,,,0.0001040847776204,0.0011610461529343,0.0002438683860195
