source_cohort,held_out_donor,gene,variance_rank_selected
GSE199219,CID3838,ISG15,True
GSE199219,CID3838,TNFRSF18,True
GSE199219,CID3838,TNFRSF4,True
GSE199219,CID3838,RPL22,True
GSE199219,CID3838,PARK7,True
GSE199219,CID3838,ENO1,True
GSE199219,CID3838,TNFRSF1B,True
GSE199219,CID3838,PRDM2,True
GSE199219,CID3838,CAPZB,True
GSE199219,CID3838,MINOS1,True
GSE199219,CID3838,HP1BP3,True
GSE199219,CID3838,CDC42,True
GSE199219,CID3838,ID3,True
GSE199219,CID3838,RPL11,True
GSE199219,CID3838,PITHD1,True
GSE199219,CID3838,SRSF10,True
GSE199219,CID3838,RCAN3,True
GSE199219,CID3838,SRRM1,True
GSE199219,CID3838,RUNX3,True
GSE199219,CID3838,SYF2,True
GSE199219,CID3838,RSRP1,True
GSE199219,CID3838,TMEM50A,True
GSE199219,CID3838,STMN1,True
GSE199219,CID3838,SH3BGRL3,True
GSE199219,CID3838,CD52,True
GSE199219,CID3838,HMGN2,True
GSE199219,CID3838,IFI6,True
GSE199219,CID3838,ATP5IF1,True
GSE199219,CID3838,SNHG12,True
GSE199219,CID3838,LAPTM5,True
GSE199219,CID3838,PTP4A2,True
GSE199219,CID3838,LCK,True
GSE199219,CID3838,MARCKSL1,True
GSE199219,CID3838,SFPQ,True
GSE199219,CID3838,NDUFS5,True
GSE199219,CID3838,MACF1,True
GSE199219,CID3838,CAP1,True
GSE199219,CID3838,SMAP2,True
GSE199219,CID3838,YBX1,True
GSE199219,CID3838,RPS8,True
GSE199219,CID3838,PLK3,True
GSE199219,CID3838,PRDX1,True
GSE199219,CID3838,NASP,True
GSE199219,CID3838,UQCRH,True
GSE199219,CID3838,TMEM59,True
GSE199219,CID3838,DHCR24,False
GSE199219,CID3838,JUN,True
GSE199219,CID3838,JAK1,True
GSE199219,CID3838,PDE4B,True
GSE199219,CID3838,SERBP1,True
GSE199219,CID3838,GADD45A,True
GSE199219,CID3838,SRSF11,True
GSE199219,CID3838,IFI44L,True
GSE199219,CID3838,GNG5,True
GSE199219,CID3838,ODF2L,True
GSE199219,CID3838,GTF2B,True
GSE199219,CID3838,GBP2,True
GSE199219,CID3838,GBP5,True
GSE199219,CID3838,RPL5,True
GSE199219,CID3838,DNTTIP2,True
GSE199219,CID3838,PRPF38B,True
GSE199219,CID3838,CD53,True
GSE199219,CID3838,RAP1A,True
GSE199219,CID3838,CAPZA1,True
GSE199219,CID3838,PTPN22,True
GSE199219,CID3838,BCAS2,True
GSE199219,CID3838,CSDE1,True
GSE199219,CID3838,ATP1A1,True
GSE199219,CID3838,CD2,True
GSE199219,CID3838,TENT5C,True
GSE199219,CID3838,HMGCS2,False
GSE199219,CID3838,RBM8A,True
GSE199219,CID3838,TXNIP,True
GSE199219,CID3838,MRPS21,True
GSE199219,CID3838,MCL1,True
GSE199219,CID3838,ENSA,True
GSE199219,CID3838,S100A10,True
GSE199219,CID3838,S100A11,True
GSE199219,CID3838,S100A6,True
GSE199219,CID3838,S100A4,True
GSE199219,CID3838,JTB,True
GSE199219,CID3838,RPS27,True
GSE199219,CID3838,TPM3,True
GSE199219,CID3838,PBXIP1,True
GSE199219,CID3838,FDPS,False
GSE199219,CID3838,ASH1L,True
GSE199219,CID3838,SSR2,True
GSE199219,CID3838,LMNA,True
GSE199219,CID3838,CCT3,True
GSE199219,CID3838,IFI16,True
GSE199219,CID3838,TAGLN2,True
GSE199219,CID3838,CD48,True
GSE199219,CID3838,TSTD1,True
GSE199219,CID3838,UFC1,True
GSE199219,CID3838,HSPA6,True
GSE199219,CID3838,HSD17B7,False
GSE199219,CID3838,CD247,True
GSE199219,CID3838,XCL2,True
GSE199219,CID3838,XCL1,True
GSE199219,CID3838,PRRC2C,True
GSE199219,CID3838,PRDX6,True
GSE199219,CID3838,CACYBP,True
GSE199219,CID3838,IER5,True
GSE199219,CID3838,ARPC5,True
GSE199219,CID3838,IVNS1ABP,True
GSE199219,CID3838,TPR,True
GSE199219,CID3838,RGS1,True
GSE199219,CID3838,RGS2,True
GSE199219,CID3838,PTPRC,True
GSE199219,CID3838,PTPN7,True
GSE199219,CID3838,BTG2,True
GSE199219,CID3838,NUCKS1,True
GSE199219,CID3838,CD55,True
GSE199219,CID3838,TRAF3IP3,True
GSE199219,CID3838,ATF3,True
GSE199219,CID3838,H3F3A,True
GSE199219,CID3838,ARF1,True
GSE199219,CID3838,GUK1,True
GSE199219,CID3838,TOMM20,True
GSE199219,CID3838,ARID4B,True
GSE199219,CID3838,LYST,True
GSE199219,CID3838,HNRNPU,True
GSE199219,CID3838,RPS7,True
GSE199219,CID3838,ID2,True
GSE199219,CID3838,YWHAQ,True
GSE199219,CID3838,ODC1,True
GSE199219,CID3838,PDIA6,True
GSE199219,CID3838,OST4,True
GSE199219,CID3838,FOSL2,True
GSE199219,CID3838,PPP1CB,True
GSE199219,CID3838,YPEL5,True
GSE199219,CID3838,LBH,True
GSE199219,CID3838,SRSF7,True
GSE199219,CID3838,EML4,True
GSE199219,CID3838,COX7A2L,True
GSE199219,CID3838,ZFP36L2,True
GSE199219,CID3838,CALM2,True
GSE199219,CID3838,EPCAM,False
GSE199219,CID3838,RTN4,True
GSE199219,CID3838,REL,True
GSE199219,CID3838,CCT4,True
GSE199219,CID3838,UGP2,True
GSE199219,CID3838,ACTR2,True
GSE199219,CID3838,AAK1,True
GSE199219,CID3838,PCBP1,True
GSE199219,CID3838,SNRPG,True
GSE199219,CID3838,TMSB10,True
GSE199219,CID3838,MAT2A,True
GSE199219,CID3838,VAMP8,True
GSE199219,CID3838,GNLY,True
GSE199219,CID3838,CD8A,True
GSE199219,CID3838,CD8B,True
GSE199219,CID3838,CYTOR,True
GSE199219,CID3838,IGKC,True
GSE199219,CID3838,DUSP2,True
GSE199219,CID3838,ARID5A,True
GSE199219,CID3838,COX5B,True
GSE199219,CID3838,RPL31,True
GSE199219,CID3838,GCC2,True
GSE199219,CID3838,LIMS1,True
GSE199219,CID3838,ACTR3,True
GSE199219,CID3838,DDX18,True
GSE199219,CID3838,DBI,True
GSE199219,CID3838,GYPC,True
GSE199219,CID3838,MZT2B,True
GSE199219,CID3838,MZT2A,True
GSE199219,CID3838,UBXN4,True
GSE199219,CID3838,CXCR4,True
GSE199219,CID3838,ARHGAP15,True
GSE199219,CID3838,ZEB2,True
GSE199219,CID3838,NR4A2,True
GSE199219,CID3838,CYTIP,True
GSE199219,CID3838,TANK,True
GSE199219,CID3838,PPIG,True
GSE199219,CID3838,WIPF1,True
GSE199219,CID3838,ATP5MC3,True
GSE199219,CID3838,HNRNPA3,True
GSE199219,CID3838,NFE2L2,True
GSE199219,CID3838,ORMDL1,True
GSE199219,CID3838,GLS,True
GSE199219,CID3838,STAT1,True
GSE199219,CID3838,NABP1,True
GSE199219,CID3838,STK17B,True
GSE199219,CID3838,ANKRD44,True
GSE199219,CID3838,SF3B1,True
GSE199219,CID3838,HSPD1,True
GSE199219,CID3838,HSPE1,True
GSE199219,CID3838,BZW1,True
GSE199219,CID3838,CLK1,True
GSE199219,CID3838,CFLAR,True
GSE199219,CID3838,SUMO1,True
GSE199219,CID3838,NOP58,True
GSE199219,CID3838,CTLA4,True
GSE199219,CID3838,ICOS,True
GSE199219,CID3838,EEF1B2,True
GSE199219,CID3838,XRCC5,True
GSE199219,CID3838,RPL37A,True
GSE199219,CID3838,ARPC2,True
GSE199219,CID3838,TUBA4A,True
GSE199219,CID3838,SP100,True
GSE199219,CID3838,ITM2C,True
GSE199219,CID3838,NCL,True
GSE199219,CID3838,ARL4C,True
GSE199219,CID3838,LRRFIP1,True
GSE199219,CID3838,PDCD1,False
GSE199219,CID3838,ARPC4,True
GSE199219,CID3838,BRK1,True
GSE199219,CID3838,RPL32,True
GSE199219,CID3838,ANKRD28,True
GSE199219,CID3838,RPL15,True
GSE199219,CID3838,GOLGA4,True
GSE199219,CID3838,CSRNP1,True
GSE199219,CID3838,RPSA,True
GSE199219,CID3838,EIF1B,True
GSE199219,CID3838,RPL14,True
GSE199219,CID3838,NKTR,True
GSE199219,CID3838,TMA7,True
GSE199219,CID3838,RHOA,True
GSE199219,CID3838,GNAI2,True
GSE199219,CID3838,RPL29,True
GSE199219,CID3838,SPCS1,True
GSE199219,CID3838,SELENOK,True
GSE199219,CID3838,ARF4,True
GSE199219,CID3838,ARL6IP5,True
GSE199219,CID3838,FOXP1,True
GSE199219,CID3838,MTRNR2L12,True
GSE199219,CID3838,CLDND1,True
GSE199219,CID3838,RPL24,True
GSE199219,CID3838,NFKBIZ,True
GSE199219,CID3838,CD47,True
GSE199219,CID3838,TRAT1,True
GSE199219,CID3838,CD96,True
GSE199219,CID3838,TIGIT,True
GSE199219,CID3838,NDUFB4,True
GSE199219,CID3838,HCLS1,True
GSE199219,CID3838,GOLGB1,True
GSE199219,CID3838,CNBP,True
GSE199219,CID3838,H1FX,True
GSE199219,CID3838,CDV3,True
GSE199219,CID3838,ATP1B3,True
GSE199219,CID3838,SERP1,True
GSE199219,CID3838,GPR171,True
GSE199219,CID3838,MBNL1,True
GSE199219,CID3838,DHX36,True
GSE199219,CID3838,TIPARP,True
GSE199219,CID3838,CCNL1,True
GSE199219,CID3838,SEC62,True
GSE199219,CID3838,SKIL,True
GSE199219,CID3838,RPL22L1,True
GSE199219,CID3838,TRA2B,True
GSE199219,CID3838,EIF4A2,True
GSE199219,CID3838,PPP1R2,True
GSE199219,CID3838,RPL35A,True
GSE199219,CID3838,MXD4,True
GSE199219,CID3838,LYAR,True
GSE199219,CID3838,MRFAP1,True
GSE199219,CID3838,BOD1L1,True
GSE199219,CID3838,RBPJ,True
GSE199219,CID3838,RPL9,True
GSE199219,CID3838,RHOH,True
GSE199219,CID3838,OCIAD2,True
GSE199219,CID3838,HOPX,True
GSE199219,CID3838,AREG,True
GSE199219,CID3838,G3BP2,True
GSE199219,CID3838,CCNI,True
GSE199219,CID3838,CXCL13,True
GSE199219,CID3838,CNOT6L,True
GSE199219,CID3838,HNRNPDL,True
GSE199219,CID3838,H2AFZ,True
GSE199219,CID3838,UBE2D3,True
GSE199219,CID3838,RPL34,True
GSE199219,CID3838,SNHG8,True
GSE199219,CID3838,C4orf3,True
GSE199219,CID3838,ANXA5,True
GSE199219,CID3838,RPS3A,True
GSE199219,CID3838,HMGB2,True
GSE199219,CID3838,ANKRD37,True
GSE199219,CID3838,SUB1,True
GSE199219,CID3838,IL7R,True
GSE199219,CID3838,FYB1,True
GSE199219,CID3838,PTGER4,True
GSE199219,CID3838,PRKAA1,False
GSE199219,CID3838,RPL37,True
GSE199219,CID3838,EMB,True
GSE199219,CID3838,PARP8,True
GSE199219,CID3838,GZMK,True
GSE199219,CID3838,GZMA,True
GSE199219,CID3838,GPBP1,True
GSE199219,CID3838,PIK3R1,True
GSE199219,CID3838,BTF3,True
GSE199219,CID3838,NSA2,True
GSE199219,CID3838,TBCA,True
GSE199219,CID3838,RPS23,True
GSE199219,CID3838,COX7C,True
GSE199219,CID3838,CCNH,True
GSE199219,CID3838,CAST,True
GSE199219,CID3838,CHD1,True
GSE199219,CID3838,REEP5,True
GSE199219,CID3838,TNFAIP8,True
GSE199219,CID3838,HINT1,True
GSE199219,CID3838,CDC42SE2,True
GSE199219,CID3838,IRF1,True
GSE199219,CID3838,UQCRQ,True
GSE199219,CID3838,TCF7,True
GSE199219,CID3838,SKP1,True
GSE199219,CID3838,UBE2B,True
GSE199219,CID3838,HNRNPA0,True
GSE199219,CID3838,EGR1,True
GSE199219,CID3838,PAIP2,True
GSE199219,CID3838,UBE2D2,True
GSE199219,CID3838,CD14,False
GSE199219,CID3838,TAF7,True
GSE199219,CID3838,NDFIP1,True
GSE199219,CID3838,NR3C1,True
GSE199219,CID3838,CSNK1A1,True
GSE199219,CID3838,CD74,True
GSE199219,CID3838,RPS14,True
GSE199219,CID3838,ANXA6,True
GSE199219,CID3838,ITK,True
GSE199219,CID3838,NPM1,True
GSE199219,CID3838,DUSP1,True
GSE199219,CID3838,ATP6V0E1,True
GSE199219,CID3838,CREBRF,True
GSE199219,CID3838,HIGD2A,True
GSE199219,CID3838,PRELID1,True
GSE199219,CID3838,HNRNPAB,True
GSE199219,CID3838,HNRNPH1,True
GSE199219,CID3838,SQSTM1,True
GSE199219,CID3838,RACK1,True
GSE199219,CID3838,SERPINB9,True
GSE199219,CID3838,CD83,True
GSE199219,CID3838,MYLIP,True
GSE199219,CID3838,DEK,True
GSE199219,CID3838,C6orf62,True
GSE199219,CID3838,HIST1H4C,True
GSE199219,CID3838,BTN3A2,True
GSE199219,CID3838,HLA-F,True
GSE199219,CID3838,HLA-A,True
GSE199219,CID3838,HLA-E,True
GSE199219,CID3838,PPP1R10,True
GSE199219,CID3838,TUBB,True
GSE199219,CID3838,TNF,True
GSE199219,CID3838,LTB,True
GSE199219,CID3838,CLIC1,True
GSE199219,CID3838,HSPA1A,True
GSE199219,CID3838,HSPA1B,True
GSE199219,CID3838,C6orf48,True
GSE199219,CID3838,NEU1,True
GSE199219,CID3838,GPSM3,True
GSE199219,CID3838,HLA-DRA,True
GSE199219,CID3838,HLA-DRB5,True
GSE199219,CID3838,HLA-DRB1,True
GSE199219,CID3838,HLA-DQB1,True
GSE199219,CID3838,PSMB8,True
GSE199219,CID3838,PSMB9,True
GSE199219,CID3838,TAP1,True
GSE199219,CID3838,BRD2,True
GSE199219,CID3838,HLA-DPA1,True
GSE199219,CID3838,HLA-DPB1,True
GSE199219,CID3838,RPS18,True
GSE199219,CID3838,TAPBP,True
GSE199219,CID3838,CUTA,True
GSE199219,CID3838,RPS10,True
GSE199219,CID3838,RPL10A,True
GSE199219,CID3838,FKBP5,True
GSE199219,CID3838,SRSF3,True
GSE199219,CID3838,HSP90AB1,True
GSE199219,CID3838,EEF1A1,True
GSE199219,CID3838,COX7A2,True
GSE199219,CID3838,ZNF292,True
GSE199219,CID3838,PNRC1,True
GSE199219,CID3838,PNISR,True
GSE199219,CID3838,PRDM1,True
GSE199219,CID3838,SNX3,True
GSE199219,CID3838,CD164,True
GSE199219,CID3838,AMD1,True
GSE199219,CID3838,FYN,True
GSE199219,CID3838,RPS12,True
GSE199219,CID3838,BCLAF1,True
GSE199219,CID3838,TNFAIP3,True
GSE199219,CID3838,ABRACL,True
GSE199219,CID3838,CITED2,True
GSE199219,CID3838,SF3B5,True
GSE199219,CID3838,ARID1B,True
GSE199219,CID3838,DYNLT1,True
GSE199219,CID3838,SYTL3,True
GSE199219,CID3838,EZR,True
GSE199219,CID3838,TAGAP,True
GSE199219,CID3838,SOD2,True
GSE199219,CID3838,WTAP,True
GSE199219,CID3838,TCP1,True
GSE199219,CID3838,MRPL18,True
GSE199219,CID3838,RNASET2,True
GSE199219,CID3838,PSMB1,True
GSE199219,CID3838,ACTB,True
GSE199219,CID3838,RAC1,True
GSE199219,CID3838,NDUFA4,True
GSE199219,CID3838,ARL4A,True
GSE199219,CID3838,TOMM7,True
GSE199219,CID3838,TRA2A,True
GSE199219,CID3838,CYCS,True
GSE199219,CID3838,HNRNPA2B1,True
GSE199219,CID3838,CBX3,True
GSE199219,CID3838,TAX1BP1,True
GSE199219,CID3838,SEPT7,True
GSE199219,CID3838,TRGC2,True
GSE199219,CID3838,STK17A,True
GSE199219,CID3838,PPIA,True
GSE199219,CID3838,H2AFV,True
GSE199219,CID3838,IKZF1,True
GSE199219,CID3838,SEC61G,True
GSE199219,CID3838,EGFR,False
GSE199219,CID3838,CHCHD2,True
GSE199219,CID3838,SBDS,True
GSE199219,CID3838,HSPB1,True
GSE199219,CID3838,AKAP9,True
GSE199219,CID3838,FAM133B,True
GSE199219,CID3838,ARPC1B,True
GSE199219,CID3838,LAMTOR4,True
GSE199219,CID3838,KMT2E,True
GSE199219,CID3838,NAMPT,True
GSE199219,CID3838,HBP1,True
GSE199219,CID3838,DNAJB9,True
GSE199219,CID3838,IFRD1,True
GSE199219,CID3838,LSM8,True
GSE199219,CID3838,AC016831.7,True
GSE199219,CID3838,AC016831.5,True
GSE199219,CID3838,AC058791.1,True
GSE199219,CID3838,ZC3HAV1,True
GSE199219,CID3838,NDUFB2,True
GSE199219,CID3838,SSBP1,True
GSE199219,CID3838,TRBC1,True
GSE199219,CID3838,TRBC2,True
GSE199219,CID3838,GSTK1,True
GSE199219,CID3838,GIMAP7,True
GSE199219,CID3838,GIMAP4,True
GSE199219,CID3838,DNAJB6,True
GSE199219,CID3838,SLC25A6,True
GSE199219,CID3838,CD99,True
GSE199219,CID3838,TMSB4X,True
GSE199219,CID3838,SYAP1,True
GSE199219,CID3838,SH3KBP1,True
GSE199219,CID3838,EIF1AX,True
GSE199219,CID3838,SAT1,True
GSE199219,CID3838,DDX3X,True
GSE199219,CID3838,NDUFB11,True
GSE199219,CID3838,UXT,True
GSE199219,CID3838,RBM3,True
GSE199219,CID3838,PLP2,True
GSE199219,CID3838,TSPYL2,True
GSE199219,CID3838,MSN,True
GSE199219,CID3838,IL2RG,True
GSE199219,CID3838,RPS4X,True
GSE199219,CID3838,XIST,True
GSE199219,CID3838,ATRX,True
GSE199219,CID3838,COX7B,True
GSE199219,CID3838,PGK1,True
GSE199219,CID3838,ITM2A,True
GSE199219,CID3838,SH3BGRL,True
GSE199219,CID3838,RPL36A,True
GSE199219,CID3838,TSC22D3,True
GSE199219,CID3838,SLC25A5,True
GSE199219,CID3838,SEPT6,True
GSE199219,CID3838,RPL39,True
GSE199219,CID3838,NDUFA1,True
GSE199219,CID3838,CD40LG,True
GSE199219,CID3838,RBMX,True
GSE199219,CID3838,IDS,True
GSE199219,CID3838,NSDHL,False
GSE199219,CID3838,SSR4,True
GSE199219,CID3838,FLNA,True
GSE199219,CID3838,G6PD,False
GSE199219,CID3838,PCM1,True
GSE199219,CID3838,DOK2,True
GSE199219,CID3838,DUSP4,True
GSE199219,CID3838,SARAF,True
GSE199219,CID3838,LEPROTL1,True
GSE199219,CID3838,NSD3,True
GSE199219,CID3838,RPS20,True
GSE199219,CID3838,SDCBP,True
GSE199219,CID3838,RPL7,True
GSE199219,CID3838,FABP5,True
GSE199219,CID3838,UQCRB,True
GSE199219,CID3838,MTDH,True
GSE199219,CID3838,RPL30,True
GSE199219,CID3838,COX6C,True
GSE199219,CID3838,POLR2K,True
GSE199219,CID3838,RNF19A,True
GSE199219,CID3838,PABPC1,True
GSE199219,CID3838,YWHAZ,True
GSE199219,CID3838,ZNF706,True
GSE199219,CID3838,EIF3E,True
GSE199219,CID3838,ENY2,True
GSE199219,CID3838,EIF3H,True
GSE199219,CID3838,FAM49B,True
GSE199219,CID3838,SLA,True
GSE199219,CID3838,LY6E,True
GSE199219,CID3838,EEF1D,True
GSE199219,CID3838,VPS28,True
GSE199219,CID3838,RPL8,True
GSE199219,CID3838,VLDLR,False
GSE199219,CID3838,CD274,False
GSE199219,CID3838,PLIN2,True
GSE199219,CID3838,RPS6,True
GSE199219,CID3838,DNAJA1,True
GSE199219,CID3838,ZFAND5,True
GSE199219,CID3838,ANXA1,True
GSE199219,CID3838,OSTF1,True
GSE199219,CID3838,TLE4,True
GSE199219,CID3838,HNRNPK,True
GSE199219,CID3838,CKS2,True
GSE199219,CID3838,ANP32B,True
GSE199219,CID3838,SEC61B,True
GSE199219,CID3838,NR4A3,True
GSE199219,CID3838,TXN,True
GSE199219,CID3838,AKNA,True
GSE199219,CID3838,ATP6V1G1,True
GSE199219,CID3838,RPL35,True
GSE199219,CID3838,HSPA5,True
GSE199219,CID3838,RPL12,True
GSE199219,CID3838,C9orf16,True
GSE199219,CID3838,SPTAN1,True
GSE199219,CID3838,SET,True
GSE199219,CID3838,IER5L,True
GSE199219,CID3838,C9orf78,True
GSE199219,CID3838,FNBP1,True
GSE199219,CID3838,RPL7A,True
GSE199219,CID3838,SNHG7,True
GSE199219,CID3838,PHPT1,True
GSE199219,CID3838,EDF1,True
GSE199219,CID3838,PAXX,True
GSE199219,CID3838,DPP7,True
GSE199219,CID3838,TUBB4B,True
GSE199219,CID3838,IFITM2,True
GSE199219,CID3838,POLR2L,True
GSE199219,CID3838,CTSD,True
GSE199219,CID3838,LSP1,True
GSE199219,CID3838,CD81,True
GSE199219,CID3838,KCNQ1OT1,True
GSE199219,CID3838,NAP1L4,True
GSE199219,CID3838,TRIM22,True
GSE199219,CID3838,EIF3F,True
GSE199219,CID3838,RPL27A,True
GSE199219,CID3838,MTRNR2L8,True
GSE199219,CID3838,EIF4G2,True
GSE199219,CID3838,PSMA1,True
GSE199219,CID3838,C11orf58,True
GSE199219,CID3838,RPS13,True
GSE199219,CID3838,LDHA,True
GSE199219,CID3838,CD44,True
GSE199219,CID3838,CD6,True
GSE199219,CID3838,TMEM258,True
GSE199219,CID3838,FTH1,True
GSE199219,CID3838,AHNAK,True
GSE199219,CID3838,UBXN1,True
GSE199219,CID3838,SLC3A2,True
GSE199219,CID3838,RARRES3,True
GSE199219,CID3838,COX8A,True
GSE199219,CID3838,PPP1R14B,True
GSE199219,CID3838,TRMT112,True
GSE199219,CID3838,PRDX5,True
GSE199219,CID3838,SF1,True
GSE199219,CID3838,NEAT1,True
GSE199219,CID3838,CFL1,True
GSE199219,CID3838,CTSW,True
GSE199219,CID3838,CCDC85B,True
GSE199219,CID3838,DRAP1,True
GSE199219,CID3838,TBC1D10C,True
GSE199219,CID3838,CORO1B,True
GSE199219,CID3838,GSTP1,True
GSE199219,CID3838,DHCR7,False
GSE199219,CID3838,UCP2,True
GSE199219,CID3838,SPCS2,True
GSE199219,CID3838,RPS3,True
GSE199219,CID3838,NDUFC2,True
GSE199219,CID3838,PCF11,True
GSE199219,CID3838,CTSC,True
GSE199219,CID3838,CHORDC1,True
GSE199219,CID3838,TAF1D,True
GSE199219,CID3838,BIRC3,True
GSE199219,CID3838,TMEM123,True
GSE199219,CID3838,CARD16,True
GSE199219,CID3838,ATM,True
GSE199219,CID3838,NCAM1,False
GSE199219,CID3838,PCSK7,True
GSE199219,CID3838,CD3E,True
GSE199219,CID3838,CD3D,True
GSE199219,CID3838,CD3G,True
GSE199219,CID3838,ATP5MG,True
GSE199219,CID3838,KMT2A,True
GSE199219,CID3838,RPS25,True
GSE199219,CID3838,H2AFX,True
GSE199219,CID3838,HSPA8,True
GSE199219,CID3838,ETS1,True
GSE199219,CID3838,IDI1,True
GSE199219,CID3838,KLF6,True
GSE199219,CID3838,CELF2,True
GSE199219,CID3838,OPTN,True
GSE199219,CID3838,FAM107B,True
GSE199219,CID3838,VIM,True
GSE199219,CID3838,YME1L1,True
GSE199219,CID3838,KIF5B,True
GSE199219,CID3838,EPC1,True
GSE199219,CID3838,ITGB1,True
GSE199219,CID3838,CREM,True
GSE199219,CID3838,HNRNPF,True
GSE199219,CID3838,ARID5B,True
GSE199219,CID3838,JMJD1C,True
GSE199219,CID3838,HNRNPH3,True
GSE199219,CID3838,DDX21,True
GSE199219,CID3838,SRGN,True
GSE199219,CID3838,PPA1,True
GSE199219,CID3838,SPOCK2,True
GSE199219,CID3838,ANAPC16,True
GSE199219,CID3838,DDIT4,True
GSE199219,CID3838,VDAC2,True
GSE199219,CID3838,PGAM1,True
GSE199219,CID3838,NDUFB8,True
GSE199219,CID3838,ATP5MD,True
GSE199219,CID3838,DUSP5,True
GSE199219,CID3838,PDCD4,True
GSE199219,CID3838,EIF3A,True
GSE199219,CID3838,RGS10,True
GSE199219,CID3838,BUB3,True
GSE199219,CID3838,WNK1,True
GSE199219,CID3838,CCND2,True
GSE199219,CID3838,CD27,True
GSE199219,CID3838,GAPDH,True
GSE199219,CID3838,PTMS,True
GSE199219,CID3838,CD4,False
GSE199219,CID3838,TPI1,True
GSE199219,CID3838,C12orf57,True
GSE199219,CID3838,SLC2A3,True
GSE199219,CID3838,KLRB1,True
GSE199219,CID3838,CLEC2D,True
GSE199219,CID3838,CD69,True
GSE199219,CID3838,CLEC2B,True
GSE199219,CID3838,GABARAPL1,True
GSE199219,CID3838,KLRD1,True
GSE199219,CID3838,CDKN1B,True
GSE199219,CID3838,ARHGDIB,True
GSE199219,CID3838,LDHB,True
GSE199219,CID3838,FGFR1OP2,True
GSE199219,CID3838,KIAA1551,True
GSE199219,CID3838,SCAF11,True
GSE199219,CID3838,SLC38A1,True
GSE199219,CID3838,SLC38A2,True
GSE199219,CID3838,TUBA1B,True
GSE199219,CID3838,TUBA1A,True
GSE199219,CID3838,TUBA1C,True
GSE199219,CID3838,TMBIM6,True
GSE199219,CID3838,LIMA1,False
GSE199219,CID3838,DAZAP2,True
GSE199219,CID3838,NR4A1,True
GSE199219,CID3838,EIF4B,True
GSE199219,CID3838,PFDN5,True
GSE199219,CID3838,PRR13,True
GSE199219,CID3838,PCBP2,True
GSE199219,CID3838,ATP5MC2,True
GSE199219,CID3838,HNRNPA1,True
GSE199219,CID3838,BLOC1S1,True
GSE199219,CID3838,CD63,True
GSE199219,CID3838,RPS26,True
GSE199219,CID3838,MYL6,True
GSE199219,CID3838,PTGES3,True
GSE199219,CID3838,NACA,True
GSE199219,CID3838,USP15,True
GSE199219,CID3838,IFNG,True
GSE199219,CID3838,RAP1B,True
GSE199219,CID3838,RAB21,True
GSE199219,CID3838,GLIPR1,True
GSE199219,CID3838,PHLDA1,True
GSE199219,CID3838,NAP1L1,True
GSE199219,CID3838,PPP1R12A,True
GSE199219,CID3838,ATP2B1,True
GSE199219,CID3838,BTG1,True
GSE199219,CID3838,SNRPF,True
GSE199219,CID3838,SLC25A3,True
GSE199219,CID3838,HSP90B1,True
GSE199219,CID3838,C12orf75,True
GSE199219,CID3838,ISCU,True
GSE199219,CID3838,ARPC3,True
GSE199219,CID3838,ERP29,True
GSE199219,CID3838,RPL6,True
GSE199219,CID3838,PEBP1,True
GSE199219,CID3838,RPLP0,True
GSE199219,CID3838,COX6A1,True
GSE199219,CID3838,SRSF9,True
GSE199219,CID3838,DYNLL1,True
GSE199219,CID3838,RSRC2,True
GSE199219,CID3838,VPS37B,True
GSE199219,CID3838,ARL6IP4,True
GSE199219,CID3838,RILPL2,True
GSE199219,CID3838,UBC,True
GSE199219,CID3838,RAN,True
GSE199219,CID3838,MPHOSPH8,True
GSE199219,CID3838,SAP18,True
GSE199219,CID3838,RPL21,True
GSE199219,CID3838,GTF3A,True
GSE199219,CID3838,POLR1D,True
GSE199219,CID3838,POMP,True
GSE199219,CID3838,HMGB1,True
GSE199219,CID3838,ALOX5AP,True
GSE199219,CID3838,HSPH1,True
GSE199219,CID3838,N4BP2L2,True
GSE199219,CID3838,ELF1,True
GSE199219,CID3838,RGCC,True
GSE199219,CID3838,LCP1,True
GSE199219,CID3838,ITM2B,True
GSE199219,CID3838,INTS6,True
GSE199219,CID3838,COMMD6,True
GSE199219,CID3838,MYCBP2,True
GSE199219,CID3838,GPR183,True
GSE199219,CID3838,ARGLU1,True
GSE199219,CID3838,PNP,True
GSE199219,CID3838,HNRNPC,True
GSE199219,CID3838,TRAC,True
GSE199219,CID3838,DAD1,True
GSE199219,CID3838,PSME1,True
GSE199219,CID3838,PSME2,True
GSE199219,CID3838,CHMP4A,True
GSE199219,CID3838,NEDD8,True
GSE199219,CID3838,GZMH,True
GSE199219,CID3838,GZMB,True
GSE199219,CID3838,BAZ1A,True
GSE199219,CID3838,FAM177A1,True
GSE199219,CID3838,NFKBIA,True
GSE199219,CID3838,RALGAPA1,True
GSE199219,CID3838,PNN,True
GSE199219,CID3838,RPS29,True
GSE199219,CID3838,RPL36AL,True
GSE199219,CID3838,ARF6,True
GSE199219,CID3838,GNG2,True
GSE199219,CID3838,LGALS3,True
GSE199219,CID3838,KTN1,True
GSE199219,CID3838,SYNE2,True
GSE199219,CID3838,ZFP36L1,True
GSE199219,CID3838,ERH,True
GSE199219,CID3838,SRSF5,True
GSE199219,CID3838,RBM25,True
GSE199219,CID3838,FOS,True
