source_cohort,held_out_donor,gene,variance_rank_selected
GSE267552,BC09,KLRC4,True
GSE267552,BC09,KLRC2,True
GSE267552,BC09,LINC02446,True
GSE267552,BC09,CDKN1B,True
GSE267552,BC09,ATF7IP,True
GSE267552,BC09,ARHGDIB,True
GSE267552,BC09,LDHB,True
GSE267552,BC09,RESF1,True
GSE267552,BC09,SCAF11,True
GSE267552,BC09,SLC38A1,True
GSE267552,BC09,SLC38A2,True
GSE267552,BC09,PCED1B-AS1,True
GSE267552,BC09,TUBA1B,True
GSE267552,BC09,TUBA1A,True
GSE267552,BC09,TMBIM6,True
GSE267552,BC09,LIMA1,False
GSE267552,BC09,DAZAP2,True
GSE267552,BC09,BIN2,True
GSE267552,BC09,NR4A1,True
GSE267552,BC09,EIF4B,True
GSE267552,BC09,PFDN5,True
GSE267552,BC09,PRR13,True
GSE267552,BC09,ATP5MC2,True
GSE267552,BC09,HNRNPA1,True
GSE267552,BC09,BLOC1S1,True
GSE267552,BC09,CD63,True
GSE267552,BC09,PA2G4,True
GSE267552,BC09,MYL6,True
GSE267552,BC09,ATP5F1B,True
GSE267552,BC09,PTGES3,True
GSE267552,BC09,NACA,True
GSE267552,BC09,ARHGAP9,True
GSE267552,BC09,USP15,True
GSE267552,BC09,TMBIM4,True
GSE267552,BC09,IFNG,True
GSE267552,BC09,RAP1B,True
GSE267552,BC09,GLIPR1,True
GSE267552,BC09,NAP1L1,True
GSE267552,BC09,PPP1R12A,True
GSE267552,BC09,AC025164.1,True
GSE267552,BC09,SLC25A3,True
GSE267552,BC09,HSP90B1,True
GSE267552,BC09,C12orf75,True
GSE267552,BC09,ISCU,True
GSE267552,BC09,SELPLG,True
GSE267552,BC09,ARPC3,True
GSE267552,BC09,ERP29,True
GSE267552,BC09,PEBP1,True
GSE267552,BC09,RPLP0,True
GSE267552,BC09,COX6A1,True
GSE267552,BC09,SRSF9,True
GSE267552,BC09,DYNLL1,True
GSE267552,BC09,OASL,True
GSE267552,BC09,RSRC2,True
GSE267552,BC09,ARL6IP4,True
GSE267552,BC09,UBC,True
GSE267552,BC09,RAN,True
GSE267552,BC09,MPHOSPH8,True
GSE267552,BC09,SAP18,True
GSE267552,BC09,RPL21,True
GSE267552,BC09,GTF3A,True
GSE267552,BC09,POMP,True
GSE267552,BC09,HMGB1,True
GSE267552,BC09,ALOX5AP,True
GSE267552,BC09,HSPH1,True
GSE267552,BC09,N4BP2L2,True
GSE267552,BC09,ELF1,True
GSE267552,BC09,RGCC,True
GSE267552,BC09,TPT1,True
GSE267552,BC09,AL138963.4,True
GSE267552,BC09,LCP1,True
GSE267552,BC09,ITM2B,True
GSE267552,BC09,COMMD6,True
GSE267552,BC09,MYCBP2,True
GSE267552,BC09,GPR183,True
GSE267552,BC09,ARGLU1,True
GSE267552,BC09,LAMP1,True
GSE267552,BC09,HNRNPC,True
GSE267552,BC09,TRAC,True
GSE267552,BC09,DAD1,True
GSE267552,BC09,PABPN1,True
GSE267552,BC09,PSME1,True
GSE267552,BC09,PSME2,True
GSE267552,BC09,NEDD8,True
GSE267552,BC09,GZMH,True
GSE267552,BC09,GZMB,True
GSE267552,BC09,SNX6,True
GSE267552,BC09,FAM177A1,True
GSE267552,BC09,PSMA6,True
GSE267552,BC09,NFKBIA,True
GSE267552,BC09,PNN,True
GSE267552,BC09,RPL36AL,True
GSE267552,BC09,ARF6,True
GSE267552,BC09,GNG2,True
GSE267552,BC09,LGALS3,True
GSE267552,BC09,KTN1,True
GSE267552,BC09,DHRS7,True
GSE267552,BC09,PRKCH,True
GSE267552,BC09,HIF1A,True
GSE267552,BC09,SYNE2,True
GSE267552,BC09,CHURC1,True
GSE267552,BC09,ZFP36L1,True
GSE267552,BC09,SRSF5,True
GSE267552,BC09,RBM25,True
GSE267552,BC09,TMED10,True
GSE267552,BC09,FOS,True
GSE267552,BC09,GPR65,True
GSE267552,BC09,CALM1,True
GSE267552,BC09,TC2N,True
GSE267552,BC09,NDUFB1,True
GSE267552,BC09,DDX24,True
GSE267552,BC09,PAPOLA,True
GSE267552,BC09,BCL11B,True
GSE267552,BC09,EVL,True
GSE267552,BC09,PPP2R5C,True
GSE267552,BC09,HSP90AA1,True
GSE267552,BC09,EIF5,True
GSE267552,BC09,ATP5MPL,True
GSE267552,BC09,CRIP1,True
GSE267552,BC09,SNRPN,True
GSE267552,BC09,NSMCE3,True
GSE267552,BC09,KLF13,True
GSE267552,BC09,SRP14,True
GSE267552,BC09,PDIA3,True
GSE267552,BC09,SERF2,True
GSE267552,BC09,EID1,True
GSE267552,BC09,VPS13C,True
GSE267552,BC09,RPS27L,True
GSE267552,BC09,RAB8B,True
GSE267552,BC09,PPIB,True
GSE267552,BC09,RPL4,True
GSE267552,BC09,PKM,True
GSE267552,BC09,CSK,True
GSE267552,BC09,COX5A,True
GSE267552,BC09,MORF4L1,True
GSE267552,BC09,IL16,True
GSE267552,BC09,RPS17,True
GSE267552,BC09,AKAP13,True
GSE267552,BC09,ISG20,True
GSE267552,BC09,IDH2,True
GSE267552,BC09,CIB1,True
GSE267552,BC09,IQGAP1,True
GSE267552,BC09,LINC01578,True
GSE267552,BC09,UBE2I,True
GSE267552,BC09,NDUFB10,True
GSE267552,BC09,ATP6V0C,True
GSE267552,BC09,SRRM2,True
GSE267552,BC09,ELOB,True
GSE267552,BC09,IL32,True
GSE267552,BC09,SOCS1,True
GSE267552,BC09,LITAF,True
GSE267552,BC09,GSPT1,True
GSE267552,BC09,ARL6IP1,True
GSE267552,BC09,RBBP6,True
GSE267552,BC09,CD19,False
GSE267552,BC09,LAT,True
GSE267552,BC09,ALDOA,True
GSE267552,BC09,YPEL3,True
GSE267552,BC09,CORO1A,True
GSE267552,BC09,SEPTIN1,True
GSE267552,BC09,FUS,True
GSE267552,BC09,RBL2,True
GSE267552,BC09,MT2A,True
GSE267552,BC09,HERPUD1,True
GSE267552,BC09,CKLF,True
GSE267552,BC09,CIAO2B,True
GSE267552,BC09,PSMB10,True
GSE267552,BC09,GABARAPL2,True
GSE267552,BC09,TERF2IP,True
GSE267552,BC09,COTL1,True
GSE267552,BC09,COX4I1,True
GSE267552,BC09,MAP1LC3B,True
GSE267552,BC09,CYBA,True
GSE267552,BC09,APRT,True
GSE267552,BC09,ANKRD11,True
GSE267552,BC09,TCF25,True
GSE267552,BC09,ITGAE,False
GSE267552,BC09,PFN1,True
GSE267552,BC09,RNASEK,True
GSE267552,BC09,GABARAP,True
GSE267552,BC09,EIF5A,True
GSE267552,BC09,ACAP1,True
GSE267552,BC09,EIF4A1,True
GSE267552,BC09,TRAPPC1,True
GSE267552,BC09,VAMP2,True
GSE267552,BC09,NCOR1,True
GSE267552,BC09,UBB,True
GSE267552,BC09,SNHG29,True
GSE267552,BC09,WSB1,True
GSE267552,BC09,RPL23A,True
GSE267552,BC09,EVI2B,True
GSE267552,BC09,SLFN5,True
GSE267552,BC09,CCL5,True
GSE267552,BC09,CCL4,True
GSE267552,BC09,CCL4L2,True
GSE267552,BC09,SYNRG,True
GSE267552,BC09,PSMB3,True
GSE267552,BC09,RPL23,True
GSE267552,BC09,ERBB2,False
GSE267552,BC09,IKZF3,True
GSE267552,BC09,KRT10,True
GSE267552,BC09,EIF1,True
GSE267552,BC09,STAT3,True
GSE267552,BC09,RPL27,True
GSE267552,BC09,SKAP1,True
GSE267552,BC09,TOB1,True
GSE267552,BC09,NME2,True
GSE267552,BC09,LIMD2,True
GSE267552,BC09,ERN1,True
GSE267552,BC09,DDX5,True
GSE267552,BC09,PITPNC1,True
GSE267552,BC09,PRKAR1A,True
GSE267552,BC09,RPL38,True
GSE267552,BC09,SLC9A3R1,True
GSE267552,BC09,FDXR,False
GSE267552,BC09,ATP5PD,True
GSE267552,BC09,JPT1,True
GSE267552,BC09,SUMO2,True
GSE267552,BC09,H3F3B,True
GSE267552,BC09,UBALD2,True
GSE267552,BC09,SRSF2,True
GSE267552,BC09,SEPTIN9,True
GSE267552,BC09,EIF4A3,True
GSE267552,BC09,RNF213,True
GSE267552,BC09,ACTG1,True
GSE267552,BC09,P4HB,True
GSE267552,BC09,ARHGDIA,True
GSE267552,BC09,CD7,True
GSE267552,BC09,METRNL,True
GSE267552,BC09,SMCHD1,True
GSE267552,BC09,MYL12A,True
GSE267552,BC09,MYL12B,True
GSE267552,BC09,NDUFV2,True
GSE267552,BC09,ANKRD12,True
GSE267552,BC09,ROCK1,True
GSE267552,BC09,TTC39C,True
GSE267552,BC09,ATP5F1A,True
GSE267552,BC09,RPL17,True
GSE267552,BC09,MBP,True
GSE267552,BC09,GZMM,True
GSE267552,BC09,BSG,True
GSE267552,BC09,CNN2,True
GSE267552,BC09,GPX4,True
GSE267552,BC09,ATP5F1D,True
GSE267552,BC09,CIRBP,True
GSE267552,BC09,UQCR11,True
GSE267552,BC09,ABHD17A,True
GSE267552,BC09,OAZ1,True
GSE267552,BC09,LSM7,True
GSE267552,BC09,GADD45B,True
GSE267552,BC09,TLE5,True
GSE267552,BC09,EEF2,True
GSE267552,BC09,MAP2K2,True
GSE267552,BC09,NDUFA11,True
GSE267552,BC09,TNFSF9,True
GSE267552,BC09,PET100,True
GSE267552,BC09,HNRNPM,True
GSE267552,BC09,UBL5,True
GSE267552,BC09,SHFL,True
GSE267552,BC09,EIF3G,True
GSE267552,BC09,ICAM3,True
GSE267552,BC09,CDC37,True
GSE267552,BC09,WDR83OS,True
GSE267552,BC09,TRIR,True
GSE267552,BC09,JUNB,True
GSE267552,BC09,CALR,True
GSE267552,BC09,IER2,True
GSE267552,BC09,C19orf53,True
GSE267552,BC09,ADGRE5,True
GSE267552,BC09,DNAJB1,True
GSE267552,BC09,TECR,True
GSE267552,BC09,RASAL3,True
GSE267552,BC09,KLF2,True
GSE267552,BC09,BST2,True
GSE267552,BC09,JUND,True
GSE267552,BC09,FKBP8,True
GSE267552,BC09,UBA52,True
GSE267552,BC09,REX1BD,True
GSE267552,BC09,COPE,True
GSE267552,BC09,NDUFA13,True
GSE267552,BC09,LSM14A,True
GSE267552,BC09,GPI,True
GSE267552,BC09,FXYD5,True
GSE267552,BC09,COX6B1,True
GSE267552,BC09,HCST,True
GSE267552,BC09,CAPNS1,True
GSE267552,BC09,EIF3K,True
GSE267552,BC09,ACTN4,True
GSE267552,BC09,ECH1,True
GSE267552,BC09,HNRNPL,True
GSE267552,BC09,GMFG,True
GSE267552,BC09,ZFP36,True
GSE267552,BC09,RPS16,True
GSE267552,BC09,SERTAD1,True
GSE267552,BC09,TGFB1,True
GSE267552,BC09,RPS19,True
GSE267552,BC09,ARHGEF1,True
GSE267552,BC09,RABAC1,True
GSE267552,BC09,FOSB,True
GSE267552,BC09,SNRPD2,True
GSE267552,BC09,CALM3,True
GSE267552,BC09,NOP53,True
GSE267552,BC09,SELENOW,True
GSE267552,BC09,EMP3,True
GSE267552,BC09,PPP1R15A,True
GSE267552,BC09,BAX,True
GSE267552,BC09,FTL,True
GSE267552,BC09,CD37,True
GSE267552,BC09,RPL13A,True
GSE267552,BC09,RPS11,True
GSE267552,BC09,NKG7,True
GSE267552,BC09,ZNF331,True
GSE267552,BC09,MYADM,True
GSE267552,BC09,NDUFA3,True
GSE267552,BC09,RPS9,True
GSE267552,BC09,UBE2S,True
GSE267552,BC09,RPS5,True
GSE267552,BC09,SNRPB,True
GSE267552,BC09,TMX4,True
GSE267552,BC09,CST7,True
GSE267552,BC09,APMAP,True
GSE267552,BC09,RALY,True
GSE267552,BC09,EIF2S2,True
GSE267552,BC09,ROMO1,True
GSE267552,BC09,RBM39,True
GSE267552,BC09,SCAND1,True
GSE267552,BC09,SAMHD1,True
GSE267552,BC09,YWHAB,True
GSE267552,BC09,STK4,True
GSE267552,BC09,PREX1,True
GSE267552,BC09,ZFAS1,True
GSE267552,BC09,UBE2V1,True
GSE267552,BC09,NFATC2,True
GSE267552,BC09,RBM38,True
GSE267552,BC09,GNAS,True
GSE267552,BC09,ATP5F1E,True
GSE267552,BC09,PSMA7,True
GSE267552,BC09,PPDPF,True
GSE267552,BC09,LIME1,True
GSE267552,BC09,SAMSN1,True
GSE267552,BC09,ATP5PF,True
GSE267552,BC09,SOD1,True
GSE267552,BC09,SON,True
GSE267552,BC09,ATP5PO,True
GSE267552,BC09,MRPS6,True
GSE267552,BC09,HMGN1,True
GSE267552,BC09,MX1,True
GSE267552,BC09,ABCG1,False
GSE267552,BC09,CSTB,True
GSE267552,BC09,ITGB2,True
GSE267552,BC09,PRMT2,True
GSE267552,BC09,CHCHD10,True
GSE267552,BC09,MIF,True
GSE267552,BC09,EWSR1,True
GSE267552,BC09,UQCR10,True
GSE267552,BC09,PIK3IP1,True
GSE267552,BC09,MYH9,True
GSE267552,BC09,RAC2,True
GSE267552,BC09,LGALS1,True
GSE267552,BC09,DDX17,True
GSE267552,BC09,SUN2,True
GSE267552,BC09,APOBEC3G,True
GSE267552,BC09,RPL3,True
GSE267552,BC09,ST13,True
GSE267552,BC09,XRCC6,True
GSE267552,BC09,SNU13,True
GSE267552,BC09,SMDT1,True
GSE267552,BC09,TSPO,True
GSE267552,BC09,SLC25A6,True
GSE267552,BC09,CD99,True
GSE267552,BC09,SH3KBP1,True
GSE267552,BC09,EIF1AX,True
GSE267552,BC09,SAT1,True
GSE267552,BC09,DDX3X,True
GSE267552,BC09,NDUFB11,True
GSE267552,BC09,UXT,True
GSE267552,BC09,RBM3,True
GSE267552,BC09,WAS,True
GSE267552,BC09,PLP2,True
GSE267552,BC09,TSPYL2,True
GSE267552,BC09,MSN,True
GSE267552,BC09,IL2RG,True
GSE267552,BC09,CXCR3,True
GSE267552,BC09,ATRX,True
GSE267552,BC09,COX7B,True
GSE267552,BC09,PGK1,True
GSE267552,BC09,ITM2A,True
GSE267552,BC09,SH3BGRL,True
GSE267552,BC09,RPL36A,True
GSE267552,BC09,TSC22D3,True
GSE267552,BC09,SLC25A5,True
GSE267552,BC09,SEPTIN6,True
GSE267552,BC09,NDUFA1,True
GSE267552,BC09,SH2D1A,True
GSE267552,BC09,RBMX,True
GSE267552,BC09,IDS,True
GSE267552,BC09,NSDHL,False
GSE267552,BC09,BCAP31,True
GSE267552,BC09,SSR4,True
GSE267552,BC09,FLNA,True
GSE267552,BC09,EMD,True
GSE267552,BC09,G6PD,False
GSE267552,BC09,MT-ND1,True
GSE267552,BC09,MT-ND2,True
GSE267552,BC09,MT-CO1,True
GSE267552,BC09,MT-CO2,True
GSE267552,BC09,MT-ATP8,True
GSE267552,BC09,MT-ATP6,True
GSE267552,BC09,MT-CO3,True
GSE267552,BC09,MT-ND3,True
GSE267552,BC09,MT-ND4L,True
GSE267552,BC09,MT-ND4,True
GSE267552,BC09,MT-ND5,True
GSE267552,BC09,MT-ND6,True
GSE267552,BC09,MT-CYB,True
GSE267552,BC10,ISG15,True
GSE267552,BC10,SSU72,True
GSE267552,BC10,GNB1,True
GSE267552,BC10,RPL22,True
GSE267552,BC10,PARK7,True
GSE267552,BC10,ENO1,True
GSE267552,BC10,EFHD2,True
GSE267552,BC10,CAPZB,True
GSE267552,BC10,MICOS10,True
GSE267552,BC10,HP1BP3,True
GSE267552,BC10,CDC42,True
GSE267552,BC10,SRSF10,True
GSE267552,BC10,SRRM1,True
GSE267552,BC10,RUNX3,True
GSE267552,BC10,SYF2,True
GSE267552,BC10,RSRP1,True
GSE267552,BC10,TMEM50A,True
GSE267552,BC10,SH3BGRL3,True
GSE267552,BC10,CD52,True
GSE267552,BC10,ZNF683,True
GSE267552,BC10,HMGN2,True
GSE267552,BC10,DNAJC8,True
GSE267552,BC10,ATP5IF1,True
GSE267552,BC10,EPB41,True
GSE267552,BC10,AL137857.1,True
GSE267552,BC10,LAPTM5,True
GSE267552,BC10,PTP4A2,True
GSE267552,BC10,KHDRBS1,True
GSE267552,BC10,LCK,True
GSE267552,BC10,SFPQ,True
GSE267552,BC10,THRAP3,True
GSE267552,BC10,NDUFS5,True
GSE267552,BC10,MACF1,True
GSE267552,BC10,CAP1,True
GSE267552,BC10,SMAP2,True
GSE267552,BC10,YBX1,True
GSE267552,BC10,PRDX1,True
GSE267552,BC10,UQCRH,True
GSE267552,BC10,CMPK1,True
GSE267552,BC10,EPS15,True
GSE267552,BC10,TMEM59,True
GSE267552,BC10,DHCR24,False
GSE267552,BC10,JUN,True
GSE267552,BC10,JAK1,True
GSE267552,BC10,PDE4B,True
GSE267552,BC10,MIER1,True
GSE267552,BC10,SERBP1,True
GSE267552,BC10,SRSF11,True
GSE267552,BC10,ZRANB2,True
GSE267552,BC10,DNAJB4,True
GSE267552,BC10,PRKACB,True
GSE267552,BC10,GNG5,True
GSE267552,BC10,GTF2B,True
GSE267552,BC10,GBP5,True
GSE267552,BC10,RPL5,True
GSE267552,BC10,PRPF38B,True
GSE267552,BC10,PSMA5,True
GSE267552,BC10,CD53,True
GSE267552,BC10,DENND2D,True
GSE267552,BC10,ATP5PB,True
GSE267552,BC10,RAP1A,True
GSE267552,BC10,CSDE1,True
GSE267552,BC10,ATP1A1,True
GSE267552,BC10,CD2,True
GSE267552,BC10,TENT5C,True
GSE267552,BC10,HMGCS2,False
GSE267552,BC10,RBM8A,True
GSE267552,BC10,TXNIP,True
GSE267552,BC10,LINC01138,True
GSE267552,BC10,MRPS21,True
GSE267552,BC10,MCL1,True
GSE267552,BC10,ENSA,True
GSE267552,BC10,CDC42SE1,True
GSE267552,BC10,S100A10,True
GSE267552,BC10,S100A11,True
GSE267552,BC10,S100A6,True
GSE267552,BC10,S100A4,True
GSE267552,BC10,TPM3,True
GSE267552,BC10,ADAR,True
GSE267552,BC10,KRTCAP2,True
GSE267552,BC10,FDPS,False
GSE267552,BC10,SSR2,True
GSE267552,BC10,SH2D2A,True
GSE267552,BC10,PYHIN1,True
GSE267552,BC10,IFI16,True
GSE267552,BC10,TAGLN2,True
GSE267552,BC10,CD48,True
GSE267552,BC10,TSTD1,True
GSE267552,BC10,ARHGAP30,True
GSE267552,BC10,HSPA6,True
GSE267552,BC10,HSD17B7,False
GSE267552,BC10,CD247,True
GSE267552,BC10,RCSD1,True
GSE267552,BC10,XCL2,True
GSE267552,BC10,XCL1,True
GSE267552,BC10,SELL,True
GSE267552,BC10,PRRC2C,True
GSE267552,BC10,PRDX6,True
GSE267552,BC10,GAS5,True
GSE267552,BC10,RABGAP1L,True
GSE267552,BC10,CACYBP,True
GSE267552,BC10,ARPC5,True
GSE267552,BC10,TPR,True
GSE267552,BC10,RGS1,True
GSE267552,BC10,PTPRC,True
GSE267552,BC10,BTG2,True
GSE267552,BC10,NUCKS1,True
GSE267552,BC10,FCMR,True
GSE267552,BC10,CD55,True
GSE267552,BC10,CD46,True
GSE267552,BC10,TRAF3IP3,True
GSE267552,BC10,ATF3,True
GSE267552,BC10,CAPN2,True
GSE267552,BC10,SRP9,True
GSE267552,BC10,H3F3A,True
GSE267552,BC10,ARF1,True
GSE267552,BC10,GUK1,True
GSE267552,BC10,TOMM20,True
GSE267552,BC10,ARID4B,True
GSE267552,BC10,LYST,True
GSE267552,BC10,HNRNPU,True
GSE267552,BC10,LINC01871,True
GSE267552,BC10,ID2,True
GSE267552,BC10,YWHAQ,True
GSE267552,BC10,ODC1,True
GSE267552,BC10,PDIA6,True
GSE267552,BC10,OST4,True
GSE267552,BC10,YPEL5,True
GSE267552,BC10,LBH,True
GSE267552,BC10,CDC42EP3,True
GSE267552,BC10,SRSF7,True
GSE267552,BC10,EML4,True
GSE267552,BC10,ZFP36L2,True
GSE267552,BC10,CALM2,True
GSE267552,BC10,EPCAM,False
GSE267552,BC10,REL,True
GSE267552,BC10,CCT4,True
GSE267552,BC10,ACTR2,True
GSE267552,BC10,AAK1,True
GSE267552,BC10,PCBP1,True
GSE267552,BC10,SNRPG,True
GSE267552,BC10,MOB1A,True
GSE267552,BC10,TMSB10,True
GSE267552,BC10,VAMP8,True
GSE267552,BC10,GNLY,True
GSE267552,BC10,CD8A,True
GSE267552,BC10,CD8B,True
GSE267552,BC10,CYTOR,True
GSE267552,BC10,DUSP2,True
GSE267552,BC10,COX5B,True
GSE267552,BC10,ZAP70,True
GSE267552,BC10,MGAT4A,True
GSE267552,BC10,RPL31,True
GSE267552,BC10,RNF149,True
GSE267552,BC10,GCC2,True
GSE267552,BC10,ACTR3,True
GSE267552,BC10,DDX18,True
GSE267552,BC10,DBI,True
GSE267552,BC10,GYPC,True
GSE267552,BC10,MZT2B,True
GSE267552,BC10,MZT2A,True
GSE267552,BC10,UBXN4,True
GSE267552,BC10,CXCR4,True
GSE267552,BC10,ARHGAP15,True
GSE267552,BC10,PRPF40A,True
GSE267552,BC10,NR4A2,True
GSE267552,BC10,CYTIP,True
GSE267552,BC10,RBMS1,True
GSE267552,BC10,PPIG,True
GSE267552,BC10,WIPF1,True
GSE267552,BC10,ATP5MC3,True
GSE267552,BC10,HNRNPA3,True
GSE267552,BC10,ITGA4,True
GSE267552,BC10,ZC3H15,True
GSE267552,BC10,GLS,True
GSE267552,BC10,STAT1,True
GSE267552,BC10,STK17B,True
GSE267552,BC10,ANKRD44,True
GSE267552,BC10,SF3B1,True
GSE267552,BC10,HSPD1,True
GSE267552,BC10,HSPE1,True
GSE267552,BC10,BZW1,True
GSE267552,BC10,CLK1,True
GSE267552,BC10,CFLAR,True
GSE267552,BC10,NOP58,True
GSE267552,BC10,CTLA4,False
GSE267552,BC10,EEF1B2,True
GSE267552,BC10,XRCC5,True
GSE267552,BC10,RPL37A,True
GSE267552,BC10,ARPC2,True
GSE267552,BC10,TUBA4A,True
GSE267552,BC10,SP110,True
GSE267552,BC10,SP100,True
GSE267552,BC10,ITM2C,True
GSE267552,BC10,NCL,True
GSE267552,BC10,ARL4C,True
GSE267552,BC10,LRRFIP1,True
GSE267552,BC10,COPS9,True
GSE267552,BC10,PDCD1,False
GSE267552,BC10,ARPC4,True
GSE267552,BC10,BRK1,True
GSE267552,BC10,OXNAD1,True
GSE267552,BC10,RPL15,True
GSE267552,BC10,EOMES,True
GSE267552,BC10,CMC1,True
GSE267552,BC10,TGFBR2,True
GSE267552,BC10,CSRNP1,True
GSE267552,BC10,RPSA,True
GSE267552,BC10,NKTR,True
GSE267552,BC10,CXCR6,True
GSE267552,BC10,TMA7,True
GSE267552,BC10,SHISA5,True
GSE267552,BC10,RHOA,True
GSE267552,BC10,GNAI2,True
GSE267552,BC10,RPL29,True
GSE267552,BC10,SPCS1,True
GSE267552,BC10,SELENOK,True
GSE267552,BC10,ARL6IP5,True
GSE267552,BC10,FOXP1,True
GSE267552,BC10,CGGBP1,True
GSE267552,BC10,CLDND1,True
GSE267552,BC10,RPL24,True
GSE267552,BC10,NFKBIZ,True
GSE267552,BC10,CBLB,True
GSE267552,BC10,TRAT1,True
GSE267552,BC10,CD96,True
GSE267552,BC10,TIGIT,True
GSE267552,BC10,COX17,True
GSE267552,BC10,NDUFB4,True
GSE267552,BC10,HCLS1,True
GSE267552,BC10,RPN1,True
GSE267552,BC10,CNBP,True
GSE267552,BC10,H1FX,True
GSE267552,BC10,CDV3,True
GSE267552,BC10,ZBTB38,True
GSE267552,BC10,U2SURP,True
GSE267552,BC10,GYG1,True
GSE267552,BC10,SERP1,True
GSE267552,BC10,MBNL1,True
GSE267552,BC10,CCNL1,True
GSE267552,BC10,SEC62,True
GSE267552,BC10,RPL22L1,True
GSE267552,BC10,TRA2B,True
GSE267552,BC10,EIF4A2,True
GSE267552,BC10,PPP1R2,True
GSE267552,BC10,PAK2,True
GSE267552,BC10,ATP5ME,True
GSE267552,BC10,LYAR,True
GSE267552,BC10,WDR1,True
GSE267552,BC10,BOD1L1,True
GSE267552,BC10,ARAP2,True
GSE267552,BC10,RPL9,True
GSE267552,BC10,RHOH,True
GSE267552,BC10,OCIAD1,True
GSE267552,BC10,OCIAD2,True
GSE267552,BC10,HOPX,True
GSE267552,BC10,YTHDC1,True
GSE267552,BC10,AREG,True
GSE267552,BC10,G3BP2,True
GSE267552,BC10,CCNI,True
GSE267552,BC10,HNRNPD,True
GSE267552,BC10,HNRNPDL,True
GSE267552,BC10,H2AFZ,True
GSE267552,BC10,UBE2D3,True
GSE267552,BC10,SNHG8,True
GSE267552,BC10,C4orf3,True
GSE267552,BC10,ANXA5,True
GSE267552,BC10,HMGB2,True
GSE267552,BC10,SUB1,True
GSE267552,BC10,IL7R,True
GSE267552,BC10,FYB1,True
GSE267552,BC10,PTGER4,True
GSE267552,BC10,PRKAA1,False
GSE267552,BC10,EMB,True
GSE267552,BC10,PARP8,True
GSE267552,BC10,GZMK,True
GSE267552,BC10,GZMA,True
GSE267552,BC10,GPBP1,True
GSE267552,BC10,KIF2A,True
GSE267552,BC10,PIK3R1,True
GSE267552,BC10,BTF3,True
GSE267552,BC10,NSA2,True
GSE267552,BC10,TBCA,True
GSE267552,BC10,COX7C,True
GSE267552,BC10,CCNH,True
GSE267552,BC10,CAST,True
GSE267552,BC10,LNPEP,True
GSE267552,BC10,CAMK4,True
GSE267552,BC10,REEP5,True
GSE267552,BC10,TNFAIP8,True
GSE267552,BC10,HINT1,True
GSE267552,BC10,CDC42SE2,True
GSE267552,BC10,C5orf56,True
GSE267552,BC10,IRF1,True
GSE267552,BC10,UQCRQ,True
GSE267552,BC10,TCF7,True
GSE267552,BC10,SKP1,True
GSE267552,BC10,UBE2B,True
GSE267552,BC10,HNRNPA0,True
GSE267552,BC10,EGR1,True
GSE267552,BC10,MATR3,True
GSE267552,BC10,PAIP2,True
GSE267552,BC10,UBE2D2,True
GSE267552,BC10,CD14,False
GSE267552,BC10,IK,True
GSE267552,BC10,NDFIP1,True
GSE267552,BC10,NR3C1,True
GSE267552,BC10,CD74,True
GSE267552,BC10,ANXA6,True
GSE267552,BC10,ITK,True
GSE267552,BC10,MAT2B,True
GSE267552,BC10,LCP2,True
GSE267552,BC10,NPM1,True
GSE267552,BC10,STK10,True
GSE267552,BC10,DUSP1,True
GSE267552,BC10,ATP6V0E1,True
GSE267552,BC10,HIGD2A,True
GSE267552,BC10,PRELID1,True
GSE267552,BC10,CANX,True
GSE267552,BC10,SQSTM1,True
GSE267552,BC10,RACK1,True
GSE267552,BC10,SERPINB9,True
GSE267552,BC10,PRPF4B,True
GSE267552,BC10,TMEM14B,True
GSE267552,BC10,NOL7,True
GSE267552,BC10,DEK,True
GSE267552,BC10,HIST1H4C,True
GSE267552,BC10,HIST1H1E,True
GSE267552,BC10,HIST1H1D,True
GSE267552,BC10,BTN3A2,True
GSE267552,BC10,HLA-F,True
GSE267552,BC10,PPP1R18,True
GSE267552,BC10,TUBB,True
GSE267552,BC10,TNF,True
GSE267552,BC10,LTB,True
GSE267552,BC10,CSNK2B,True
GSE267552,BC10,CLIC1,True
GSE267552,BC10,HSPA1A,True
GSE267552,BC10,HSPA1B,True
GSE267552,BC10,GPSM3,True
GSE267552,BC10,HLA-DRA,True
GSE267552,BC10,HLA-DRB5,True
GSE267552,BC10,HLA-DRB1,True
GSE267552,BC10,TAP2,True
GSE267552,BC10,PSMB8,True
GSE267552,BC10,PSMB9,True
GSE267552,BC10,TAP1,True
GSE267552,BC10,BRD2,True
GSE267552,BC10,HLA-DPA1,True
GSE267552,BC10,HLA-DPB1,True
GSE267552,BC10,TAPBP,True
GSE267552,BC10,CUTA,True
GSE267552,BC10,RPS10,True
GSE267552,BC10,DEF6,True
GSE267552,BC10,RPL10A,True
GSE267552,BC10,FKBP5,True
GSE267552,BC10,SRSF3,True
GSE267552,BC10,TOMM6,True
GSE267552,BC10,CCND3,True
GSE267552,BC10,HSP90AB1,True
GSE267552,BC10,PHF3,True
GSE267552,BC10,COX7A2,True
GSE267552,BC10,SNHG5,True
GSE267552,BC10,PNRC1,True
GSE267552,BC10,PNISR,True
GSE267552,BC10,PRDM1,True
GSE267552,BC10,CRYBG1,True
GSE267552,BC10,SNX3,True
