feature,donor,cell_type,concentration,rep,residual,frac_donor,frac_cell_type,frac_concentration,frac_rep,frac_residual,converged,error
Hu.CD319,0.23926375587251195,0.0007290630425058465,0.0036760371439099396,0.1476203525802593,0.30392113492196987,0.3441602359465818,0.0010486941819238217,0.0052876617529591784,0.2123391200195417,0.43716428809899355,False,
Hu.CD32,2.2980605579597684e-06,0.0021945920573230955,0.00023792861222532826,0.010348502006330598,0.008846039381680614,0.00010624727432573575,0.1014635682858144,0.011000261261822072,0.4784469790052776,0.40898294417276015,True,
Hu.CD321,9.205938822302975e-09,0.0022874474687056313,0.00024684248245854153,0.010387796004726202,0.007961520504706016,4.4082111878044947e-07,0.10953311463067833,0.011819911187797443,0.4974136744611731,0.3812328588992323,True,
Hu.CD324,0.0013022380215577448,0.0005071899121269541,0.00032735645468274144,0.008526018461502702,0.2213938154960159,0.005611725409256491,0.0021856300231479506,0.0014106749336267957,0.03674111310539941,0.9540508565285694,True,
Hu.CD325,0.00790053904547553,0.003724939384511501,0.003518006651111551,0.009624973518575157,0.008517325244114343,0.23735475428648972,0.11190781632161152,0.10569096607794305,0.28916169028032085,0.2558847730336348,True,
Hu.CD326,0.00011716334963835012,0.0013386340753028562,0.00025139861557534824,0.007408717818618548,0.23171630954575487,0.00048649365928650555,0.005558367798034771,0.0010438744949536672,0.030762983930779583,0.9621482801169455,True,
Hu.CD328,0.007780961942574345,0.0035674255273559375,0.0034790053787225193,0.009507907030643052,0.00838597394655435,0.2377952027169337,0.10902465308479611,0.10632243100432304,0.2905726433893197,0.2562850698046275,False,
Hu.CD33,1.1400005633124515e-05,0.0022058752495983215,0.00022908460719937312,0.01049812386282634,0.009217174759432758,0.0005144021888524297,0.09953565754666875,0.010336979398795137,0.47370659872224036,0.4159063621434433,True,
Hu.CD335,0.2286611968337053,0.016601686385006177,0.0007825288544157882,0.14347322127360698,0.28636565980446466,0.33831411552354657,0.02456291195583723,0.001157785233870988,0.2122748268119781,0.42369036047476716,False,
Hu.CD337,0.00012463896124401597,0.0026985536773762096,0.001808068544630171,0.004188625360326676,0.2887211969606167,0.00041889664370419355,0.009069516201241412,0.006076702159366462,0.014077468936378455,0.9703574160593095,True,
Hu.CD338,0.23148802120567902,0.0003462102008401955,0.006110809201125893,0.13933138877974763,0.29683683739352956,0.3433963290933265,0.0005135786786891841,0.009064959113335212,0.20668839443717468,0.44033673867747436,True,
Hu.CD34,5.854973995445469e-05,0.0023073466466854036,0.00026882455586918166,0.009798415049048305,0.012478612254744729,0.002350286273591653,0.09262082387284516,0.010791075488212124,0.39332506703951586,0.5009127473258352,True,
Hu.CD340,0.10218331450195353,0.00047170826938217807,0.03753636427600224,0.05656322287077517,0.1435054903342483,0.30030942336808525,0.0013863167295616653,0.11031667905864533,0.1662352501184353,0.4217523307252725,True,
Hu.CD35,9.311003290706316e-07,0.002231284658178388,0.000242410406548966,0.010496900229162043,0.00927156082593765,4.1860211213256956e-05,0.10031362265919881,0.010898235669790472,0.4719174152970106,0.4168288661627869,True,
Hu.CD352,3.610443559310284e-05,0.0018652950776927516,0.000209928311353339,0.01043093464303242,0.012810966241016911,0.0014240567151405804,0.07357228931767246,0.008280141112023211,0.41142431060300216,0.5052992022521615,True,
Hu.CD354,0.00031233169279756194,7.412904778990224e-05,0.00017324300212227497,0.00031789148048288156,0.2998396645002264,0.001038622435854946,0.00024650745972506366,0.0005760992976645672,0.0010571108581371694,0.9970816599486182,True,
Hu.CD357,0.00016811554489256923,0.0028642055427066434,0.00024204158864787672,0.009833649142015973,0.16302062657780134,0.0009545043124362549,0.016262009226834767,0.0013742318730903512,0.05583219873591952,0.925577055851719,True,
Hu.CD36,0.08139907610343192,0.6574762613473875,0.00012414143226062964,0.003924077416611732,0.23902315866495102,0.0828956142557724,0.669564092763487,0.0001264237971050187,0.003996222357903634,0.24341764682573186,True,
Hu.CD365,0.2117871468327193,0.0003348193656387021,0.001968735235629015,0.13005403557213502,0.2681631566262132,0.3458834175341996,0.0005468153671063839,0.0032152700562948426,0.21239973700261802,0.43795476003978107,True,
Hu.CD366,1.073036200709635e-08,0.009633115149454835,0.006802942993524142,0.005020331461768149,0.2777933575334622,3.5857546163192084e-08,0.032190887030510616,0.022733328314043122,0.016776392728020346,0.9282993560698797,True,
Hu.CD37,2.179102057367088e-05,0.024694583831773458,0.002003814735919847,0.00530057183083752,0.2566806685454386,7.547943415571981e-05,0.0855367562079839,0.006940785628134733,0.018360047026744934,0.8890869317029808,True,
Hu.CD370,0.09246512267448198,0.00027160831440119557,0.00024805761175975417,1.1531063413939391e-05,0.245512976650121,0.2731538651413079,0.0008023658946994175,0.0007327940900315083,3.40642444372847e-05,0.7252769106295239,True,
Hu.CD38_HIT2,0.14449490323984082,0.3039727533059839,0.03809765605578507,0.00013208822795865912,0.3278387663574447,0.17739531903027894,0.37318509054760407,0.046772209252972374,0.00016216373597605075,0.4024852174331685,True,
Hu.CD39,0.007818084136497353,0.003558741360634326,0.00349558976991617,0.00955682581335467,0.008424452916201971,0.23796666935856198,0.1083208896083993,0.10639868290845614,0.29089044946794695,0.25642330865663565,True,
Hu.CD3_UCHT1,1.4170263267988193e-05,0.002036111726295275,0.00017636503544578977,0.010242693618499188,0.012283840457059112,0.0005724623114264455,0.08225656807595556,0.007124944253801279,0.41379302227399056,0.49625300308482617,True,
Hu.CD40,0.19776830551669095,0.0025208766132779423,0.001682894247631438,0.1217770766529084,0.24962695594799036,0.3449189849731025,0.004396549793065187,0.002935061683385459,0.21238603204075057,0.43536337150969623,True,
Hu.CD41,0.00021438008090358195,0.002301204573751559,0.0002501108325040985,0.011919435262963967,0.009550886965784048,0.008845515934858971,0.09494978097169687,0.010319799046026394,0.4918066739628051,0.3940782300846127,True,
Hu.CD42b,0.0009666803244977195,0.00018339887642120656,0.00023143479597246373,0.0026115886460887066,0.1561660188347245,0.006035749419568894,0.0011451041609686723,0.001445030378770411,0.016306212359264598,0.9750679036814275,True,
Hu.CD43,0.007814011835428772,0.0021349583818449725,0.00045839420475665937,0.013027356365924152,0.01018548960843269,0.23242007540406256,0.0635022314457137,0.01363448352500249,0.3874858667548387,0.3029573428703825,True,
Hu.CD45RA,0.0034502662948026424,0.195911659262659,0.055825792301057345,0.001146048307551713,0.3888449153503001,0.005347768600619974,0.30365488642960986,0.08652764559710707,0.0017763269934123406,0.6026933723792507,True,
Hu.CD45RB,0.05722028320087885,0.0019597319818500276,0.005395350180592869,0.03554244894641105,0.07677474652457471,0.32347478566086335,0.011078656855930069,0.030500718374734868,0.20092675903823398,0.4340190800702377,True,
Hu.CD45RO,0.00023684893146520565,0.01877506501324138,0.0009620423579514642,0.0020951043287053884,0.3042753573957262,0.0007257636974368134,0.05753144217004157,0.0029479356925038802,0.00641991777083644,0.9323749406691813,True,
Hu.CD45_2D1,9.820351174182808e-06,0.001790124895211513,0.00016151932423593172,0.012209369593895954,0.013167107965910599,0.00035922057071195496,0.06548133311098918,0.0059082473532693055,0.44660894867819834,0.4816422502868313,True,
Hu.CD46,0.0064127418408909,0.0021613202718992327,0.0005168228990965318,0.012644563347859822,0.008401547118820083,0.21278636901451048,0.07171651445600687,0.017149118247839146,0.4195694742315184,0.27877852405012515,True,
Hu.CD47,0.0008837439362707399,0.0018893977386014722,0.0001340002814830601,0.010409835153529643,0.014827333157093104,0.03140044747544035,0.06713249394561714,0.004761185483386454,0.36987352167388515,0.526832351421671,True,
Hu.CD48,1.6945615916930435e-05,0.0016378733949217628,0.00014680757244597711,0.0092354858311675,0.020221017325262266,0.0005421186762623387,0.052398317127745266,0.004696620484604793,0.2954586825274298,0.6469042611839577,True,
Hu.CD49a,5.159914265769289e-09,0.00218970643563787,0.0002463571828832875,0.010431532058694359,0.008865408706351564,2.374229052559804e-07,0.10075486467978183,0.011335622081718568,0.4799856199310058,0.4079236558845886,True,
Hu.CD49b,0.14298082050354535,0.0031733437938827017,0.012465360925743655,0.08003700376182815,0.1881128422370037,0.3350306515534063,0.0074357346329616105,0.029208658742427018,0.18754158371921506,0.4407833713519901,True,
Hu.CD49d,0.0001767607549163138,0.0024893154583175933,0.00023681818854232392,0.013137865912997225,0.00859590982919442,0.007174701527576059,0.10104106779734946,0.009612426807618207,0.5332646756328775,0.34890712823457887,True,
Hu.CD4_RPA.T4,3.394217350629632e-07,0.0021973948530036795,0.0002392695595113688,0.010367990533519245,0.008865037444759541,1.5663185822677045e-05,0.1014024747177906,0.01104149553546253,0.47844833008158366,0.4090920364793405,True,
Hu.CD5,4.550297714618637e-06,0.0017947534326226923,6.1620621786859e-05,0.009786460314611983,0.018780861047974204,0.0001495419012085479,0.05898313854337745,0.0020251125340777984,0.3216242042465424,0.6172180027747938,True,
Hu.CD52,0.005872910242605037,0.05876865802693345,0.04382854175952564,0.0008400519315592243,0.3216113152105754,0.013628724846016009,0.13637904151986727,0.10170888220109114,0.0019494315694677802,0.7463339198635578,True,
Hu.CD54,0.10432420265590005,0.019195254887262817,0.0002970012522984582,1.804533971898164e-06,0.2755327571257901,0.26123434600712947,0.04806612204316392,0.0007437097618027973,4.518666234635288e-06,0.6899513035216691,True,
Hu.CD55,2.107657382413944e-05,0.002081317583096452,0.00021783362793075436,0.011875705310303027,0.01340162006295636,0.0007637116849957105,0.07541674333127489,0.00789322251442913,0.43031732712915666,0.48560899534014357,True,
Hu.CD56,0.11614522122592714,0.008263556242446513,1.2104166267730091e-05,0.07613087231943895,0.1447530434239258,0.33635565479498003,0.023931194426471795,3.505357110483359e-05,0.22047441245392913,0.41920368475351427,True,
Hu.CD57,1.6968529553987187e-07,0.0015042568382809757,7.747329309809862e-05,0.003804611271906702,0.14945597876706507,1.095857446480374e-06,0.00971475490792828,0.0005003361362267162,0.024570847933623338,0.9652129651647752,True,
Hu.CD58,4.454052206833504e-10,0.001715038279245405,0.0007099945069662538,0.006886181957424024,0.24981456831789658,1.718876503354309e-09,0.006618555112635052,0.002739960869031952,0.026574669121028096,0.9640668131784284,True,
Hu.CD59,0.2173940198305868,0.00019140446216676983,0.0008193070760642168,0.13439155118556728,0.2743744495572768,0.34662653835683427,0.0003051871721155063,0.001306354129928287,0.21428224294376053,0.43747967739736143,True,
Hu.CD61,1.7215677682716523e-05,0.002119798483784277,0.000253379280963566,0.013903614050335236,0.012325166008183475,0.0006015434960812371,0.07406917197360592,0.008853480026429194,0.4858146602267905,0.4306611442770932,True,
Hu.CD62E,0.0003051724642178523,0.0010725309645695485,0.0001113994068396431,0.0028393000765428184,0.2466224081192088,0.0012160648653161508,0.004273869290007754,0.00044390933180014236,0.011314169756509751,0.9827519867563661,True,
Hu.CD62L,0.0029694667642897548,0.097821978126756,0.005348227242734692,0.004177371975002978,0.19787473379939619,0.009635126493135894,0.3174061903620945,0.017353568868823308,0.013554456265369783,0.6420506580105766,True,
Hu.CD62P,8.712448330765254e-10,0.002238793588811321,0.0002448802975324311,0.010305123827979603,0.008873321932647147,4.0219738983720885e-08,0.10335062012644398,0.011304539522181824,0.4757209165794358,0.40962388355219936,True,
Hu.CD63,2.300796262352308e-06,0.02191028380236295,0.0011826594252133402,0.0018011819810649457,0.21059251080885386,9.77029449231389e-06,0.09304166938292846,0.0050221443147823,0.007648690445655446,0.8942777255621416,True,
Hu.CD64,0.0001633467760512755,0.002276786139443838,0.00025044293408821853,0.013150826725945985,0.008135721110517554,0.006812609310028822,0.09495659985141501,0.0104450782907693,0.5484739078023321,0.33931180474545475,True,
Hu.CD66b,0.06603526347641776,0.0001789178501865935,0.0003705655225923319,0.008396330841855953,0.22297178716987465,0.22162989943808872,0.0006004904509648039,0.0012437051839232936,0.028180064137913328,0.7483458407891097,False,
Hu.CD69,1.7682576789167285e-05,0.025739000797986848,0.0075287465871398205,0.00011770443407039392,0.25813809655892844,6.065206190990461e-05,0.0882859714685339,0.025823951426973638,0.0004037316906595496,0.885425693351923,True,
Hu.CD7,0.0097896025610401,0.0008879639615222509,0.0002161381854314935,0.013473101677422907,0.012447785386521342,0.2659163687508881,0.024119891564276453,0.005870992316591292,0.3659717799096383,0.338120967458606,True,
Hu.CD70,0.22300100958865368,1.4197274269944149e-06,0.00024309783462546497,0.13996121773937462,0.27950536408097765,0.3469687383759803,2.208963246806271e-06,0.0003782375207068205,0.2177665797575274,0.4348842353825388,True,
Hu.CD71,0.016555579001490444,0.015129276380114375,0.00018308348515330965,0.016804560722112057,0.02065259987363042,0.2388107500725001,0.21823663431306167,0.002640940821907415,0.2424022591010056,0.2979094156915251,True,
Hu.CD72,2.8771197444400035e-06,0.002034504578245621,0.00016738950607261238,0.009992645983842426,0.011365300447365065,0.0001221047499263561,0.08634422436910444,0.0071039983020487075,0.42408715915199874,0.48234251342692175,True,
Hu.CD73,0.14062094422134735,0.0023707379040317327,0.005598392735908595,0.08204083823642448,0.1821153933788756,0.34069582698815454,0.005743813734566291,0.013563762165915719,0.19876819477021312,0.44122840234115035,True,
Hu.CD74,0.1459281400510567,0.001051002124880028,0.00671787478354867,0.09009120803467353,0.1892680179140667,0.3369727199198515,0.0024269414010104897,0.01551270739900715,0.20803581407730887,0.43705181720282194,True,
Hu.CD79b,0.11808254739634012,2.8116230708131047e-07,0.00022417583332960534,0.0753254820180527,0.14836946403245724,0.34526863733836405,8.221073204919997e-07,0.0006554811545360007,0.22024869133230254,0.4338263680674768,True,
Hu.CD8,0.0016408579456536417,0.14681103132339354,0.023069553217360324,0.0003223371985198654,0.60024572964,0.002125217252450843,0.19014768307337454,0.029879376599134307,0.0004174868258496341,0.7774302362491907,True,
Hu.CD80,0.09778809304331863,1.8263891355375626e-07,5.973981958427397e-05,0.0001464933393085862,0.2578093467182899,0.27483708092361914,5.133134751072357e-07,0.00016790098997198228,0.0004117249912265877,0.7245827797817072,True,
Hu.CD81,8.15277745183524e-06,0.0020651990060228855,0.00018650438937968533,0.009977120413856476,0.011886824466044416,0.0003379557572211064,0.08560835838044722,0.007731136107938668,0.4135799491978044,0.49274260055658864,True,
Hu.CD82,0.0740419412069325,0.0765703109130602,1.5418245489983756e-05,0.010354284782909767,0.2617151288753411,0.1751654884914588,0.18114700528371977,3.647587379409992e-05,0.02449575635664521,0.6191552739943821,True,
Hu.CD83,0.24259368271919524,0.00011601185526852512,0.1672284474904958,0.22641808587478457,0.2523483154526081,0.27297450488231956,0.0001305404097808323,0.18817102796859056,0.25477318368431445,0.28395074305499457,True,
Hu.CD84,0.09069877036936054,0.011264285881737973,0.0004491892150435041,0.0010340219848764959,0.24227383428269372,0.2623474015960473,0.03258209697743924,0.0012992857886796759,0.0029909223666518005,0.700780293271182,True,
Hu.CD85g,0.09263036922042574,0.002786704695096436,0.0040343439743704785,0.0024469751209810985,0.26667667198898604,0.2513202275917959,0.0075607520956348356,0.010945786509925767,0.00663901428324249,0.7235342195194009,True,
Hu.CD85j,0.15252483653476728,4.603934745167119e-05,2.6553461921635936e-05,0.09700156509913337,0.1905004687921503,0.34656901286238684,0.00010461123290905532,6.0335138167236486e-05,0.22040827858779713,0.4328577621787398,True,
Hu.CD86,7.696952815388453e-05,0.002012478206661737,0.00022226492661923353,0.013288421547818315,0.011132286476709139,0.002879257702027062,0.07528230347349452,0.008314433220630446,0.4970900953536285,0.41643391025021953,True,
Hu.CD9,0.008622969377854136,0.00213666823837639,0.0008274919312336647,0.0132787188621615,0.011334109391914161,0.23820385164889163,0.05902405329007045,0.022858919774720435,0.3668158657797291,0.3130973095065884,False,
Hu.CD90,0.11038681023000356,0.0005398400234505715,0.04193942146676663,0.05206617202937624,0.15551179463692502,0.3062522846102127,0.0014977082874420421,0.1163548762090855,0.14445008512956206,0.43144504576369774,False,
Hu.CD93,0.18275735483903832,0.00014673921004693975,0.00021234284944754992,0.11589501027083357,0.22803795862919124,0.3467556415553376,0.00027841642250712377,0.0004028898374827293,0.21989401561934319,0.43266903656532935,False,
Hu.CD94,0.00024243210901215412,0.002264320583346639,0.00024876684725640976,0.011698406394533846,0.013263929873647115,0.008746423630069017,0.08169176573570877,0.008974967219016972,0.42205307927330554,0.47853376414189974,True,
Hu.CD95,7.211211486612514e-06,0.006016780830860517,0.00013831326150455048,0.0052428254586547665,0.24103753518148593,2.8565739708248893e-05,0.023834246910525877,0.0005478997022446159,0.020768380967019075,0.9548209066805021,True,
Hu.CD96,0.1974119968515599,0.00212832466468039,0.004198550653138153,0.12177875257106441,0.252056036537685,0.34179535890660556,0.003684940653232983,0.007269290368690065,0.21084540507192975,0.4364050049995417,False,
Hu.CD98,0.10242775718888317,0.017294883542840526,0.03083786630904976,0.0035687714582055127,0.29136335679719905,0.22992020310456054,0.03882192919158434,0.06922194412607459,0.008010842773714716,0.6540250808040659,True,
Hu.CD99,5.282125032472156e-07,0.00230438165047357,0.00023357422026905737,0.010370847564810933,0.010043238271845624,2.301321834942747e-05,0.10039754408831643,0.010176386395256008,0.45183818635569234,0.4375648699423858,True,
Hu.CLEC12A,4.7835010781014345e-09,0.0029589530552086977,0.00022283094086069782,0.010369135642513669,0.00912339257957808,2.1096560825848747e-07,0.13049800154914395,0.009827459889722914,0.45730751853533325,0.4023668090601916,True,
Hu.CLEC1B,0.1101015380951114,0.0007071608518610591,0.07911368606072758,0.10383685975796048,0.11408358746992592,0.2699607039593927,0.0017339053085345742,0.19398081762787567,0.254600183087146,0.27972439001705107,True,
Hu.CX3CR1,0.23751928043605727,0.0006199014956363901,0.00034526237861872935,0.15013641241760808,0.29792611804994584,0.3459621688856864,0.0009029265562446918,0.0005028969485015059,0.2186833791907466,0.4339486284188208,True,
Hu.Cadherin.11,0.13731846752119942,0.00025270067269593174,0.013374675885348707,0.08284554582625278,0.1807355203373058,0.3312655080481199,0.0006096122264967461,0.03226491587123909,0.19985565177837863,0.4360043120757656,True,
Hu.EGFR,0.20249122882133752,0.0010313185228541862,0.023150314546861898,0.10935661493406634,0.27000111143458644,0.3341270766593098,0.0017017598498051856,0.03819991101990571,0.18044735208514429,0.44552390038583506,True,
Hu.FR.b,0.23835774503578452,0.0007161152641521306,0.0036262989422312934,0.14633372650631668,0.3024719272334928,0.3446937691064598,0.0010355882057795436,0.005244061400718558,0.21161604683449067,0.4374105344525514,True,
Hu.FceRIa,0.10205092311330682,0.0008702057611220154,0.00032350221948919064,0.0009430284787506641,0.27951627617207897,0.2659626696693422,0.0022679093959070166,0.0008431037301227862,0.0024576982170388716,0.7284686189875892,True,
Hu.GARP,0.16636715374879313,8.546297683979139e-06,0.00025792348807617547,0.10429020895511744,0.20890325253802564,0.3467231403562602,1.7811203140993663e-05,0.0005375342412387741,0.21734956656124915,0.435371947638111,True,
Hu.GP130,9.502099637946554e-05,0.0005762032947954265,0.0001485424720769394,0.000985824434217961,0.2272690100683117,0.0004148037183276307,0.002515352167422928,0.0006484458392861917,0.004303508240418885,0.9921178900345444,True,
Hu.GPR56,0.06107300772377131,0.004485742647775803,0.01522693786853396,0.03448920578472092,0.08420449681292863,0.3061619923105341,0.022487248577096337,0.07633338865026176,0.1728960853543846,0.4221212851077231,True,
Hu.GPR56,0.06107300772377131,0.004485742647775803,0.01522693786853396,0.03448920578472092,0.08420449681292863,0.3061619923105341,0.022487248577096337,0.07633338865026176,0.1728960853543846,0.4221212851077231,True,
Hu.Galectin.9,0.22092978719129852,0.0003870237427226083,0.0035563951791438017,0.13187987930921016,0.2823175861977534,0.3457047819628655,0.000605603980763899,0.005564948192862412,0.20636196459286307,0.4417627012706452,False,
Hu.HLA.A2,2.5581984045400614e-07,0.002258261448234973,0.0002506279346893153,0.010397665967062621,0.00814860677776858,1.214983436048179e-05,0.10725322355773119,0.01190325147252332,0.49382377461900734,0.38700760051637767,True,
Hu.Galectin.9,0.22092978719129852,0.0003870237427226083,0.0035563951791438017,0.13187987930921016,0.2823175861977534,0.3457047819628655,0.000605603980763899,0.005564948192862412,0.20636196459286307,0.4417627012706452,False,
Hu.HLA.A2,2.5581984045400614e-07,0.002258261448234973,0.0002506279346893153,0.010397665967062621,0.00814860677776858,1.214983436048179e-05,0.10725322355773119,0.01190325147252332,0.49382377461900734,0.38700760051637767,True,
Hu.HLA.ABC,0.0018756994903496819,0.019652731959191937,0.05307522136360359,0.002387318346465497,0.2194297882163307,0.006327827694317419,0.06630012014194653,0.17905365830430892,0.008053816309935749,0.7402645775494913,True,
Hu.HLA.ABC,0.0018756994903496819,0.019652731959191937,0.05307522136360359,0.002387318346465497,0.2194297882163307,0.006327827694317419,0.06630012014194653,0.17905365830430892,0.008053816309935749,0.7402645775494913,True,
Hu.HLA.DR,0.00019098552926412053,0.00217947015642263,0.0002210113106373055,0.01019208386577658,0.009739354230673705,0.008479613463602053,0.09676683125223638,0.009812735512001469,0.45252083706761,0.4324199827045502,True,
Hu.HLA.DR.DP.DQ,0.019891662164207586,0.68179448101233,0.011372976555902714,0.005032289430631721,0.17762583018159403,0.022207524082891304,0.7611715517624195,0.012697061144232894,0.005618167441226761,0.1983056955692295,True,
Hu.HLA.DR,0.00019098552926412053,0.00217947015642263,0.0002210113106373055,0.01019208386577658,0.009739354230673705,0.008479613463602053,0.09676683125223638,0.009812735512001469,0.45252083706761,0.4324199827045502,True,
Hu.HLA.E,0.22832532107499395,0.001025364012752941,0.003663582453953056,0.1380662997307155,0.2910183291676359,0.3448507803028294,0.0015486568823269151,0.005533285848460508,0.2085282130404766,0.4395390639259066,True,
Hu.Ig.LightChain.k,0.3049312963837019,0.0427416739520245,0.18782334170747067,0.27917105683562465,0.32044202494114077,0.2686360434015283,0.03765423331418899,0.16546717235366387,0.24594198440745477,0.28230056652316404,True,
Hu.Ig.LightChain.l,0.238328360827972,0.010320230564094337,1.6597654853435657e-06,0.1491242058693256,0.2990431631417784,0.34202401594019355,0.014810518944105431,2.381922381557804e-06,0.2140075129461164,0.42915557024720313,True,
Hu.IgD,0.007808222632590553,0.003255798964201553,0.003554227037582978,0.009517236517776856,0.00840458763661138,0.23995713480047512,0.10005506088867261,0.10922615510590736,0.29247741944398264,0.2582842297609622,True,
Hu.IgE,0.2661835663347701,0.00011107208783640222,0.19603673364778937,0.251057191969516,0.275139084654274,0.26927275801176653,0.00011236113424154093,0.1983118367065886,0.2539708346055416,0.2783322095418617,True,
Hu.IgM,0.0005984828748588424,0.04854679063457454,0.00020846708908955764,0.0023239958721210305,0.21144342624124296,0.002274552410344016,0.18450355773067342,0.0007922855270969803,0.008832417157816247,0.8035971871740695,True,
Hu.KLRG1,0.17072668415605913,0.01130571766518399,0.0008402672374452046,0.10666515583145941,0.21491656063108133,0.33843829899437833,0.02241177396743676,0.0016656951779237595,0.21144658247196582,0.42603764938829525,False,
Hu.LOX.1,0.16685902542701303,0.00019998127166722892,0.3204255800117288,0.04795880333522926,0.27166461370096484,0.2067369232524666,0.00024777510660148815,0.3970045873963709,0.05942055228371424,0.33659016196084673,True,
Hu.LOX.1,0.16685902542701303,0.00019998127166722892,0.3204255800117288,0.04795880333522926,0.27166461370096484,0.2067369232524666,0.00024777510660148815,0.3970045873963709,0.05942055228371424,0.33659016196084673,True,
Hu.LT.bR,0.00221651936564798,0.0008916059836368024,0.00022225295719451745,0.007203923260494896,0.21159868600154264,0.009978344008740689,0.004013838707147388,0.0010005400801894118,0.0324306774034309,0.9525765998004917,True,
Hu.LT.bR,0.00221651936564798,0.0008916059836368024,0.00022225295719451745,0.007203923260494896,0.21159868600154264,0.009978344008740689,0.004013838707147388,0.0010005400801894118,0.0324306774034309,0.9525765998004917,True,
Hu.MERTK,5.521161763280253e-05,0.002132426955532439,0.00030556276493172376,0.008267957008457442,0.1544996341989489,0.00033408781830451665,0.012903405113135296,0.0018489731304392077,0.050029755280163755,0.9348837786579571,True,
Hu.MERTK,5.521161763280253e-05,0.002132426955532439,0.00030556276493172376,0.008267957008457442,0.1544996341989489,0.00033408781830451665,0.012903405113135296,0.0018489731304392077,0.050029755280163755,0.9348837786579571,True,
Hu.MICA.MICB,0.0011458168262958104,0.0009572359405755393,1.822774291182458e-05,0.0045920307771627165,0.28168994204915043,0.003972967756228847,0.003319088566105757,6.320227910391332e-05,0.015922257200792753,0.9767224841977686,True,
Hu.NKp80,1.6710990780799315e-08,0.001343272061599323,0.00017201879207367078,0.003003736506373239,0.26936634734854226,6.101453857828758e-08,0.00490450423309177,0.0006280685186678914,0.010967129319327801,0.9835002369143738,True,
Hu.Notch.1,0.09744132849942398,1.546606623786386e-06,0.015094867157899039,0.06032062184166141,0.1312129980822898,0.3204554608441259,5.086327803637999e-06,0.04964251499807899,0.19837653045533057,0.43152040737466085,True,
Hu.Notch.3,0.001761465940695274,0.000237965981915855,0.00014530532646611443,0.00054781029200611,0.2633658847059136,0.006620598061180811,0.0008944124788908696,0.0005461406550393387,0.0020589848905730114,0.989879863914316,True,
Hu.Podoplanin,0.26356196368282414,0.00024162304549781206,0.19347955375300055,0.24838987555780664,0.272516817588108,0.26943846135213545,0.00024701038304788636,0.1977934620681517,0.2539280894351041,0.27859297676156086,True,
Hu.TCR.AB,0.18815833713811703,0.008513511078747775,0.0017595628926776656,0.1138657407715896,0.23924568114515918,0.34114909281968275,0.015435811271509984,0.003190256109435819,0.20644949757902445,0.43377534222034697,True,
Hu.TCR.GD,0.11137079292005854,0.00028819133182519106,0.0060602365466997515,0.07227337131528241,0.1453195515039716,0.33214064876514054,0.0008594718005609989,0.018073418043596818,0.2155405722426025,0.43338588914809906,True,
Hu.TCR.Va7.2,0.05436417141536187,0.0003720053693437478,0.0014345173047044192,0.037559062793746184,0.06967393742997113,0.33269854542691585,0.0022766031753901545,0.00877897718735466,0.22985442863839098,0.4263914455719484,True,
Hu.TCR.Vb13.1,0.00029275890411312573,0.0014213838150831943,0.0002333377424387689,0.0062062228536177485,0.21936570429776286,0.0012867425560947087,0.006247307998888624,0.001025572916555978,0.0272777734380085,0.9641626030904522,True,
Hu.TCR.Vd2,0.14821348294166342,0.0026286825105426704,0.0015395492468593085,0.09217067901837864,0.1880315787918646,0.342623611508108,0.006076698809006625,0.0035589604439775664,0.2130700277306165,0.43467070150829135,True,
Hu.TCR.Vg9,0.17067312491565825,0.00014665971478434404,0.2592552052751627,0.05196804902327042,0.2701959106599996,0.22688684893136285,0.00019496426616103651,0.3446447507362583,0.06908449642453739,0.35918893964168036,False,
Hu.TIGIT,0.22733796019726477,0.000604805302335515,0.050206422959067194,0.11413780949605835,0.31044374450559425,0.32350649610309523,0.0008606501264168978,0.07144475106253391,0.16242040172663028,0.4417677009813237,True,
Hu.TIM.4,0.1662312424163896,0.012437531017568408,0.027990525608879272,0.07939157533475076,0.23170782198408932,0.3210592957385494,0.024021867918332832,0.05406094732077016,0.15333701952790038,0.4475208694944472,True,
Hu.TNF.a,0.22234042791387174,0.0005237381128707789,0.015746026638128845,0.12388359429813806,0.29183228118508736,0.33980065709921914,0.0008004237311728785,0.024064495371083044,0.18933006084987414,0.44600436294865076,True,
Hu.TSLPR,0.00034669541043045443,0.0005702409562261244,0.00023089817592222584,0.0053258690094902675,0.26187868499189004,0.0012919408405923762,0.002124970675014926,0.0008604289947819941,0.019846549674432397,0.9758761098151784,True,
Hu.TSPAN33,0.18889563638806195,0.00034972203944531297,0.0032806801233161748,0.11713332819204993,0.23985032515872257,0.3437530569012942,0.0006364256074084674,0.005970195197036973,0.2131597129555737,0.43648060933868665,True,
Hu.VEGFR.3,0.17721449907371817,0.0017312654905496279,0.062119182528302896,0.08571541339272225,0.2479413903749194,0.30834834214726187,0.0030123542182949638,0.10808566482010863,0.1491424559178908,0.43141118289644365,True,
Hu.XCR1,0.0013029284375677477,0.004281420348532481,0.00014491927921798562,0.010234156432229611,0.09140774227063989,0.012134807479374283,0.039874954118511025,0.0013497038691110022,0.09531568614062803,0.8513248483923757,True,
