feature,donor,cell_type,concentration,rep,residual,frac_donor,frac_cell_type,frac_concentration,frac_rep,frac_residual,converged,error
Hu.CD140a,0.20064105559170292,0.0001877554794139228,0.016590812712517885,0.10995899586003548,0.2651646353569561,0.3386099730246543,0.00031686375269552995,0.027999327597612006,0.18557125565444035,0.44750257997059784,True,
Hu.CD140b,0.2386566732352844,0.0022678969211763766,0.17080660172735543,0.22461204736667953,0.24736298568476836,0.2700633671037392,0.002566347173427974,0.19328437525214376,0.2541704993269041,0.279915411143785,True,
Hu.CD141,0.21907530753086296,8.310431762800724e-05,0.024437627736732796,0.12081791615790682,0.289486548857364,0.3350285035560703,0.0001270901567491226,0.0373720888190217,0.18476498382842116,0.4427073336397377,True,
Hu.CD142,3.458800237965777e-05,0.00025812654094091263,0.00022787638723988275,0.001067572721851984,0.26639237090833756,0.00012906908494809656,0.000963228696308151,0.0008503467896031986,0.003983769655515669,0.9940735857736249,True,
Hu.CD144,0.0013633119716741078,0.005282805009136843,0.00018939012785110958,0.013219932665637391,0.09370465836605982,0.011984096304066376,0.04643811930101205,0.0016648203627377027,0.11620887184297607,0.8237040921892078,True,
Hu.CD146,0.12727090286206819,8.946512570923486e-06,0.011687006592349312,0.0699270076620942,0.16861710634951652,0.33713166764209024,2.369868237585429e-05,0.030958058233411977,0.18523172363986753,0.44665485180225445,True,
Hu.CD14_M5E2,2.660953235565487e-06,0.0001293046828745702,0.0002772952133814321,0.0022084136447230417,0.1686757449643321,1.5534474377221726e-05,0.0007548724480093771,0.0016188316764178907,0.01289257726130852,0.9847181841398871,True,
Hu.CD150,0.13340275434009957,0.02609251697143487,0.11255388793081246,0.027290039914551017,0.2348483834444119,0.2497301672391448,0.04884523306283775,0.21070105632690625,0.0510869979074727,0.4396365454636385,True,
Hu.CD151,0.2192666616598996,0.004008154866153603,0.003199218878263975,0.13801382565591472,0.2761995459251204,0.3422365716404858,0.006256022550861904,0.0049934162016971205,0.2154152308148458,0.4310987587921094,True,
Hu.CD152,0.004301928469716044,0.0014036175577346963,0.00022595037881368627,0.00138141714366847,0.29623807018200227,0.01417201294104539,0.004623992781964515,0.0007443572609641821,0.004550857080695197,0.9759087799353307,True,
Hu.CD154,0.2112084448044247,0.0004621561673779067,0.004590936608566467,0.1277659736448746,0.2698105728335518,0.3440784309241302,0.000752895884729172,0.0074790677342964134,0.20814279361760282,0.4395468118392414,True,
