source_cohort,held_out_donor,gene,scaler_scale
GSE199219,CID3838,ISG15,1.1298923899915727
GSE199219,CID3838,TNFRSF18,0.8276043079337551
GSE199219,CID3838,TNFRSF4,0.7900300241845291
GSE199219,CID3838,RPL22,0.8366110680834024
GSE199219,CID3838,PARK7,0.8758411342668808
GSE199219,CID3838,ENO1,0.8704926944787565
GSE199219,CID3838,TNFRSF1B,0.7481319626968789
GSE199219,CID3838,PRDM2,0.7031915057398461
GSE199219,CID3838,CAPZB,0.7925348995525965
GSE199219,CID3838,MINOS1,0.742391392932721
GSE199219,CID3838,HP1BP3,0.721823672875769
GSE199219,CID3838,CDC42,0.8628479633948386
GSE199219,CID3838,ID3,0.7366999987065809
GSE199219,CID3838,RPL11,0.7004286280739953
GSE199219,CID3838,PITHD1,0.6990296798329476
GSE199219,CID3838,SRSF10,0.7206074431630349
GSE199219,CID3838,RCAN3,0.7018248757385486
GSE199219,CID3838,SRRM1,0.8243978871794669
GSE199219,CID3838,RUNX3,0.8744796988447476
GSE199219,CID3838,SYF2,0.7381763784290221
GSE199219,CID3838,RSRP1,0.9570693503665592
GSE199219,CID3838,TMEM50A,0.7656231968973759
GSE199219,CID3838,STMN1,0.7717321449397937
GSE199219,CID3838,SH3BGRL3,0.9638045314258953
GSE199219,CID3838,CD52,1.0122812060868336
GSE199219,CID3838,HMGN2,0.8854019418923169
GSE199219,CID3838,IFI6,0.9696498052275913
GSE199219,CID3838,ATP5IF1,0.761939171100299
GSE199219,CID3838,SNHG12,0.8327666686982669
GSE199219,CID3838,LAPTM5,0.8926722297080684
GSE199219,CID3838,PTP4A2,0.7852630876094361
GSE199219,CID3838,LCK,0.8352492756851128
GSE199219,CID3838,MARCKSL1,0.8346294241279746
GSE199219,CID3838,SFPQ,0.9238115120219872
GSE199219,CID3838,NDUFS5,0.8575796480827843
GSE199219,CID3838,MACF1,0.712253159759955
GSE199219,CID3838,CAP1,0.7583864520391695
GSE199219,CID3838,SMAP2,0.7965176565560743
GSE199219,CID3838,YBX1,0.8887805143173314
GSE199219,CID3838,RPS8,0.7668043646375623
GSE199219,CID3838,PLK3,0.7795062287897366
GSE199219,CID3838,PRDX1,0.923588616052545
GSE199219,CID3838,NASP,0.8677686418138203
GSE199219,CID3838,UQCRH,0.8351697049389671
GSE199219,CID3838,TMEM59,0.8029595026392806
GSE199219,CID3838,DHCR24,0.10279666656656232
GSE199219,CID3838,JUN,1.4120192383920416
GSE199219,CID3838,JAK1,0.7796907565822521
GSE199219,CID3838,PDE4B,0.8093810310594528
GSE199219,CID3838,SERBP1,0.8064694653865665
GSE199219,CID3838,GADD45A,0.8501996708707213
GSE199219,CID3838,SRSF11,0.8162214205384555
GSE199219,CID3838,IFI44L,0.7066641471877604
GSE199219,CID3838,GNG5,0.767963165383691
GSE199219,CID3838,ODF2L,0.7391568234181509
GSE199219,CID3838,GTF2B,0.8700230508384278
GSE199219,CID3838,GBP2,0.7381697981237296
GSE199219,CID3838,GBP5,0.70184605328659
GSE199219,CID3838,RPL5,0.85896514778
GSE199219,CID3838,DNTTIP2,0.6889357376371668
GSE199219,CID3838,PRPF38B,0.856991248426581
GSE199219,CID3838,CD53,0.8781933469209398
GSE199219,CID3838,RAP1A,0.7495933491664075
GSE199219,CID3838,CAPZA1,0.7242560910594457
GSE199219,CID3838,PTPN22,0.8013627962041455
GSE199219,CID3838,BCAS2,0.8227633310041713
GSE199219,CID3838,CSDE1,0.7345872397461332
GSE199219,CID3838,ATP1A1,0.8112807414907219
GSE199219,CID3838,CD2,0.994160149721923
GSE199219,CID3838,TENT5C,0.7379580216383452
GSE199219,CID3838,HMGCS2,1.0
GSE199219,CID3838,RBM8A,0.8475128720317979
GSE199219,CID3838,TXNIP,1.3163778834719138
GSE199219,CID3838,MRPS21,0.6886089287342501
GSE199219,CID3838,MCL1,1.0338937761739546
GSE199219,CID3838,ENSA,0.6982258067200935
GSE199219,CID3838,S100A10,1.023234955935006
GSE199219,CID3838,S100A11,1.033011244320111
GSE199219,CID3838,S100A6,0.9943562349049497
GSE199219,CID3838,S100A4,1.1961468435501372
GSE199219,CID3838,JTB,0.7529429838493136
GSE199219,CID3838,RPS27,0.6907078089958926
GSE199219,CID3838,TPM3,0.8653081975373837
GSE199219,CID3838,PBXIP1,0.7222441023772369
GSE199219,CID3838,FDPS,0.5324192038972937
GSE199219,CID3838,ASH1L,0.6956700319419284
GSE199219,CID3838,SSR2,0.8222212907259803
GSE199219,CID3838,LMNA,1.3336507536695217
GSE199219,CID3838,CCT3,0.6980809960591485
GSE199219,CID3838,IFI16,0.8359264304564759
GSE199219,CID3838,TAGLN2,0.9167278373676014
GSE199219,CID3838,CD48,0.9193957866142204
GSE199219,CID3838,TSTD1,0.7202696003724287
GSE199219,CID3838,UFC1,0.7021448180210589
GSE199219,CID3838,HSPA6,0.7298116096224277
GSE199219,CID3838,HSD17B7,0.34394858011885593
GSE199219,CID3838,CD247,0.8302214021838769
GSE199219,CID3838,XCL2,0.8243793079388883
GSE199219,CID3838,XCL1,0.7502945863029814
GSE199219,CID3838,PRRC2C,0.8608888887786771
GSE199219,CID3838,PRDX6,0.6925332988501951
GSE199219,CID3838,CACYBP,0.8622733286172329
GSE199219,CID3838,IER5,0.9520597803961706
GSE199219,CID3838,ARPC5,0.7455667399229772
GSE199219,CID3838,IVNS1ABP,0.77413644798446
GSE199219,CID3838,TPR,0.7183143495747387
GSE199219,CID3838,RGS1,1.3192834939977256
GSE199219,CID3838,RGS2,0.9614312622895893
GSE199219,CID3838,PTPRC,0.8721440746910365
GSE199219,CID3838,PTPN7,0.7141646213863164
GSE199219,CID3838,BTG2,1.0307638725653556
GSE199219,CID3838,NUCKS1,0.7333149829396517
GSE199219,CID3838,CD55,0.8463956621155364
GSE199219,CID3838,TRAF3IP3,0.7239386754241752
GSE199219,CID3838,ATF3,0.9360493743298468
GSE199219,CID3838,H3F3A,0.8695481737095333
GSE199219,CID3838,ARF1,0.7878904979416548
GSE199219,CID3838,GUK1,0.8477301336953067
GSE199219,CID3838,TOMM20,0.7920014515851947
GSE199219,CID3838,ARID4B,0.8642036190280606
GSE199219,CID3838,LYST,0.7004823205121321
GSE199219,CID3838,HNRNPU,0.8903703165871798
GSE199219,CID3838,RPS7,0.7261244531680083
GSE199219,CID3838,ID2,1.1373978328282939
GSE199219,CID3838,YWHAQ,0.823480774580369
GSE199219,CID3838,ODC1,0.9526840180289846
GSE199219,CID3838,PDIA6,0.6917847242787241
GSE199219,CID3838,OST4,0.8610840645423528
GSE199219,CID3838,FOSL2,0.8344965363621724
GSE199219,CID3838,PPP1CB,0.8421713050387827
GSE199219,CID3838,YPEL5,1.065089904936861
GSE199219,CID3838,LBH,0.794822075914731
GSE199219,CID3838,SRSF7,0.9211895774329181
GSE199219,CID3838,EML4,0.8027151552978679
GSE199219,CID3838,COX7A2L,0.6913667845891165
GSE199219,CID3838,ZFP36L2,1.154353691174139
GSE199219,CID3838,CALM2,0.9752002083117652
GSE199219,CID3838,EPCAM,0.11140664157960666
GSE199219,CID3838,RTN4,0.7084325545520779
GSE199219,CID3838,REL,1.0803300558685043
GSE199219,CID3838,CCT4,0.7146373299082017
GSE199219,CID3838,UGP2,0.7313065997259334
GSE199219,CID3838,ACTR2,0.7644858244257211
GSE199219,CID3838,AAK1,0.7735228877212791
GSE199219,CID3838,PCBP1,0.7754295176639661
GSE199219,CID3838,SNRPG,0.7374453594196931
GSE199219,CID3838,TMSB10,0.7375867040373484
GSE199219,CID3838,MAT2A,0.6936926642169879
GSE199219,CID3838,VAMP8,0.7699336835559825
GSE199219,CID3838,GNLY,1.156438977658518
GSE199219,CID3838,CD8A,0.9170837459473749
GSE199219,CID3838,CD8B,0.7561898312875651
GSE199219,CID3838,CYTOR,0.7454305650100339
GSE199219,CID3838,IGKC,0.7103756655052191
GSE199219,CID3838,DUSP2,1.2284613008022993
GSE199219,CID3838,ARID5A,0.7336260415586536
GSE199219,CID3838,COX5B,0.8082243813962184
GSE199219,CID3838,RPL31,0.880184357307198
GSE199219,CID3838,GCC2,0.7889403501049168
GSE199219,CID3838,LIMS1,0.6958402753655013
GSE199219,CID3838,ACTR3,0.7889480894037401
GSE199219,CID3838,DDX18,0.7375381744320908
GSE199219,CID3838,DBI,0.8081229724739889
GSE199219,CID3838,GYPC,0.776727750533125
GSE199219,CID3838,MZT2B,0.8446120731080512
GSE199219,CID3838,MZT2A,0.7470943338528019
GSE199219,CID3838,UBXN4,0.737531316467293
GSE199219,CID3838,CXCR4,1.2693462286860735
GSE199219,CID3838,ARHGAP15,0.7168747820545793
GSE199219,CID3838,ZEB2,0.7542515253553729
GSE199219,CID3838,NR4A2,1.190811046270314
GSE199219,CID3838,CYTIP,0.9606397717239299
GSE199219,CID3838,TANK,0.8393092804838773
GSE199219,CID3838,PPIG,0.7661989942428185
GSE199219,CID3838,WIPF1,0.7735272830860684
GSE199219,CID3838,ATP5MC3,0.7007563984075855
GSE199219,CID3838,HNRNPA3,0.7712257370647648
GSE199219,CID3838,NFE2L2,0.8090804570374401
GSE199219,CID3838,ORMDL1,0.723911521821365
GSE199219,CID3838,GLS,0.8014909068799141
GSE199219,CID3838,STAT1,0.778605738704203
GSE199219,CID3838,NABP1,0.7694163929557656
GSE199219,CID3838,STK17B,0.8952296470828721
GSE199219,CID3838,ANKRD44,0.6902295572158409
GSE199219,CID3838,SF3B1,0.7705126314906309
GSE199219,CID3838,HSPD1,1.1162158673840377
GSE199219,CID3838,HSPE1,1.1351924371385764
GSE199219,CID3838,BZW1,0.7618080874595478
GSE199219,CID3838,CLK1,0.8529579981971368
GSE199219,CID3838,CFLAR,0.8130969463109451
GSE199219,CID3838,SUMO1,0.7383880935333603
GSE199219,CID3838,NOP58,0.7108059118276229
GSE199219,CID3838,CTLA4,0.8956929417790258
GSE199219,CID3838,ICOS,0.9330176342724837
GSE199219,CID3838,EEF1B2,0.903745301595853
GSE199219,CID3838,XRCC5,0.6897610397067737
GSE199219,CID3838,RPL37A,0.7589085050859574
GSE199219,CID3838,ARPC2,0.9156506430737952
GSE199219,CID3838,TUBA4A,0.9939311928900458
GSE199219,CID3838,SP100,0.7975695919983827
GSE199219,CID3838,ITM2C,0.6883308032245831
GSE199219,CID3838,NCL,0.9212190516240522
GSE199219,CID3838,ARL4C,1.02070161890269
GSE199219,CID3838,LRRFIP1,0.8641693656902651
GSE199219,CID3838,PDCD1,0.4833806381996784
GSE199219,CID3838,ARPC4,0.7175890553593712
GSE199219,CID3838,BRK1,0.7592248910546388
GSE199219,CID3838,RPL32,0.7137391711097615
GSE199219,CID3838,ANKRD28,0.8214372903432748
GSE199219,CID3838,RPL15,0.7223748706818767
GSE199219,CID3838,GOLGA4,0.7496607077386565
GSE199219,CID3838,CSRNP1,0.8076230313352022
GSE199219,CID3838,RPSA,0.825584938562808
GSE199219,CID3838,EIF1B,0.7064781519084747
GSE199219,CID3838,RPL14,0.7301083161609142
GSE199219,CID3838,NKTR,0.8434084478528322
GSE199219,CID3838,TMA7,0.850841105918949
GSE199219,CID3838,RHOA,0.85991981072537
GSE199219,CID3838,GNAI2,0.838225652290396
GSE199219,CID3838,RPL29,0.7511784746839698
GSE199219,CID3838,SPCS1,0.8002948448053887
GSE199219,CID3838,SELENOK,1.0352412279778933
GSE199219,CID3838,ARF4,0.7484639914650608
GSE199219,CID3838,ARL6IP5,0.8891862063447558
GSE199219,CID3838,FOXP1,0.7896366893554234
GSE199219,CID3838,MTRNR2L12,1.0628481733401947
GSE199219,CID3838,CLDND1,0.7149063930101514
GSE199219,CID3838,RPL24,0.7301380015231921
GSE199219,CID3838,NFKBIZ,0.8498461740566092
GSE199219,CID3838,CD47,0.7407149662916738
GSE199219,CID3838,TRAT1,0.69945283948058
GSE199219,CID3838,CD96,0.7842163561556827
GSE199219,CID3838,TIGIT,0.872500023653258
GSE199219,CID3838,NDUFB4,0.7055718875300975
GSE199219,CID3838,HCLS1,0.7118877966000877
GSE199219,CID3838,GOLGB1,0.8663681600459814
GSE199219,CID3838,CNBP,0.8157060638858843
GSE199219,CID3838,H1FX,0.9370378994584146
GSE199219,CID3838,CDV3,0.7476020507172929
GSE199219,CID3838,ATP1B3,0.9845355376335961
GSE199219,CID3838,SERP1,0.8593951992885047
GSE199219,CID3838,GPR171,0.7208857412658385
GSE199219,CID3838,MBNL1,0.8518284359463801
GSE199219,CID3838,DHX36,0.772049594526771
GSE199219,CID3838,TIPARP,0.7736617160465015
GSE199219,CID3838,CCNL1,0.9122987163879087
GSE199219,CID3838,SEC62,0.7069180263500991
GSE199219,CID3838,SKIL,0.7150660772983152
GSE199219,CID3838,RPL22L1,0.8331949904926004
GSE199219,CID3838,TRA2B,0.8224817978933084
GSE199219,CID3838,EIF4A2,0.9147686603203786
GSE199219,CID3838,PPP1R2,0.8949817827363318
GSE199219,CID3838,RPL35A,0.7576190239424038
GSE199219,CID3838,MXD4,0.687592423624349
GSE199219,CID3838,LYAR,0.7208923839915876
GSE199219,CID3838,MRFAP1,0.6945270334163415
GSE199219,CID3838,BOD1L1,0.7012301267202032
GSE199219,CID3838,RBPJ,0.8388132533291724
GSE199219,CID3838,RPL9,0.7517522790429864
GSE199219,CID3838,RHOH,0.9480857108708561
GSE199219,CID3838,OCIAD2,0.7916261305736654
GSE199219,CID3838,HOPX,0.7823603436429181
GSE199219,CID3838,AREG,1.0287805068733396
GSE199219,CID3838,G3BP2,0.8268576913419091
GSE199219,CID3838,CCNI,0.8978556246674738
GSE199219,CID3838,CXCL13,0.937812678474897
GSE199219,CID3838,CNOT6L,0.8814070336813554
GSE199219,CID3838,HNRNPDL,0.8651690223062061
GSE199219,CID3838,H2AFZ,1.0544911909522294
GSE199219,CID3838,UBE2D3,0.8645199573706377
GSE199219,CID3838,RPL34,0.7301746473083139
GSE199219,CID3838,SNHG8,0.8520873832468338
GSE199219,CID3838,C4orf3,0.7608246171658425
GSE199219,CID3838,ANXA5,0.7365317273870085
GSE199219,CID3838,RPS3A,0.7536374758785835
GSE199219,CID3838,HMGB2,0.9429811691523263
GSE199219,CID3838,ANKRD37,0.7431399298463551
GSE199219,CID3838,SUB1,0.9534575313028835
GSE199219,CID3838,IL7R,1.3399608120356552
GSE199219,CID3838,FYB1,0.9005448720529998
GSE199219,CID3838,PTGER4,0.8600853585345899
GSE199219,CID3838,PRKAA1,0.4595366301435495
GSE199219,CID3838,RPL37,0.7368186350584838
GSE199219,CID3838,EMB,0.7546671960295868
GSE199219,CID3838,PARP8,0.693158528690158
GSE199219,CID3838,GZMK,1.337936653953426
GSE199219,CID3838,GZMA,1.3094376481057195
GSE199219,CID3838,GPBP1,0.869493551593605
GSE199219,CID3838,PIK3R1,0.865461533975737
GSE199219,CID3838,BTF3,0.8397919685442277
GSE199219,CID3838,NSA2,0.7630480185178128
GSE199219,CID3838,TBCA,0.7591596959559793
GSE199219,CID3838,RPS23,0.702747576440082
GSE199219,CID3838,COX7C,0.8569281138141877
GSE199219,CID3838,CCNH,0.7444924027911117
GSE199219,CID3838,CAST,0.7747174739057883
GSE199219,CID3838,CHD1,0.7724790961414848
GSE199219,CID3838,REEP5,0.7535405940432189
GSE199219,CID3838,TNFAIP8,0.7600275725592378
GSE199219,CID3838,HINT1,0.890778363309323
GSE199219,CID3838,CDC42SE2,0.8309156473723116
GSE199219,CID3838,IRF1,0.989808661036312
GSE199219,CID3838,UQCRQ,0.69542340574404
GSE199219,CID3838,TCF7,0.6902336829659343
GSE199219,CID3838,SKP1,0.8627150066964515
GSE199219,CID3838,UBE2B,0.7736764808633217
GSE199219,CID3838,HNRNPA0,0.8047568032873019
GSE199219,CID3838,EGR1,0.8876266744273059
GSE199219,CID3838,PAIP2,0.7728847670340772
GSE199219,CID3838,UBE2D2,0.7857710833822927
GSE199219,CID3838,CD14,0.1609218173382598
GSE199219,CID3838,TAF7,0.726456212567537
GSE199219,CID3838,NDFIP1,0.7618417748023734
GSE199219,CID3838,NR3C1,0.8256051590665209
GSE199219,CID3838,CSNK1A1,0.723275604105368
GSE199219,CID3838,CD74,1.0845331551800963
GSE199219,CID3838,RPS14,0.7473660041536943
GSE199219,CID3838,ANXA6,0.6897574982781606
GSE199219,CID3838,ITK,0.6941545789870959
GSE199219,CID3838,NPM1,0.934462325943296
GSE199219,CID3838,DUSP1,1.1532526910945775
GSE199219,CID3838,ATP6V0E1,0.8320071719655826
GSE199219,CID3838,CREBRF,0.6877908556363475
GSE199219,CID3838,HIGD2A,0.7775703838344538
GSE199219,CID3838,PRELID1,0.738296508907478
GSE199219,CID3838,HNRNPAB,0.7742656147697898
GSE199219,CID3838,HNRNPH1,0.9475276936718994
GSE199219,CID3838,SQSTM1,0.9252668043128637
GSE199219,CID3838,RACK1,1.264697392062521
GSE199219,CID3838,SERPINB9,0.7418297185143066
GSE199219,CID3838,CD83,0.717631312250054
GSE199219,CID3838,MYLIP,0.7641256647716022
GSE199219,CID3838,DEK,0.767618642983852
GSE199219,CID3838,C6orf62,0.6948742371422585
GSE199219,CID3838,HIST1H4C,0.7771587006213071
GSE199219,CID3838,BTN3A2,0.7092498761954555
GSE199219,CID3838,HLA-F,0.8380808112103555
GSE199219,CID3838,HLA-A,0.6941181828571819
GSE199219,CID3838,HLA-E,0.7835161248339189
GSE199219,CID3838,PPP1R10,0.8402926028552243
GSE199219,CID3838,TUBB,0.7135068362454648
GSE199219,CID3838,TNF,0.9542844575737859
GSE199219,CID3838,LTB,1.2580946481462902
GSE199219,CID3838,CLIC1,0.9557313718137002
GSE199219,CID3838,HSPA1A,1.8865130012951794
GSE199219,CID3838,HSPA1B,1.6606152825642584
GSE199219,CID3838,C6orf48,0.8156108991230474
GSE199219,CID3838,NEU1,0.939014458688852
GSE199219,CID3838,GPSM3,0.796428903714212
GSE199219,CID3838,HLA-DRA,0.9550813038642247
GSE199219,CID3838,HLA-DRB5,0.7022386850763239
GSE199219,CID3838,HLA-DRB1,1.054584568938073
GSE199219,CID3838,HLA-DQB1,0.6949402803077778
GSE199219,CID3838,PSMB8,0.7911863211687308
GSE199219,CID3838,PSMB9,0.8927145211858317
GSE199219,CID3838,TAP1,0.7289687578004282
GSE199219,CID3838,BRD2,0.9346952973109925
GSE199219,CID3838,HLA-DPA1,0.9638919589489997
GSE199219,CID3838,HLA-DPB1,0.9251651393266132
GSE199219,CID3838,RPS18,0.7156186113866619
GSE199219,CID3838,TAPBP,0.781312275448009
GSE199219,CID3838,CUTA,0.7665345222049733
GSE199219,CID3838,RPS10,0.934136826798947
GSE199219,CID3838,RPL10A,0.797216888291614
GSE199219,CID3838,FKBP5,0.7267816596462815
GSE199219,CID3838,SRSF3,0.9466848839562086
GSE199219,CID3838,HSP90AB1,1.138275868665947
GSE199219,CID3838,EEF1A1,0.7073700569584199
GSE199219,CID3838,COX7A2,0.8345100259921433
GSE199219,CID3838,ZNF292,0.7405610520258336
GSE199219,CID3838,PNRC1,0.934222581036708
GSE199219,CID3838,PNISR,0.9192772745558683
GSE199219,CID3838,PRDM1,0.7636407318290317
GSE199219,CID3838,SNX3,0.7036650047107763
GSE199219,CID3838,CD164,0.7254568908476227
GSE199219,CID3838,AMD1,0.9144888420499251
GSE199219,CID3838,FYN,0.8766495809084492
GSE199219,CID3838,RPS12,0.6872904532807855
GSE199219,CID3838,BCLAF1,0.7918121760436921
GSE199219,CID3838,TNFAIP3,1.1917255963430122
GSE199219,CID3838,ABRACL,0.7812855062927739
GSE199219,CID3838,CITED2,0.9032953822585758
GSE199219,CID3838,SF3B5,0.726970854041856
GSE199219,CID3838,ARID1B,0.6972080730447008
GSE199219,CID3838,DYNLT1,0.7468866531351465
GSE199219,CID3838,SYTL3,0.7220184932303769
GSE199219,CID3838,EZR,1.049301205333037
GSE199219,CID3838,TAGAP,0.9491888485914931
GSE199219,CID3838,SOD2,0.7088307375939243
GSE199219,CID3838,WTAP,0.7471775422886028
GSE199219,CID3838,TCP1,0.7311919780255675
GSE199219,CID3838,MRPL18,0.7817559938725817
GSE199219,CID3838,RNASET2,0.7072090410617553
GSE199219,CID3838,PSMB1,0.7743143328942527
GSE199219,CID3838,ACTB,0.8590708987072609
GSE199219,CID3838,RAC1,0.7490611808120391
GSE199219,CID3838,NDUFA4,0.8711212686445251
GSE199219,CID3838,ARL4A,0.772502211663466
GSE199219,CID3838,TOMM7,0.8450442008080842
GSE199219,CID3838,TRA2A,0.7162781262876238
GSE199219,CID3838,CYCS,0.9335441602013621
GSE199219,CID3838,HNRNPA2B1,0.8772280786154364
GSE199219,CID3838,CBX3,0.7168856455205743
GSE199219,CID3838,TAX1BP1,0.6988453548431154
GSE199219,CID3838,SEPT7,0.8687821959761561
GSE199219,CID3838,TRGC2,0.7373451045037016
GSE199219,CID3838,STK17A,0.907482593053356
GSE199219,CID3838,PPIA,0.8810831257761272
GSE199219,CID3838,H2AFV,0.8314677475594076
GSE199219,CID3838,IKZF1,0.763851964671624
GSE199219,CID3838,SEC61G,0.7750075410231553
GSE199219,CID3838,EGFR,0.02608530507976648
GSE199219,CID3838,CHCHD2,0.864269205121042
GSE199219,CID3838,SBDS,0.7327542980853302
GSE199219,CID3838,HSPB1,0.8583180834305201
GSE199219,CID3838,AKAP9,0.7853948812476436
GSE199219,CID3838,FAM133B,0.9192998883168159
GSE199219,CID3838,ARPC1B,0.8722770584091991
GSE199219,CID3838,LAMTOR4,0.7660586324137312
GSE199219,CID3838,KMT2E,0.8692415765417011
GSE199219,CID3838,NAMPT,0.7871987636975997
GSE199219,CID3838,HBP1,0.7422880064900002
GSE199219,CID3838,DNAJB9,0.7508840949830763
GSE199219,CID3838,IFRD1,0.8695910075017802
GSE199219,CID3838,LSM8,0.6941545443103547
GSE199219,CID3838,AC016831.7,0.687040293487451
GSE199219,CID3838,AC016831.5,0.7184110319704878
GSE199219,CID3838,AC058791.1,0.9538659439417654
GSE199219,CID3838,ZC3HAV1,0.9315406671234074
GSE199219,CID3838,NDUFB2,0.8066074806211442
GSE199219,CID3838,SSBP1,0.7081995079513548
GSE199219,CID3838,TRBC1,1.2242075192485984
GSE199219,CID3838,TRBC2,1.1086592930642494
GSE199219,CID3838,GSTK1,0.8316149349101672
GSE199219,CID3838,GIMAP7,0.7895946466071798
GSE199219,CID3838,GIMAP4,0.718190486088796
GSE199219,CID3838,DNAJB6,0.9255387440175523
GSE199219,CID3838,SLC25A6,0.8389495249101615
GSE199219,CID3838,CD99,0.8881791241208942
GSE199219,CID3838,TMSB4X,0.6890564802212885
GSE199219,CID3838,SYAP1,0.7550994759056461
GSE199219,CID3838,SH3KBP1,0.6946946053373344
GSE199219,CID3838,EIF1AX,0.8196310258626078
GSE199219,CID3838,SAT1,1.1382167939727645
GSE199219,CID3838,DDX3X,0.982861112327446
GSE199219,CID3838,NDUFB11,0.7795767200051896
GSE199219,CID3838,UXT,0.7658094262195242
GSE199219,CID3838,RBM3,0.8007375715052789
GSE199219,CID3838,PLP2,0.7985113915319448
GSE199219,CID3838,TSPYL2,0.8805873935897786
GSE199219,CID3838,MSN,0.8066596172406709
GSE199219,CID3838,IL2RG,0.8574654876652895
GSE199219,CID3838,RPS4X,0.733373719485474
GSE199219,CID3838,XIST,0.9762962085596537
GSE199219,CID3838,ATRX,0.8128322447417401
GSE199219,CID3838,COX7B,0.7964943884582674
GSE199219,CID3838,PGK1,0.8540806491475104
GSE199219,CID3838,ITM2A,0.9676595341218024
GSE199219,CID3838,SH3BGRL,0.730929648982852
GSE199219,CID3838,RPL36A,0.9057549520626206
GSE199219,CID3838,TSC22D3,1.122046590328566
GSE199219,CID3838,SLC25A5,0.8411669126734901
GSE199219,CID3838,SEPT6,0.8119531391563188
GSE199219,CID3838,RPL39,0.7105247472414373
GSE199219,CID3838,NDUFA1,0.7679186203534482
GSE199219,CID3838,CD40LG,0.7293821838258194
GSE199219,CID3838,RBMX,0.7612103876693015
GSE199219,CID3838,IDS,0.9205966476803619
GSE199219,CID3838,NSDHL,0.16779644029809737
GSE199219,CID3838,SSR4,0.8520681912168295
GSE199219,CID3838,FLNA,0.7330170120093937
GSE199219,CID3838,G6PD,0.33765440780429706
GSE199219,CID3838,PCM1,0.712403295751808
GSE199219,CID3838,DOK2,0.7176912418863526
GSE199219,CID3838,DUSP4,1.2224834180870738
GSE199219,CID3838,SARAF,0.9317253897103183
GSE199219,CID3838,LEPROTL1,0.8971992733575067
GSE199219,CID3838,NSD3,0.7601919831679745
GSE199219,CID3838,RPS20,0.8715493448180633
GSE199219,CID3838,SDCBP,0.9996295433946555
GSE199219,CID3838,RPL7,0.885974122097996
GSE199219,CID3838,FABP5,0.7936616174874307
GSE199219,CID3838,UQCRB,0.8810968511659688
GSE199219,CID3838,MTDH,0.7751703552891067
GSE199219,CID3838,RPL30,0.7084426780167496
GSE199219,CID3838,COX6C,0.8660151472736181
GSE199219,CID3838,POLR2K,0.6914815090949564
GSE199219,CID3838,RNF19A,0.8939947834258865
GSE199219,CID3838,PABPC1,0.9463286271930419
GSE199219,CID3838,YWHAZ,0.8876311827204795
GSE199219,CID3838,ZNF706,0.6965218982553499
GSE199219,CID3838,EIF3E,0.8653553639554468
GSE199219,CID3838,ENY2,0.7107137977039286
GSE199219,CID3838,EIF3H,0.8083237143280799
GSE199219,CID3838,FAM49B,0.7353686696762098
GSE199219,CID3838,SLA,0.9154032793033218
GSE199219,CID3838,LY6E,0.9452065621589588
GSE199219,CID3838,EEF1D,0.827648195653612
GSE199219,CID3838,VPS28,0.72593401672541
GSE199219,CID3838,RPL8,0.7406339701173735
GSE199219,CID3838,VLDLR,0.062365382970696354
GSE199219,CID3838,CD274,0.22424726650417443
GSE199219,CID3838,PLIN2,0.7564345232372776
GSE199219,CID3838,RPS6,0.7637663219093046
GSE199219,CID3838,DNAJA1,1.1575626179913427
GSE199219,CID3838,ZFAND5,0.8244909970472144
GSE199219,CID3838,ANXA1,1.505488502466624
GSE199219,CID3838,OSTF1,0.6956764683514928
GSE199219,CID3838,TLE4,0.8038410675143798
GSE199219,CID3838,HNRNPK,0.8508825506437475
GSE199219,CID3838,CKS2,0.8250597588399117
GSE199219,CID3838,ANP32B,0.8200339208330761
GSE199219,CID3838,SEC61B,0.812152898434099
GSE199219,CID3838,NR4A3,0.7488700874438426
GSE199219,CID3838,TXN,0.8531918191139825
GSE199219,CID3838,AKNA,0.7076669054557309
GSE199219,CID3838,ATP6V1G1,0.8152270583342665
GSE199219,CID3838,RPL35,0.777229118415543
GSE199219,CID3838,HSPA5,0.9380029211439734
GSE199219,CID3838,RPL12,0.7284346047455622
GSE199219,CID3838,C9orf16,0.8055853224731615
GSE199219,CID3838,SPTAN1,0.7344490825602797
GSE199219,CID3838,SET,0.8268842985437094
GSE199219,CID3838,IER5L,0.8189994685189607
GSE199219,CID3838,C9orf78,0.6997385333006749
GSE199219,CID3838,FNBP1,0.7978752270615871
GSE199219,CID3838,RPL7A,0.7166834693431984
GSE199219,CID3838,SNHG7,0.7503394315111968
GSE199219,CID3838,PHPT1,0.6986847590196353
GSE199219,CID3838,EDF1,0.8491218477426834
GSE199219,CID3838,PAXX,0.698182366637248
GSE199219,CID3838,DPP7,0.7074221002781229
GSE199219,CID3838,TUBB4B,1.0779056864263772
GSE199219,CID3838,IFITM2,0.9469190511336472
GSE199219,CID3838,POLR2L,0.8082583657485582
GSE199219,CID3838,CTSD,0.746312494123125
GSE199219,CID3838,LSP1,0.830363330530439
GSE199219,CID3838,CD81,0.8538154833113163
GSE199219,CID3838,KCNQ1OT1,0.8498885206871729
GSE199219,CID3838,NAP1L4,0.6920952011728667
GSE199219,CID3838,TRIM22,0.6889507587324557
GSE199219,CID3838,EIF3F,0.8244833782166724
GSE199219,CID3838,RPL27A,0.7569711576854583
GSE199219,CID3838,MTRNR2L8,0.8759640178027766
