source_cohort,held_out_donor,gene,scaler_scale
GSE267552,BC10,ZFP36L1,1.0763793053220851
GSE267552,BC10,SRSF5,0.9521389866855763
GSE267552,BC10,RBM25,0.8817675428621611
GSE267552,BC10,TMED10,0.8098375206985472
GSE267552,BC10,FOS,1.6800992908693484
GSE267552,BC10,GPR65,0.7748044239648417
GSE267552,BC10,CALM1,0.9817123895631759
GSE267552,BC10,TC2N,0.8879980678263317
GSE267552,BC10,NDUFB1,0.8440617657898586
GSE267552,BC10,DDX24,1.0332412031992741
GSE267552,BC10,PAPOLA,0.7918604976909203
GSE267552,BC10,BCL11B,0.891553052704184
GSE267552,BC10,EVL,1.0237593750300011
GSE267552,BC10,PPP2R5C,0.9534818329635614
GSE267552,BC10,HSP90AA1,1.4432230065989247
GSE267552,BC10,EIF5,0.9527834162023837
GSE267552,BC10,ATP5MPL,0.867937403999988
GSE267552,BC10,CRIP1,1.191291378942274
GSE267552,BC10,SNRPN,0.7858701503715483
GSE267552,BC10,KLF13,0.7914767309694539
GSE267552,BC10,SRP14,0.964890479134919
GSE267552,BC10,PDIA3,0.9867473045226121
GSE267552,BC10,SERF2,0.9190569785111589
GSE267552,BC10,EID1,0.8093598174749272
GSE267552,BC10,ANXA2,0.769806160301459
GSE267552,BC10,VPS13C,0.8421552888041284
GSE267552,BC10,RPS27L,0.7756134819767657
GSE267552,BC10,PPIB,1.015839925876999
GSE267552,BC10,RPL4,1.0302500901408949
GSE267552,BC10,PKM,0.8736603109547812
GSE267552,BC10,CSK,0.8262022591663284
GSE267552,BC10,COX5A,0.7949831392279072
GSE267552,BC10,MORF4L1,0.9437681150921191
GSE267552,BC10,IL16,0.8256151421558555
GSE267552,BC10,RPS17,0.9315855810785798
GSE267552,BC10,AKAP13,0.9680725408548473
GSE267552,BC10,ISG20,1.0398249181086658
GSE267552,BC10,IDH2,0.7933845884940715
GSE267552,BC10,CIB1,0.924829429125564
GSE267552,BC10,IQGAP1,0.9595544862675855
GSE267552,BC10,LINC01578,0.9896057837055661
GSE267552,BC10,UBE2I,0.8091188198218981
GSE267552,BC10,NDUFB10,0.8276078672888073
GSE267552,BC10,ATP6V0C,0.958353077909398
GSE267552,BC10,SRRM2,0.984183099322442
GSE267552,BC10,ELOB,0.9719285136281729
GSE267552,BC10,IL32,0.9030148490984736
GSE267552,BC10,SOCS1,1.0930866525956375
GSE267552,BC10,LITAF,0.9512829997365889
GSE267552,BC10,GSPT1,0.8067368276623336
GSE267552,BC10,ARL6IP1,0.8961770466061708
GSE267552,BC10,RBBP6,0.8013942592849749
GSE267552,BC10,CD19,0.023939146984526528
GSE267552,BC10,LAT,0.8685573974566644
GSE267552,BC10,ALDOA,0.9842375191575283
GSE267552,BC10,YPEL3,0.9059568199976605
GSE267552,BC10,CORO1A,1.006322917489219
GSE267552,BC10,SEPTIN1,0.9854195837337618
GSE267552,BC10,FUS,1.0140131328013182
GSE267552,BC10,RBL2,0.8606216888168762
GSE267552,BC10,MT2A,1.2083851223455528
GSE267552,BC10,HERPUD1,1.066367161515673
GSE267552,BC10,CKLF,0.9978838519261095
GSE267552,BC10,CIAO2B,0.7853839615964018
GSE267552,BC10,PSMB10,0.9391295759875146
GSE267552,BC10,GABARAPL2,0.8748939767241929
GSE267552,BC10,TERF2IP,0.9683722414327113
GSE267552,BC10,COTL1,1.132671368444636
GSE267552,BC10,COX4I1,0.9883384735587937
GSE267552,BC10,MAP1LC3B,0.9384269274210767
GSE267552,BC10,CYBA,0.9722135643742799
GSE267552,BC10,APRT,0.9259619243371159
GSE267552,BC10,ANKRD11,0.7958150306580751
GSE267552,BC10,TCF25,0.8521616957696614
GSE267552,BC10,ITGAE,0.7193763259212326
GSE267552,BC10,PFN1,0.8734999421274795
GSE267552,BC10,RNASEK,0.9926266503489662
GSE267552,BC10,GABARAP,0.9665786267375625
GSE267552,BC10,EIF5A,0.8260541717700431
GSE267552,BC10,ACAP1,0.8677939389978182
GSE267552,BC10,EIF4A1,0.9616196168441162
GSE267552,BC10,TRAPPC1,0.8503573647029102
GSE267552,BC10,VAMP2,0.9625275023669407
GSE267552,BC10,NCOR1,0.8919161965860559
GSE267552,BC10,UBB,1.1427121340387667
GSE267552,BC10,SNHG29,0.9956997665267407
GSE267552,BC10,WSB1,0.8024724548011198
GSE267552,BC10,RPL23A,0.8149152637708713
GSE267552,BC10,EVI2B,0.8877047788300939
GSE267552,BC10,SLFN5,0.9066208512209919
GSE267552,BC10,CCL4,1.6744025421212456
GSE267552,BC10,CCL4L2,1.2936757917295938
GSE267552,BC10,SYNRG,0.8060476351097738
GSE267552,BC10,PSMB3,0.8170724454024905
GSE267552,BC10,RPL23,0.9752468151565777
GSE267552,BC10,ERBB2,0.06231386938095074
GSE267552,BC10,IKZF3,0.9212109671307053
GSE267552,BC10,KRT10,0.864604401932237
GSE267552,BC10,EIF1,0.8479138545535003
GSE267552,BC10,STAT3,0.799410589229307
GSE267552,BC10,RPL27,0.9874152965833957
GSE267552,BC10,SKAP1,0.9159825347568915
GSE267552,BC10,TOB1,0.9515245723510274
GSE267552,BC10,NME2,0.855337297413464
GSE267552,BC10,LIMD2,1.022650933903778
GSE267552,BC10,ERN1,0.7912183965947593
GSE267552,BC10,DDX5,0.9502083252009946
GSE267552,BC10,PITPNC1,0.7818339291043469
GSE267552,BC10,PRKAR1A,0.7826776841707054
GSE267552,BC10,RPL38,0.9379195914946438
GSE267552,BC10,SLC9A3R1,0.8922631432007068
GSE267552,BC10,FDXR,0.17198104167878556
GSE267552,BC10,ATP5PD,0.798684050227864
GSE267552,BC10,JPT1,0.7806436856283038
GSE267552,BC10,SUMO2,0.9704796501086064
GSE267552,BC10,H3F3B,0.9405197848658086
GSE267552,BC10,UBALD2,0.8493061220898258
GSE267552,BC10,SRSF2,0.943250897732477
GSE267552,BC10,SEPTIN9,0.9775420436855361
GSE267552,BC10,EIF4A3,0.7708453697528833
GSE267552,BC10,RNF213,1.0459246005365832
GSE267552,BC10,ACTG1,0.9980674433558965
GSE267552,BC10,P4HB,0.7900906362981365
GSE267552,BC10,ARHGDIA,0.8908015775655675
GSE267552,BC10,CD7,1.112773722236
GSE267552,BC10,SMCHD1,0.9933167801028818
GSE267552,BC10,MYL12A,0.978391782880392
GSE267552,BC10,MYL12B,1.0144894952563275
GSE267552,BC10,NDUFV2,0.7723398278993849
GSE267552,BC10,ANKRD12,0.9660663808620651
GSE267552,BC10,ROCK1,0.8037949834773714
GSE267552,BC10,ATP5F1A,0.7740568108648322
GSE267552,BC10,RPL17,0.9152522514111595
GSE267552,BC10,MBP,0.8979239888010389
GSE267552,BC10,GZMM,1.0034429200946935
GSE267552,BC10,BSG,0.7907965944732236
GSE267552,BC10,CNN2,0.9378908803246591
GSE267552,BC10,GPX4,0.901334038709056
GSE267552,BC10,ATP5F1D,0.921310124702891
GSE267552,BC10,CIRBP,0.9892663316923732
GSE267552,BC10,UQCR11,0.9830371514416698
GSE267552,BC10,ABHD17A,0.8271740606860154
GSE267552,BC10,OAZ1,0.9583935638319014
GSE267552,BC10,LSM7,0.8652170729314818
GSE267552,BC10,GADD45B,1.030101520463007
GSE267552,BC10,TLE5,0.9978430658545377
GSE267552,BC10,MATK,0.7726198704915478
GSE267552,BC10,EEF2,0.9997775342735852
GSE267552,BC10,MAP2K2,0.7909474988156266
GSE267552,BC10,NDUFA11,0.8763429585275273
GSE267552,BC10,TNFSF9,0.8406274915702664
GSE267552,BC10,PET100,0.8754684442511912
GSE267552,BC10,HNRNPM,0.8059736260557194
GSE267552,BC10,UBL5,0.9939496744734551
GSE267552,BC10,SHFL,0.7876623809242796
GSE267552,BC10,EIF3G,0.9043358435815134
GSE267552,BC10,ICAM3,0.8193746840624787
GSE267552,BC10,CDC37,0.8836581318757478
GSE267552,BC10,WDR83OS,0.8758642033207417
GSE267552,BC10,TRIR,0.9496247037175723
GSE267552,BC10,JUNB,1.5747543225277891
GSE267552,BC10,PRDX2,0.7765844897193009
GSE267552,BC10,CALR,0.9650460505933399
GSE267552,BC10,IER2,1.172710519182399
GSE267552,BC10,C19orf53,0.846278524340935
GSE267552,BC10,ADGRE5,0.955159064866222
GSE267552,BC10,DNAJB1,1.632263515084913
GSE267552,BC10,TECR,0.8371694258054417
GSE267552,BC10,RASAL3,0.828297060489699
GSE267552,BC10,KLF2,1.4270384352523005
GSE267552,BC10,BST2,0.8604981725665168
GSE267552,BC10,JUND,1.3017227434171845
GSE267552,BC10,FKBP8,0.8427129336438983
GSE267552,BC10,UBA52,0.9068479906296404
GSE267552,BC10,REX1BD,0.8800821983014907
GSE267552,BC10,COPE,0.8296463943658529
GSE267552,BC10,NDUFA13,0.9641689805798125
GSE267552,BC10,LSM14A,0.7961412252102245
GSE267552,BC10,GPI,0.7828538595680872
GSE267552,BC10,FXYD5,1.053752433198183
GSE267552,BC10,COX6B1,0.9920844369189643
GSE267552,BC10,HCST,1.0087693128230844
GSE267552,BC10,CAPNS1,0.7858472788671939
GSE267552,BC10,EIF3K,0.9965435200584473
GSE267552,BC10,ACTN4,0.8378902415594547
GSE267552,BC10,ECH1,0.8368759160279687
GSE267552,BC10,HNRNPL,0.9162657346138194
GSE267552,BC10,GMFG,1.023093943633287
GSE267552,BC10,ZFP36,1.477000502490173
GSE267552,BC10,RPS16,0.8682212133961995
GSE267552,BC10,SERTAD1,0.8843838033721764
GSE267552,BC10,TGFB1,1.0395568688518484
GSE267552,BC10,RPS19,0.8249455350461804
GSE267552,BC10,ARHGEF1,0.9356031917945072
GSE267552,BC10,RABAC1,0.912573125380849
GSE267552,BC10,FOSB,1.313530978415257
GSE267552,BC10,SNRPD2,0.9945271218112375
GSE267552,BC10,CALM3,0.8634410744068883
GSE267552,BC10,NOP53,0.9110044531307875
GSE267552,BC10,SELENOW,0.8707536693864478
GSE267552,BC10,EMP3,1.0365108361159538
GSE267552,BC10,PPP1R15A,1.1263920890165415
GSE267552,BC10,BAX,0.7938932875084426
GSE267552,BC10,FTL,1.0893623677842692
GSE267552,BC10,CD37,0.9882269292767377
GSE267552,BC10,RPL13A,0.9248622765010762
GSE267552,BC10,RPS11,1.0103391634093875
GSE267552,BC10,NKG7,1.2219816114581148
GSE267552,BC10,ZNF331,1.063861572378498
GSE267552,BC10,MYADM,0.8780836682741778
GSE267552,BC10,NDUFA3,0.991878449420506
GSE267552,BC10,RPS9,0.960291048896832
GSE267552,BC10,UBE2S,0.9924468882350256
GSE267552,BC10,RPS5,0.8973750908668386
GSE267552,BC10,SNRPB,0.8394883619268978
GSE267552,BC10,TMX4,0.7898866097408573
GSE267552,BC10,CST7,1.1726186046542604
GSE267552,BC10,APMAP,0.809919724938978
GSE267552,BC10,RALY,0.7736792117383295
GSE267552,BC10,EIF2S2,0.7891333922626861
GSE267552,BC10,ROMO1,0.8650549242326232
GSE267552,BC10,RBM39,0.9884116204526913
GSE267552,BC10,SCAND1,0.775285225109949
GSE267552,BC10,SAMHD1,0.8074605390497805
GSE267552,BC10,YWHAB,1.0094152095651758
GSE267552,BC10,STK4,0.9841478861821836
GSE267552,BC10,PREX1,0.8094703919139578
GSE267552,BC10,ZFAS1,0.9198266088035494
GSE267552,BC10,UBE2V1,0.8490756622081072
GSE267552,BC10,NFATC2,0.795713538842471
GSE267552,BC10,GNAS,0.9963253132040263
GSE267552,BC10,ATP5F1E,0.9044823321516325
GSE267552,BC10,PSMA7,0.9919747050059394
GSE267552,BC10,PPDPF,0.9735399516781633
GSE267552,BC10,LIME1,0.9551363944686118
GSE267552,BC10,SAMSN1,0.9679809289678055
GSE267552,BC10,ATP5PF,0.8655241773277285
GSE267552,BC10,SOD1,0.9757513976998393
GSE267552,BC10,SON,1.0049296764128386
GSE267552,BC10,ATP5PO,0.8228839445694973
GSE267552,BC10,MRPS6,0.822732787978661
GSE267552,BC10,HMGN1,0.9514680745814913
GSE267552,BC10,MX1,0.7827582457128317
GSE267552,BC10,ABCG1,0.48269200959473335
GSE267552,BC10,CSTB,0.8892038026724571
GSE267552,BC10,ITGB2,1.0542773199891864
GSE267552,BC10,PRMT2,0.8469878622389726
GSE267552,BC10,CHCHD10,0.7869472826482703
GSE267552,BC10,MIF,1.0238941498861884
GSE267552,BC10,EWSR1,0.84662280950371
GSE267552,BC10,UQCR10,0.930408255917341
GSE267552,BC10,PIK3IP1,0.9144218260528169
GSE267552,BC10,MYH9,1.0515271734289275
GSE267552,BC10,RAC2,0.98720591626786
GSE267552,BC10,LGALS1,1.0781802612349394
GSE267552,BC10,DDX17,0.9350744099106052
GSE267552,BC10,SUN2,0.9406329474486806
GSE267552,BC10,APOBEC3G,1.0263614975672817
GSE267552,BC10,RPL3,0.8976167039999315
GSE267552,BC10,ST13,0.8265843160904132
GSE267552,BC10,XRCC6,0.8227138224330024
GSE267552,BC10,SNU13,0.8830202970179281
GSE267552,BC10,SMDT1,0.8400035935853535
GSE267552,BC10,TSPO,0.8276068501950894
GSE267552,BC10,SLC25A6,1.0153587835715292
GSE267552,BC10,CD99,1.0001517920524172
GSE267552,BC10,SH3KBP1,0.9211148698706234
GSE267552,BC10,EIF1AX,0.7878745645947776
GSE267552,BC10,SAT1,1.035109305543259
GSE267552,BC10,DDX3X,0.9043269834683757
GSE267552,BC10,NDUFB11,0.8979657112828319
GSE267552,BC10,UXT,0.8578125973085767
GSE267552,BC10,RBM3,0.8973590764749445
GSE267552,BC10,WAS,0.8502509421657078
GSE267552,BC10,PLP2,0.9745737159522506
GSE267552,BC10,TSPYL2,1.0031165455512707
GSE267552,BC10,MSN,0.9788343408990152
GSE267552,BC10,IL2RG,1.0051451938593177
GSE267552,BC10,CXCR3,0.9121211987394974
GSE267552,BC10,ATRX,0.8569829249416515
GSE267552,BC10,COX7B,0.8738513676290164
GSE267552,BC10,PGK1,0.9737126576418244
GSE267552,BC10,ITM2A,1.0765121905997002
GSE267552,BC10,SH3BGRL,0.8472035398394805
GSE267552,BC10,RPL36A,0.9250918999415648
GSE267552,BC10,TSC22D3,1.3113820887587444
GSE267552,BC10,SLC25A5,0.9198457843224369
GSE267552,BC10,SEPTIN6,0.926336305976969
GSE267552,BC10,NDUFA1,0.9631734992384898
GSE267552,BC10,SH2D1A,0.9029707213365898
GSE267552,BC10,RBMX,0.8060204989818276
GSE267552,BC10,IDS,0.8959902839328868
GSE267552,BC10,NSDHL,0.16836672168076064
GSE267552,BC10,BCAP31,0.8050754127400687
GSE267552,BC10,SSR4,0.9613015502460287
GSE267552,BC10,FLNA,0.927625241668474
GSE267552,BC10,G6PD,0.4959916519930086
GSE267552,BC10,MT-ND1,1.1051859351761681
GSE267552,BC10,MT-ND2,1.1428060288245872
GSE267552,BC10,MT-CO1,1.0571284165910424
GSE267552,BC10,MT-CO2,1.1107924716223587
GSE267552,BC10,MT-ATP8,1.016899033832289
GSE267552,BC10,MT-ATP6,1.0878330953599118
GSE267552,BC10,MT-CO3,1.164962721611089
GSE267552,BC10,MT-ND3,1.163525209843498
GSE267552,BC10,MT-ND4L,1.1330541844206465
GSE267552,BC10,MT-ND4,1.0795128665927105
GSE267552,BC10,MT-ND5,1.065018223525937
GSE267552,BC10,MT-ND6,0.8065386468391287
GSE267552,BC10,MT-CYB,1.205519637690825
GSE267552,BC12,ISG15,0.8283942686133734
GSE267552,BC12,SSU72,0.7999195940101946
GSE267552,BC12,GNB1,0.8243059840025615
GSE267552,BC12,RPL22,0.9086953318554722
GSE267552,BC12,PARK7,0.9613952961207337
GSE267552,BC12,ENO1,0.9074857401703936
GSE267552,BC12,EFHD2,0.8038704313964409
GSE267552,BC12,CAPZB,0.9805197488621714
GSE267552,BC12,MICOS10,0.87601943470238
GSE267552,BC12,HP1BP3,0.916747783579991
GSE267552,BC12,CDC42,0.9892903951617452
GSE267552,BC12,PNRC2,0.790310731400209
GSE267552,BC12,SRSF10,0.8637660459137411
GSE267552,BC12,SRRM1,0.9447373037015001
GSE267552,BC12,RUNX3,0.8480852471007814
GSE267552,BC12,SYF2,0.8191270792789334
GSE267552,BC12,RSRP1,1.052076835664672
GSE267552,BC12,TMEM50A,0.9024823364471206
GSE267552,BC12,SH3BGRL3,0.9022365017250997
GSE267552,BC12,CD52,1.1031848910286897
GSE267552,BC12,ZNF683,1.010481398188083
GSE267552,BC12,HMGN2,1.000938807287225
GSE267552,BC12,IFI6,0.7977239733523033
GSE267552,BC12,DNAJC8,0.7969705934903845
GSE267552,BC12,ATP5IF1,0.948895206864994
GSE267552,BC12,EPB41,0.7764211844420389
GSE267552,BC12,AL137857.1,0.8170501640465363
GSE267552,BC12,LAPTM5,1.01255791796441
GSE267552,BC12,PTP4A2,1.006031088471547
GSE267552,BC12,KHDRBS1,0.9112903768605229
GSE267552,BC12,LCK,1.0040597610416986
GSE267552,BC12,RBBP4,0.7874438461859483
GSE267552,BC12,SFPQ,0.9973101776803523
GSE267552,BC12,THRAP3,0.8275958849216201
GSE267552,BC12,NDUFS5,0.9784767730600378
GSE267552,BC12,MACF1,0.8185706011639752
GSE267552,BC12,CAP1,0.9643092163787736
GSE267552,BC12,SMAP2,0.9238832414144434
GSE267552,BC12,YBX1,0.9928994027582809
GSE267552,BC12,PRDX1,0.847132835771357
GSE267552,BC12,UQCRH,0.916735163102906
GSE267552,BC12,CMPK1,0.7895370624160677
GSE267552,BC12,EPS15,0.7975626090543534
GSE267552,BC12,TUT4,0.7754611272941417
GSE267552,BC12,TMEM59,0.9064344840135427
GSE267552,BC12,DHCR24,0.07780022285347686
GSE267552,BC12,JUN,1.3679638360299047
GSE267552,BC12,JAK1,0.9970500245226053
GSE267552,BC12,PDE4B,0.8891913073871248
GSE267552,BC12,MIER1,0.7775270522094401
GSE267552,BC12,SERBP1,0.8825152436326156
GSE267552,BC12,SRSF11,0.90993777076384
GSE267552,BC12,ZRANB2,0.7894514527841506
GSE267552,BC12,PRKACB,0.8223411034574593
GSE267552,BC12,GNG5,0.9268108100039758
GSE267552,BC12,GTF2B,0.8158789545256242
GSE267552,BC12,GBP5,0.8680671828521898
GSE267552,BC12,RPL5,0.8602744496892025
GSE267552,BC12,PRPF38B,0.8166747566996811
GSE267552,BC12,PSMA5,0.7885529228456395
GSE267552,BC12,CD53,1.0019884711897389
GSE267552,BC12,DENND2D,0.8434469216112183
GSE267552,BC12,ATP5PB,0.7856478564767044
GSE267552,BC12,RAP1A,0.8084353690645426
GSE267552,BC12,CSDE1,0.9174416922194737
GSE267552,BC12,CD2,1.0429961737588307
GSE267552,BC12,TENT5C,0.8817239032855532
GSE267552,BC12,HMGCS2,1.0
GSE267552,BC12,RBM8A,0.9476557150393532
GSE267552,BC12,TXNIP,1.057388283574631
GSE267552,BC12,LINC01138,0.9739266661132396
GSE267552,BC12,MRPS21,0.8576286652477098
GSE267552,BC12,MCL1,1.106836966904936
GSE267552,BC12,ENSA,0.8020781744075631
GSE267552,BC12,CDC42SE1,0.8347129700558691
GSE267552,BC12,S100A10,1.1033421382063924
GSE267552,BC12,S100A11,1.0686573138771038
GSE267552,BC12,S100A6,1.0907533194140495
GSE267552,BC12,S100A4,1.2664682254336308
GSE267552,BC12,TPM3,1.0257653641510682
GSE267552,BC12,ADAR,0.8354528015346127
GSE267552,BC12,KRTCAP2,0.9672799509967351
GSE267552,BC12,FDPS,0.5348019497094636
GSE267552,BC12,SSR2,0.9850490590118242
GSE267552,BC12,SH2D2A,0.9060219868164491
GSE267552,BC12,PYHIN1,0.8461459327136549
GSE267552,BC12,IFI16,0.9423155159657811
GSE267552,BC12,TAGLN2,1.0676630099936169
GSE267552,BC12,CD48,0.9919255238123148
GSE267552,BC12,TSTD1,0.8456774844640484
GSE267552,BC12,ARHGAP30,0.7902482922746096
GSE267552,BC12,HSPA6,0.9591928734190708
GSE267552,BC12,HSD17B7,0.3906700920946026
GSE267552,BC12,CD247,0.9097144371726502
GSE267552,BC12,RCSD1,0.8269068605461094
GSE267552,BC12,XCL2,1.028752534599059
GSE267552,BC12,XCL1,0.9150278078351862
GSE267552,BC12,SELL,0.8775352757041041
GSE267552,BC12,PRRC2C,0.9589798074193709
GSE267552,BC12,PRDX6,0.7936154122093514
GSE267552,BC12,GAS5,0.844009506110903
GSE267552,BC12,RABGAP1L,0.8008523230563204
GSE267552,BC12,CACYBP,0.8300807809182414
GSE267552,BC12,ARPC5,0.90155503913163
GSE267552,BC12,TPR,0.8680316824135386
GSE267552,BC12,RGS1,1.2880229810482353
GSE267552,BC12,PTPRC,0.8184937257376823
GSE267552,BC12,BTG2,1.1145276025249442
GSE267552,BC12,NUCKS1,0.8752966103381074
GSE267552,BC12,FCMR,0.8621445819465016
GSE267552,BC12,CD46,0.7829733490018655
GSE267552,BC12,TRAF3IP3,0.8389329139014713
GSE267552,BC12,CAPN2,0.8030324279761434
GSE267552,BC12,SRP9,0.7873967312749423
GSE267552,BC12,H3F3A,1.0059354409355012
GSE267552,BC12,ARF1,0.9392633573582694
GSE267552,BC12,GUK1,0.9784331231176608
GSE267552,BC12,TOMM20,0.821758048841095
GSE267552,BC12,ARID4B,0.8333366247336997
GSE267552,BC12,LYST,0.874328847751213
GSE267552,BC12,HNRNPU,1.0071715289262306
GSE267552,BC12,LINC01871,0.9272856863957404
GSE267552,BC12,ID2,1.0515977133043872
GSE267552,BC12,YWHAQ,0.8638536788715918
GSE267552,BC12,PDIA6,0.7999330689030072
GSE267552,BC12,RHOB,0.7995954581783065
GSE267552,BC12,OST4,0.9951387401749153
GSE267552,BC12,YPEL5,0.8978632482230215
GSE267552,BC12,LBH,0.9443504634840799
GSE267552,BC12,SRSF7,1.0316287115396725
GSE267552,BC12,EML4,0.958764652716256
GSE267552,BC12,ZFP36L2,1.080832147923533
GSE267552,BC12,CALM2,1.0237680717157722
GSE267552,BC12,EPCAM,1.0
GSE267552,BC12,REL,0.8423368135047026
GSE267552,BC12,CCT4,0.8191510952694511
GSE267552,BC12,ACTR2,0.9427738635074895
GSE267552,BC12,AAK1,0.8048415724138069
GSE267552,BC12,PCBP1,0.9600858060081976
GSE267552,BC12,SNRPG,0.835235173938603
GSE267552,BC12,MOB1A,0.8044434278745678
GSE267552,BC12,TMSB10,0.8066510679948021
GSE267552,BC12,VAMP8,0.8799744901000199
GSE267552,BC12,GNLY,1.2615859618755878
GSE267552,BC12,CD8A,1.074644422551764
GSE267552,BC12,CD8B,1.1709591846492018
GSE267552,BC12,CYTOR,1.0055846140852922
GSE267552,BC12,DUSP2,1.4524184555517032
GSE267552,BC12,COX5B,0.9604883967544718
GSE267552,BC12,ZAP70,0.8585430462964074
GSE267552,BC12,MGAT4A,0.784778204343731
GSE267552,BC12,EIF5B,0.7783565821992776
GSE267552,BC12,RPL31,1.0015381826697403
GSE267552,BC12,GCC2,0.8882274778176936
GSE267552,BC12,ACTR3,0.9504785488325032
GSE267552,BC12,DDX18,0.8540767379229586
GSE267552,BC12,DBI,0.8604373255469333
GSE267552,BC12,GYPC,0.9864687447638869
GSE267552,BC12,MZT2B,0.963174256969871
GSE267552,BC12,UBXN4,0.9268175095092839
GSE267552,BC12,CXCR4,1.1155148434267341
GSE267552,BC12,ARHGAP15,0.7981528258136071
GSE267552,BC12,PRPF40A,0.7855007757240399
GSE267552,BC12,NR4A2,1.0779032689722863
GSE267552,BC12,CYTIP,1.0339130789350706
GSE267552,BC12,RBMS1,0.7738069399480758
GSE267552,BC12,PPIG,0.7885750212635181
GSE267552,BC12,WIPF1,1.0092410021208815
GSE267552,BC12,ATP5MC3,0.9025894636582301
GSE267552,BC12,HNRNPA3,0.9794529957827535
GSE267552,BC12,ITGA4,0.972970076440512
GSE267552,BC12,GLS,0.8581432624517675
GSE267552,BC12,STAT1,1.0150376693048928
GSE267552,BC12,STK17B,1.0281433309530856
GSE267552,BC12,ANKRD44,0.8761480378354337
GSE267552,BC12,SF3B1,0.945118973982351
GSE267552,BC12,HSPD1,0.9659285093293226
GSE267552,BC12,HSPE1,1.1350719176513702
GSE267552,BC12,BZW1,0.9000106263140117
GSE267552,BC12,CLK1,0.8663938548909141
GSE267552,BC12,CFLAR,0.8890736772427063
GSE267552,BC12,CTLA4,0.6114514681683332
GSE267552,BC12,EEF1B2,1.0065441745548984
GSE267552,BC12,XRCC5,0.8754022612163974
GSE267552,BC12,RPL37A,0.9428277406581388
GSE267552,BC12,ARPC2,1.0133016827612946
GSE267552,BC12,TUBA4A,1.0432396030814164
GSE267552,BC12,SP110,0.824190657968343
GSE267552,BC12,SP100,0.9843193828957627
GSE267552,BC12,ITM2C,1.1108254224819254
GSE267552,BC12,NCL,1.016920216277988
GSE267552,BC12,ARL4C,1.0421059674024276
GSE267552,BC12,LRRFIP1,0.9061990119148807
GSE267552,BC12,COPS9,0.807439573672922
GSE267552,BC12,PDCD1,0.6867241593761517
GSE267552,BC12,ARPC4,0.8436169569341474
GSE267552,BC12,BRK1,0.8267014709833526
GSE267552,BC12,OXNAD1,0.8552648877848777
GSE267552,BC12,RPL15,0.9270353431413477
GSE267552,BC12,EOMES,0.822514783708101
GSE267552,BC12,CMC1,0.8668069133433882
GSE267552,BC12,TGFBR2,0.9201349774595774
GSE267552,BC12,RPSA,0.9369733881342316
GSE267552,BC12,CXCR6,0.8820758669056032
GSE267552,BC12,TMA7,0.8854238869240425
GSE267552,BC12,SHISA5,0.8768009458519895
GSE267552,BC12,NDUFAF3,0.7779138353023519
GSE267552,BC12,RHOA,0.9839624932335396
GSE267552,BC12,GNAI2,0.9606425115215339
GSE267552,BC12,RPL29,0.7895562136847084
GSE267552,BC12,SPCS1,0.9147072646891989
GSE267552,BC12,SELENOK,0.9010015797552424
GSE267552,BC12,ARL6IP5,0.991892880896693
GSE267552,BC12,CGGBP1,0.8034776380053603
GSE267552,BC12,CLDND1,1.077351234899633
GSE267552,BC12,RPL24,0.7926636425938922
GSE267552,BC12,NFKBIZ,0.7896137111022836
GSE267552,BC12,CBLB,0.845269551777475
GSE267552,BC12,TRAT1,0.8820308287893963
GSE267552,BC12,CD96,0.9997430425245741
GSE267552,BC12,TIGIT,0.9228868284258621
GSE267552,BC12,COX17,0.8224680189702104
GSE267552,BC12,NDUFB4,0.8385346127680908
GSE267552,BC12,HCLS1,0.9630387185422821
GSE267552,BC12,RPN1,0.7981392445972638
GSE267552,BC12,CNBP,0.994214597165748
GSE267552,BC12,H1FX,1.157843941763823
GSE267552,BC12,CDV3,0.8813546089884051
GSE267552,BC12,ZBTB38,0.8681916490952535
GSE267552,BC12,RNF7,0.7822587511232458
GSE267552,BC12,U2SURP,0.8149204374518974
GSE267552,BC12,GYG1,0.8039549510273357
GSE267552,BC12,SERP1,0.9586147444687785
GSE267552,BC12,MBNL1,1.0083083822573609
GSE267552,BC12,CCNL1,0.8064103496488901
GSE267552,BC12,SEC62,0.9340942720816092
GSE267552,BC12,RPL22L1,0.8608903793155465
GSE267552,BC12,TRA2B,0.8642803009202144
GSE267552,BC12,EIF4A2,0.942801781558828
GSE267552,BC12,PPP1R2,0.9852020219759251
GSE267552,BC12,PAK2,0.8854768994711388
GSE267552,BC12,ATP5ME,0.9722018354011654
GSE267552,BC12,LYAR,0.9383199467795996
GSE267552,BC12,WDR1,0.8727458736140166
GSE267552,BC12,BOD1L1,0.8031223741068617
GSE267552,BC12,ARAP2,0.8797867170139401
GSE267552,BC12,RPL9,0.93111060895017
GSE267552,BC12,RHOH,0.9369190093454243
GSE267552,BC12,OCIAD1,0.7785497394551348
GSE267552,BC12,OCIAD2,0.8788290264051671
GSE267552,BC12,HOPX,0.8466994948439134
GSE267552,BC12,YTHDC1,0.7765998540213206
GSE267552,BC12,AREG,0.8493317680600976
GSE267552,BC12,G3BP2,0.8674021032650062
GSE267552,BC12,CCNI,0.9290672219756276
GSE267552,BC12,CXCL13,0.7900385875204166
GSE267552,BC12,HNRNPD,0.8627783576229876
