spearman,r2,rmse,prediction_observed_sd_ratio,calibration_slope,source,target,control,n_cells,n_participants,participant_id
0.1065257761353355,-0.49008500576019287,0.4567396586823344,0.296368687272972,0.4708756259456383,GSE334503,CD279,cognate,4761,,HS6
0.11734436044578128,-0.4112355709075928,0.4335106950549348,0.34312739393393954,0.4826099011187209,GSE334503,CD279,cognate,5350,,HS68
0.1922948202695583,-0.6685258150100708,0.552615122517218,0.3967832963046789,0.613737612770944,GSE334503,CD279,cognate,4783,,HS75
0.20384532101736735,-0.6325638294219971,0.4828215113666134,0.5430203401890566,0.5545599434934346,GSE334503,CD279,cognate,4613,,HS86
0.11953470280791582,-0.4135105609893799,0.4647223851103623,0.27666636169040715,0.6577739787760024,GSE334503,CD279,cognate,5422,,HS88
0.202322633052863,-0.867412805557251,0.5274157439643856,0.47263452858443095,0.5654302567043195,GSE334503,CD279,cognate,3835,,HS93
0.18420148377589424,-0.7675914764404297,0.5452986750995344,0.3975727663284862,0.5578049121602711,GSE334503,CD279,cognate,5077,,HS94
0.23865951259285087,-0.052770376205444336,0.6947741406664274,0.2775063421615988,1.1439834580751553,GSE334503,CD194 (CCR4),cognate,84177,17.0,
0.006690341912758205,-1.8902103900909424,0.8613654234545775,0.37087453354011424,-0.002458709264519643,GSE334503,CD194 (CCR4),noncognate,84177,17.0,
0.19521841910336044,-0.00666201114654541,0.6221045180757148,0.2709000154576919,0.9592058365949699,GSE334503,CD194 (CCR4),cognate,5577,,HS10
0.25529622791659834,-0.021776199340820312,0.6713824129833521,0.31099367931429,1.0894945608725846,GSE334503,CD194 (CCR4),cognate,5436,,HS12
0.2521827737769168,-0.17953121662139893,0.78001370839764,0.231086509721809,1.5311118044246532,GSE334503,CD194 (CCR4),cognate,4385,,HS16
0.23525899223652566,-0.07334911823272705,0.6512947785767234,0.357425884044425,0.8380642417341934,GSE334503,CD194 (CCR4),cognate,6170,,HS22
0.29680285883721336,0.022527873516082764,0.7321456184733883,0.31082181600657494,1.2931789011676382,GSE334503,CD194 (CCR4),cognate,4705,,HS24
0.2622604892662217,0.06016647815704346,0.6871058894985812,0.27418530346332753,1.1797758570398469,GSE334503,CD194 (CCR4),cognate,5100,,HS28
0.20714089554107773,-0.10517680644989014,0.7064190105322697,0.2436968109310716,1.1973864089240764,GSE334503,CD194 (CCR4),cognate,5338,,HS30
0.17243624222988863,-0.12751781940460205,0.6605818465690809,0.23741238088303207,0.8793291142790856,GSE334503,CD194 (CCR4),cognate,4821,,HS32
0.2701234696236369,0.028267621994018555,0.6665253688165222,0.32770390170172187,1.1103123895513627,GSE334503,CD194 (CCR4),cognate,4619,,HS46
0.26577292801657143,-0.07045328617095947,0.7552433312736291,0.28034874475046884,1.2612878846174849,GSE334503,CD194 (CCR4),cognate,4185,,HS47
0.14428754923089876,-0.2494264841079712,0.7047573004280534,0.17949201050405114,1.2243268139398489,GSE334503,CD194 (CCR4),cognate,4761,,HS6
0.19793491211778622,-0.16811025142669678,0.6374687972566901,0.28663861817328534,1.0304802124179056,GSE334503,CD194 (CCR4),cognate,5350,,HS68
0.2645184122126676,0.04864001274108887,0.6539823089082104,0.29332527512697143,1.0771046196356615,GSE334503,CD194 (CCR4),cognate,4783,,HS75
0.2212691294624599,-0.26164305210113525,0.7608457600086047,0.2670886024712511,1.1814317340274245,GSE334503,CD194 (CCR4),cognate,4613,,HS86
0.1935275731140836,-0.07685184478759766,0.6666256077361471,0.25560191900903034,1.046238864137283,GSE334503,CD194 (CCR4),cognate,5422,,HS88
0.29075955618942645,-0.01804482936859131,0.8017548016248848,0.24717891179134122,1.4626788672808169,GSE334503,CD194 (CCR4),cognate,3835,,HS93
0.2807704726549061,-0.006094455718994141,0.6979762497894587,0.29110521168302617,1.251022121240165,GSE334503,CD194 (CCR4),cognate,5077,,HS94
0.1159461127849981,-0.11524307727813721,0.41132401032305277,0.15002241911424605,0.7192349309229842,GSE334503,CD319 (CRACC),cognate,84177,17.0,
-0.012014467737321264,-2.2140679359436035,0.8162489013898154,0.12833950144014858,-0.08345673052033416,GSE334503,CD319 (CRACC),noncognate,84177,17.0,
0.0982555234270462,-0.21900856494903564,0.4083253047925862,0.1755455395392772,0.5255527219636053,GSE334503,CD319 (CRACC),cognate,5577,,HS10
0.11208528298770595,-0.014266133308410645,0.4255601676432171,0.13201992911737512,0.8234497301028365,GSE334503,CD319 (CRACC),cognate,5436,,HS12
0.16651624312472388,-0.29016435146331787,0.3983598521249012,0.24348863830553466,0.6397762118060102,GSE334503,CD319 (CRACC),cognate,4385,,HS16
